"gene","rloop_density","rloop_rank","rloop_empirical_p","rloop_z"
"LOC148413",12.62,461,0.0171286319387679,2.11703044659277
"TMEM147",12.62,462,0.017165787322583,2.11615561610959
"MAMDC4",12.6,463,0.0172029427063982,2.11528240218842
"REC8",12.6,464,0.0172400980902133,2.11441079820253
"HDAC10",12.58,465,0.0172772534740284,2.1135407975667
"LOC101928069",12.58,466,0.0173144088578435,2.11267239373681
"ARHGAP27P1",12.54,467,0.0173515642416586,2.11180558020953
"GALE",12.54,468,0.0173887196254737,2.11094035052196
"C1ORF159",12.52,469,0.0174258750092888,2.11007669825131
"NAT9",12.52,470,0.017463030393104,2.10921461701456
"NT5C",12.5,471,0.0175001857769191,2.1083541004681
"ZFP36",12.5,472,0.0175373411607342,2.10749514230746
"MIR26A2",12.49,473,0.0175744965445493,2.10663773626695
"LRP10",12.48,474,0.0176116519283644,2.10578187611933
"GIGYF1",12.47,475,0.0176488073121795,2.10492755567551
"GRK6",12.47,476,0.0176859626959947,2.10407476878426
"MIR6727",12.46,477,0.0177231180798098,2.10322350933183
"CTRL",12.41,478,0.0177602734636249,2.10237377124172
"LSR",12.39,479,0.01779742884744,2.10152554847434
"MIR203B",12.39,480,0.0178345842312551,2.10067883502668
"PSMA7",12.39,481,0.0178717396150702,2.09983362493208
"SNORD82",12.36,482,0.0179088949988853,2.09898991225987
"MIR6734",12.34,483,0.0179460503827005,2.09814769111513
"YIF1A",12.33,484,0.0179832057665156,2.09730695563836
"FBXW5",12.32,485,0.0180203611503307,2.09646770000521
"LOC391322",12.32,486,0.0180575165341458,2.0956299184262
"NDUFA11",12.31,487,0.0180946719179609,2.09479360514644
"SREBF1",12.31,488,0.018131827301776,2.09395875444535
"CTU2",12.25,489,0.0181689826855911,2.09312536063638
"MIR33B",12.25,490,0.0182061380694063,2.09229341806676
"CYBA",12.19,491,0.0182432934532214,2.09146292111718
"EHBP1L1",12.19,492,0.0182804488370365,2.09063386420158
"MIR6793",12.19,493,0.0183176042208516,2.08980624176687
"CALR",12.16,494,0.0183547596046667,2.08898004829264
"PSMB10",12.13,495,0.0183919149884818,2.08815527829094
"MAZ",12.12,496,0.0184290703722969,2.087331926306
"CAPN12",12.11,497,0.0184662257561121,2.08650998691399
"SLC35B2",12.11,498,0.0185033811399272,2.08568945472276
"PIP5KL1",12.08,499,0.0185405365237423,2.08487032437159
"GFER",12.07,500,0.0185776919075574,2.08405259053094
"ZNF646",12.07,501,0.0186148472913725,2.08323624790224
"EGLN2",12.06,502,0.0186520026751876,2.08242129121761
"IFITM10",12.05,503,0.0186891580590027,2.08160771523962
"CYTH2",12.04,504,0.0187263134428179,2.08079551476108
"LOC102724064",12.04,505,0.018763468826633,2.0799846846048
"RPS8",12.02,506,0.0188006242104481,2.07917521962333
"SNX22",12.02,507,0.0188377795942632,2.07836711469878
"LY6E",12.01,508,0.0188749349780783,2.07756036474254
"POLR2L",12.01,509,0.0189120903618934,2.07675496469509
"SLC39A13",11.98,510,0.0189492457457086,2.07595090952577
"SNORA50C",11.98,511,0.0189864011295237,2.07514819423252
"HES4",11.97,512,0.0190235565133388,2.07434681384174
"MIR7114",11.95,513,0.0190607118971539,2.07354676340801
"ZNF276",11.95,514,0.019097867280969,2.07274803801389
"EEF1A2",11.88,515,0.0191350226647841,2.0719506327697
"DNASE1L2",11.87,516,0.0191721780485992,2.07115454281335
"DUSP4",11.87,517,0.0192093334324144,2.07035976331009
"SNORA55",11.87,518,0.0192464888162295,2.06956628945229
"TPM4",11.86,519,0.0192836442000446,2.06877411645929
"ZFAS1",11.86,520,0.0193207995838597,2.06798323957716
"LOC642423",11.85,521,0.0193579549676748,2.0671936540785
"MIR1226",11.85,522,0.0193951103514899,2.06640535526226
"ELOVL1",11.84,523,0.019432265735305,2.0656183384535
"PRSS53",11.84,524,0.0194694211191202,2.06483259900328
"DYRK1B",11.79,525,0.0195065765029353,2.06404813228835
"CD151",11.78,526,0.0195437318867504,2.06326493371106
"COMTD1",11.78,527,0.0195808872705655,2.06248299869912
"SURF1",11.78,528,0.0196180426543806,2.06170232270542
"UBXN6",11.78,529,0.0196551980381957,2.06092290120785
"RHOC",11.76,530,0.0196923534220108,2.0601447297091
"GPS2",11.75,531,0.019729508805826,2.0593678037365
"MIR4641",11.75,532,0.0197666641896411,2.05859211884183
"SCARNA22",11.74,533,0.0198038195734562,2.05781767060113
"MAF1",11.71,534,0.0198409749572713,2.05704445461452
"MIR4658",11.71,535,0.0198781303410864,2.05627246650606
"MIR6721",11.7,536,0.0199152857249015,2.05550170192352
"GALR2",11.69,537,0.0199524411087167,2.05473215653826
"MIR3677",11.69,538,0.0199895964925318,2.05396382604502
"MAT2A",11.68,539,0.0200267518763469,2.05319670616178
"PRR7-AS1",11.67,540,0.020063907260162,2.05243079262955
"LOC100128573",11.66,541,0.0201010626439771,2.05166608121225
"MIR4326",11.66,542,0.0201382180277922,2.05090256769653
"FXYD3",11.65,543,0.0201753734116073,2.05014024789157
"MIR3180-1",11.65,544,0.0202125287954225,2.04937911762899
"SSH3",11.65,545,0.0202496841792376,2.04861917276261
"VASN",11.65,546,0.0202868395630527,2.04786040916835
"CPTP",11.64,547,0.0203239949468678,2.04710282274404
"MICAL1",11.63,548,0.0203611503306829,2.04634640940929
"HSF1",11.62,549,0.020398305714498,2.04559116510529
"MIR3180-2",11.62,550,0.0204354610983131,2.0448370857947
"TALAM1",11.6,551,0.0204726164821283,2.0440841674615
"ABHD16B",11.59,552,0.0205097718659434,2.0433324061108
"RELA",11.58,553,0.0205469272497585,2.0425817977687
"BOLA2",11.57,554,0.0205840826335736,2.04183233848218
"HIGD2A",11.51,555,0.0206212380173887,2.04108402431891
"JOSD2",11.51,556,0.0206583934012038,2.04033685136713
"MIR3180-5",11.5,557,0.020695548785019,2.03959081573549
"SNX17",11.5,558,0.0207327041688341,2.03884591355292
"CLDN3",11.49,559,0.0207698595526492,2.03810214096847
"SERHL",11.48,560,0.0208070149364643,2.03735949415119
"SPSB2",11.47,561,0.0208441703202794,2.03661796928998
"SULT1A3",11.46,562,0.0208813257040945,2.03587756259343
"MFSD7",11.44,563,0.0209184810879096,2.03513827028975
"MIR4522",11.43,564,0.0209556364717248,2.03440008862655
"MIR637",11.43,565,0.0209927918555399,2.03366301387077
"LHB",11.41,566,0.021029947239355,2.0329270423085
"MIR21",11.41,567,0.0210671026231701,2.0321921702449
"NEIL1",11.4,568,0.0211042580069852,2.031458394004
"PKN3",11.4,569,0.0211414133908003,2.03072570992864
"SNORA70",11.38,570,0.0211785687746154,2.02999411438029
"RNU4-2",11.36,571,0.0212157241584306,2.02926360373896
"MIR200A",11.34,572,0.0212528795422457,2.02853417440304
"CCDC17",11.33,573,0.0212900349260608,2.0278058227892
"CNN2",11.33,574,0.0213271903098759,2.02707854533223
"LOC440300",11.32,575,0.021364345693691,2.02635233848498
"DAZAP2",11.31,576,0.0214015010775061,2.02562719871816
"PFKL",11.31,577,0.0214386564613212,2.0249031225203
"SSBP4",11.3,578,0.0214758118451364,2.02418010639754
"LINC01089",11.29,579,0.0215129672289515,2.0234581468736
"MIR4745",11.29,580,0.0215501226127666,2.02273724048959
"KAZALD1",11.28,581,0.0215872779965817,2.02201738380394
"H2AFZ",11.27,582,0.0216244333803968,2.02129857339225
"MUC6",11.24,583,0.0216615887642119,2.02058080584721
"DDX5",11.23,584,0.021698744148027,2.01986407777846
"SLC25A22",11.23,585,0.0217358995318422,2.01914838581246
"RHBDL1",11.19,586,0.0217730549156573,2.01843372659244
"ORAI3",11.18,587,0.0218102102994724,2.01772009677823
"POLD2",11.18,588,0.0218473656832875,2.01700749304615
"SLURP1",11.18,589,0.0218845210671026,2.01629591208895
"SYTL1",11.16,590,0.0219216764509177,2.01558535061565
"RPL10A",11.14,591,0.0219588318347329,2.01487580535146
"TUFM",11.13,592,0.021995987218548,2.01416727303766
"CENPB",11.12,593,0.0220331426023631,2.01345975043151
"ZBTB42",11.07,594,0.0220702979861782,2.01275323430613
"MIR7108",11.03,595,0.0221074533699933,2.01204772145039
"TRMT112",11.03,596,0.0221446087538084,2.01134320866882
"CRABP2",11.02,597,0.0221817641376235,2.01063969278151
"LOC101928525",11.02,598,0.0222189195214387,2.009937170624
"SNORD4A",11.02,599,0.0222560749052538,2.00923563904719
"SRSF1",11.01,600,0.0222932302890689,2.0085350949172
"DOK7",10.98,601,0.022330385672884,2.00783553511534
"LOC105371038",10.97,602,0.0223675410566991,2.00713695653795
"NHP2",10.97,603,0.0224046964405142,2.00643935609633
"POP5",10.97,604,0.0224418518243293,2.00574273071664
"MIR4444-1",10.95,605,0.0224790072081445,2.0050470773398
"MMP24-AS1",10.93,606,0.0225161625919596,2.00435239292141
"PQBP1",10.93,607,0.0225533179757747,2.00365867443163
"CSRNP1",10.92,608,0.0225904733595898,2.0029659188551
"MIR4656",10.91,609,0.0226276287434049,2.00227412319085
"C19ORF43",10.9,610,0.02266478412722,2.0015832844522
"CNP",10.88,611,0.0227019395110351,2.00089339966669
"PROB1",10.87,612,0.0227390948948503,2.00020446587593
"ANKRD13D",10.86,613,0.0227762502786654,1.9995164801356
"IER5L",10.86,614,0.0228134056624805,1.99882943951528
"MIR6742",10.85,615,0.0228505610462956,1.9981433410984
"CYR61",10.84,616,0.0228877164301107,1.99745818198217
"BEST2",10.83,617,0.0229248718139258,1.99677395927742
"LOC283335",10.83,618,0.022962027197741,1.99609067010862
"MFSD12",10.83,619,0.0229991825815561,1.99540831161369
"AKAP8",10.82,620,0.0230363379653712,1.99472688094397
"PRDX5",10.81,621,0.0230734933491863,1.99404637526415
"COX19",10.8,622,0.0231106487330014,1.99336679175215
"GRIN3B",10.8,623,0.0231478041168165,1.99268812759903
"LDHD",10.8,624,0.0231849595006316,1.99201038000895
"WDR6",10.77,625,0.0232221148844468,1.99133354619907
"MIR4721",10.76,626,0.0232592702682619,1.99065762339944
"SNORA94",10.76,627,0.023296425652077,1.98998260885297
"CLDN7",10.75,628,0.0233335810358921,1.9893084998153
"MNT",10.75,629,0.0233707364197072,1.98863529355475
"SHISA8",10.73,630,0.0234078918035223,1.98796298735226
"LOC100287036",10.72,631,0.0234450471873374,1.98729157850126
"SNORD125",10.72,632,0.0234822025711526,1.98662106430763
"C19ORF48",10.71,633,0.0235193579549677,1.98595144208961
"CNIH2",10.71,634,0.0235565133387828,1.98528270917772
"RHBDD3",10.71,635,0.0235936687225979,1.98461486291472
"SNORD42B",10.71,636,0.023630824106413,1.98394790065548
"PRSS22",10.7,637,0.0236679794902281,1.98328181976693
"SNORD88B",10.69,638,0.0237051348740433,1.982616617628
"LOC105371049",10.68,639,0.0237422902578584,1.98195229162954
"FOSL1",10.67,640,0.0237794456416735,1.98128883917423
"IPO4",10.66,641,0.0238166010254886,1.98062625767652
"DOC2GP",10.64,642,0.0238537564093037,1.97996454456256
"EVPL",10.64,643,0.0238909117931188,1.97930369727012
"GAMT",10.64,644,0.0239280671769339,1.97864371324855
"GPS1",10.64,645,0.0239652225607491,1.97798458995865
"RNPS1",10.64,646,0.0240023779445642,1.97732632487267
"MIRLET7I",10.63,647,0.0240395333283793,1.97666891547418
"NUDT16L1",10.62,648,0.0240766887121944,1.97601235925806
"HDGF",10.61,649,0.0241138440960095,1.97535665373036
"PLEC",10.61,650,0.0241509994798246,1.97470179640831
"SNORD43",10.61,651,0.0241881548636397,1.9740477848202
"FAM32A",10.59,652,0.0242253102474549,1.97339461650533
"MCRS1",10.59,653,0.02426246563127,1.97274228901395
"YRDC",10.59,654,0.0242996210150851,1.97209079990719
"MOGS",10.56,655,0.0243367763989002,1.97144014675699
"SOX15",10.56,656,0.0243739317827153,1.97079032714603
"YJEFN3",10.55,657,0.0244110871665304,1.97014133866769
"MINCR",10.53,658,0.0244482425503455,1.96949317892597
"MIR5090",10.52,659,0.0244853979341607,1.96884584553541
"TMEM129",10.52,660,0.0245225533179758,1.96819933612109
"PROSER3",10.51,661,0.0245597087017909,1.96755364831847
"SNORD61",10.5,662,0.024596864085606,1.96690877977342
"ZNF628",10.5,663,0.0246340194694211,1.96626472814211
"MIR3653",10.47,664,0.0246711748532362,1.96562149109097
"ERF",10.46,665,0.0247083302370513,1.96497906629659
"NINJ1",10.46,666,0.0247454856208665,1.96433745144573
"ATXN2L",10.45,667,0.0247826410046816,1.9636966442352
"SNORA3B",10.45,668,0.0248197963884967,1.96305664237182
"MARCKSL1",10.44,669,0.0248569517723118,1.96241744357237
"TRIM56",10.44,670,0.0248941071561269,1.96177904556354
"AMDHD2",10.41,671,0.024931262539942,1.96114144608182
"ATP6V0C",10.4,672,0.0249684179237572,1.96050464287352
"HIST1H1D",10.4,673,0.0250055733075723,1.95986863369466
"MIR3609",10.39,674,0.0250427286913874,1.95923341631091
"MIR4761",10.39,675,0.0250798840752025,1.95859898849758
"N4BP3",10.39,676,0.0251170394590176,1.95796534803952
"MIR4505",10.38,677,0.0251541948428327,1.95733249273108
"TIPARP-AS1",10.38,678,0.0251913502266478,1.95670042037607
"MIR6840",10.37,679,0.025228505610463,1.95606912878768
"SNORA3A",10.37,680,0.0252656609942781,1.95543861578843
"ZFAND2B",10.37,681,0.0253028163780932,1.95480887921014
"MIR6732",10.36,682,0.0253399717619083,1.95417991689385
"TMEM18",10.36,683,0.0253771271457234,1.95355172668979
"PRRT2",10.35,684,0.0254142825295385,1.9529243064573
"TMEM88",10.35,685,0.0254514379133536,1.95229765406481
"KRTCAP3",10.3,686,0.0254885932971688,1.95167176738975
"PLP2",10.3,687,0.0255257486809839,1.95104664431854
"HNRNPF",10.26,688,0.025562904064799,1.95042228274651
"RUSC1",10.26,689,0.0256000594486141,1.94979868057787
"TAS1R3",10.25,690,0.0256372148324292,1.94917583572563
"LRWD1",10.23,691,0.0256743702162443,1.94855374611159
"FAM131A",10.22,692,0.0257115256000594,1.94793240966624
"ZNF629",10.22,693,0.0257486809838746,1.94731182432877
"FUT7",10.21,694,0.0257858363676897,1.94669198804698
"CEMP1",10.2,695,0.0258229917515048,1.94607289877724
"SNORD42A",10.2,696,0.0258601471353199,1.94545455448444
"TFF1",10.2,697,0.025897302519135,1.94483695314196
"MIR6126",10.19,698,0.0259344579029501,1.94422009273159
"TOMM40",10.17,699,0.0259716132867653,1.94360397124353
"B3GALT4",10.14,700,0.0260087686705804,1.94298858667629
"SNORD15B",10.14,701,0.0260459240543955,1.94237393703668
"CD81",10.13,702,0.0260830794382106,1.94176002033974
"CDHR5",10.13,703,0.0261202348220257,1.94114683460873
"HOMER3",10.13,704,0.0261573902058408,1.94053437787505
"C19ORF35",10.12,705,0.0261945455896559,1.93992264817819
"SNORD70",10.1,706,0.0262317009734711,1.93931164356573
"GLIS2",10.08,707,0.0262688563572862,1.93870136209324
"RPL10",10.08,708,0.0263060117411013,1.93809180182429
"PHYKPL",10.07,709,0.0263431671249164,1.93748296083034
"CYB5D1",10.06,710,0.0263803225087315,1.93687483719078
"CORO1A",10.05,711,0.0264174778925466,1.9362674289928
"PLIN4",10.05,712,0.0264546332763617,1.93566073433143
"DNASE1",10.03,713,0.0264917886601769,1.93505475130941
"MIR3064",10.01,714,0.026528944043992,1.93444947803722
"RAB24",10,715,0.0265660994278071,1.93384491263302
"FAAP100",9.98,716,0.0266032548116222,1.93324105322258
"SRRT",9.98,717,0.0266404101954373,1.93263789793926
"TCTEX1D4",9.97,718,0.0266775655792524,1.93203544492397
"DNAJC30",9.96,719,0.0267147209630676,1.93143369232513
"HMGA1",9.96,720,0.0267518763468827,1.93083263829861
"LOC100130417",9.95,721,0.0267890317306978,1.93023228100772
"DRD4",9.94,722,0.0268261871145129,1.92963261862314
"C17ORF82",9.93,723,0.026863342498328,1.92903364932292
"EIF5",9.93,724,0.0269004978821431,1.92843537129237
"IER5",9.93,725,0.0269376532659582,1.9278377827241
"IRF3",9.93,726,0.0269748086497734,1.92724088181795
"OVCA2",9.92,727,0.0270119640335885,1.9266446667809
"SNORD68",9.92,728,0.0270491194174036,1.92604913582714
"ACTL10",9.91,729,0.0270862748012187,1.92545428717793
"C20ORF144",9.91,730,0.0271234301850338,1.92486011906162
"SLC1A5",9.91,731,0.0271605855688489,1.92426662971357
"CHRND",9.9,732,0.027197740952664,1.92367381737617
"DPP7",9.9,733,0.0272348963364792,1.92308168029874
"MIR6768",9.9,734,0.0272720517202943,1.92249021673754
"WDR55",9.88,735,0.0273092071041094,1.92189942495571
"MIR6075",9.87,736,0.0273463624879245,1.92130930322323
"MUC5B",9.87,737,0.0273835178717396,1.92071984981692
"PHLDA3",9.85,738,0.0274206732555547,1.92013106302034
"SNORD65",9.85,739,0.0274578286393698,1.91954294112382
"B4GALT2",9.84,740,0.027494984023185,1.91895548242438
"ENO1",9.83,741,0.0275321394070001,1.91836868522571
"SPOUT1",9.82,742,0.0275692947908152,1.91778254783813
"TST",9.82,743,0.0276064501746303,1.91719706857858
"UFSP1",9.82,744,0.0276436055584454,1.91661224577055
"LIMD2",9.81,745,0.0276807609422605,1.91602807774405
"SERTAD3",9.81,746,0.0277179163260756,1.91544456283561
"CHRNE",9.8,747,0.0277550717098908,1.91486169938821
"CTXN1",9.79,748,0.0277922270937059,1.91427948575125
"ADAMTSL4-AS1",9.77,749,0.027829382477521,1.91369792028054
"RNVU1-7",9.77,750,0.0278665378613361,1.91311700133825
"SRF",9.77,751,0.0279036932451512,1.91253672729287
"RCOR2",9.76,752,0.0279408486289663,1.91195709651919
"RPL7A",9.75,753,0.0279780040127815,1.91137810739826
"LOC646471",9.74,754,0.0280151593965966,1.91079975831737
"MIR671",9.72,755,0.0280523147804117,1.91022204767
"SNORD88A",9.72,756,0.0280894701642268,1.90964497385579
"ARRDC2",9.71,757,0.0281266255480419,1.90906853528053
"FEM1A",9.71,758,0.028163780931857,1.90849273035611
"TNS2",9.71,759,0.0282009363156721,1.90791755750047
"LOC100287042",9.68,760,0.0282380916994873,1.90734301513762
"YDJC",9.68,761,0.0282752470833024,1.90676910169757
"C11ORF98",9.67,762,0.0283124024671175,1.90619581561629
"YIPF2",9.67,763,0.0283495578509326,1.90562315533571
"IRX3",9.65,764,0.0283867132347477,1.9050511193037
"RPS15",9.65,765,0.0284238686185628,1.90447970597398
"RPS27",9.64,766,0.0284610240023779,1.90390891380614
"SLC35C2",9.64,767,0.0284981793861931,1.90333874126561
"MYL5",9.63,768,0.0285353347700082,1.90276918682361
"MIR612",9.62,769,0.0285724901538233,1.90220024895711
"SPHK1",9.61,770,0.0286096455376384,1.90163192614885
"SUN2",9.61,771,0.0286468009214535,1.90106421688725
"RNF224",9.6,772,0.0286839563052686,1.90049711966644
"FASTK",9.59,773,0.0287211116890837,1.89993063298619
"MIR33A",9.59,774,0.0287582670728989,1.89936475535187
"MIRLET7BHG",9.59,775,0.028795422456714,1.89879948527448
"TK1",9.59,776,0.0288325778405291,1.89823482127057
"LOC105372280",9.58,777,0.0288697332243442,1.89767076186224
"MYC",9.58,778,0.0289068886081593,1.89710730557708
"ROM1",9.58,779,0.0289440439919744,1.89654445094818
"RPL23A",9.58,780,0.0289811993757896,1.8959821965141
"STX10",9.58,781,0.0290183547596047,1.89542054081878
"LOC100506548",9.57,782,0.0290555101434198,1.89485948241162
"MIR6765",9.56,783,0.0290926655272349,1.89429901984736
"RAD23A",9.56,784,0.02912982091105,1.8937391516861
"MROH6",9.55,785,0.0291669762948651,1.89317987649325
"CD37",9.54,786,0.0292041316786802,1.89262119283952
"HSP90AB1",9.54,787,0.0292412870624954,1.8920630993009
"SLC7A5",9.54,788,0.0292784424463105,1.89150559445861
"TFPT",9.54,789,0.0293155978301256,1.89094867689909
"TMEM179B",9.54,790,0.0293527532139407,1.89039234521397
"DDX11L10",9.53,791,0.0293899085977558,1.88983659800004
"MALAT1",9.53,792,0.0294270639815709,1.88928143385925
"SDR39U1",9.53,793,0.029464219365386,1.88872685139864
"SNX32",9.53,794,0.0295013747492012,1.88817284923034
"INF2",9.52,795,0.0295385301330163,1.88761942597157
"PFN1",9.52,796,0.0295756855168314,1.88706658024456
"ACHE",9.51,797,0.0296128409006465,1.88651431067658
"UBE2S",9.51,798,0.0296499962844616,1.88596261589986
"TSPAN4",9.49,799,0.0296871516682767,1.88541149455162
"GUK1",9.47,800,0.0297243070520918,1.88486094527401
"MBD6",9.46,801,0.029761462435907,1.88431096671411
"PLEKHG2",9.45,802,0.0297986178197221,1.88376155752387
"SLC35F6",9.45,803,0.0298357732035372,1.88321271636014
"SNORD1C",9.45,804,0.0298729285873523,1.88266444188458
"MIRLET7E",9.44,805,0.0299100839711674,1.88211673276371
"SNORD54",9.44,806,0.0299472393549825,1.88156958766881
"ZFP36L1",9.44,807,0.0299843947387977,1.88102300527598
"SNORD38A",9.43,808,0.0300215501226128,1.88047698426603
"ELP5",9.42,809,0.0300587055064279,1.87993152332452
"GLI4",9.42,810,0.030095860890243,1.87938662114173
"MIR345",9.42,811,0.0301330162740581,1.8788422764126
"NFKBIA",9.41,812,0.0301701716578732,1.87829848783673
"TMEM223",9.41,813,0.0302073270416883,1.87775525411839
"FAM83H",9.4,814,0.0302444824255035,1.87721257396643
"RHPN1",9.4,815,0.0302816378093186,1.87667044609432
"RBM3",9.39,816,0.0303187931931337,1.8761288692201
"CSNK1D",9.38,817,0.0303559485769488,1.87558784206635
"LOC91450",9.38,818,0.0303931039607639,1.87504736336018
"TSSC4",9.37,819,0.030430259344579,1.87450743183322
"PRELID1",9.36,820,0.0304674147283941,1.87396804622158
"PRR25",9.36,821,0.0305045701122093,1.87342920526583
"SIGIRR",9.36,822,0.0305417254960244,1.87289090771099
"C15ORF39",9.35,823,0.0305788808798395,1.87235315230649
"CAMK2N2",9.35,824,0.0306160362636546,1.87181593780618
"NAPRT",9.35,825,0.0306531916474697,1.87127926296828
"ESRRA",9.34,826,0.0306903470312848,1.87074312655538
"GPR37L1",9.33,827,0.0307275024151,1.87020752733439
"RCC1",9.33,828,0.0307646577989151,1.86967246407655
"SNORA5C",9.33,829,0.0308018131827302,1.8691379355574
"CABLES2",9.31,830,0.0308389685665453,1.86860394055677
"SLC25A6",9.31,831,0.0308761239503604,1.86807047785872
"C15ORF62",9.3,832,0.0309132793341755,1.86753754625157
"TOR4A",9.3,833,0.0309504347179906,1.86700514452785
"COPE",9.29,834,0.0309875901018058,1.8664732714843
"PUSL1",9.29,835,0.0310247454856209,1.86594192592181
"HIST4H4",9.28,836,0.031061900869436,1.86541110664546
"RHOF",9.28,837,0.0310990562532511,1.86488081246446
"DDX51",9.27,838,0.0311362116370662,1.86435104219214
"MIR3615",9.26,839,0.0311733670208813,1.86382179464593
"LAMTOR4",9.25,840,0.0312105224046964,1.86329306864735
"UQCR11",9.25,841,0.0312476777885116,1.86276486302196
"WDR54",9.25,842,0.0312848331723267,1.8622371765994
"ACY1",9.24,843,0.0313219885561418,1.8617100082133
"PHB2",9.24,844,0.0313591439399569,1.86118335670133
"SERPINH1",9.24,845,0.031396299323772,1.86065722090513
"PSPN",9.23,846,0.0314334547075871,1.86013159967032
"NAXE",9.21,847,0.0314706100914022,1.85960649184645
"IDI2",9.2,848,0.0315077654752174,1.85908189628703
"DBN1",9.19,849,0.0315449208590325,1.85855781184948
"NOP14-AS1",9.19,850,0.0315820762428476,1.8580342373951
"FAM102A",9.18,851,0.0316192316266627,1.8575111717891
"GADD45B",9.18,852,0.0316563870104778,1.85698861390052
"SNORA7B",9.18,853,0.0316935423942929,1.85646656260227
"TRMU",9.18,854,0.031730697778108,1.85594501677108
"ENTPD8",9.17,855,0.0317678531619232,1.85542397528747
"NOLC1",9.17,856,0.0318050085457383,1.85490343703578
"RPS24",9.17,857,0.0318421639295534,1.85438340090411
"CDC42BPG",9.16,858,0.0318793193133685,1.85386386578432
"MIEN1",9.16,859,0.0319164746971836,1.85334483057202
"DDX11L9",9.15,860,0.0319536300809987,1.85282629416651
"LOC730183",9.14,861,0.0319907854648139,1.85230825547084
"APC2",9.13,862,0.032027940848629,1.85179071339172
"GSE1",9.13,863,0.0320650962324441,1.85127366683955
"MIR3940",9.13,864,0.0321022516162592,1.85075711472838
"TRIM65",9.13,865,0.0321394070000743,1.85024105597589
"HOOK2",9.12,866,0.0321765623838894,1.8497254895034
"MIR1914",9.12,867,0.0322137177677045,1.84921041423583
"MIR5001",9.12,868,0.0322508731515197,1.84869582910169
"WDR83",9.12,869,0.0322880285353348,1.84818173303307
"PTGES2",9.1,870,0.0323251839191499,1.8476681249656
"DDX11L1",9.09,871,0.032362339302965,1.84715500383848
"RBM15B",9.09,872,0.0323994946867801,1.84664236859443
"PTK6",9.08,873,0.0324366500705952,1.84613021817966
"SOCS1",9.08,874,0.0324738054544103,1.84561855154389
"COX7C",9.07,875,0.0325109608382255,1.84510736764034
"MIR6786",9.07,876,0.0325481162220406,1.84459666542566
"PROCA1",9.07,877,0.0325852716058557,1.84408644385997
"ALDOA",9.06,878,0.0326224269896708,1.84357670190681
"TELO2",9.06,879,0.0326595823734859,1.84306743853316
"MIR99B",9.05,880,0.032696737757301,1.84255865270937
"C9ORF142",9.04,881,0.0327338931411161,1.84205034340921
"INTS1",9.04,882,0.0327710485249313,1.84154250960981
"SNORD58A",9.04,883,0.0328082039087464,1.84103515029166
"VPS9D1",9.04,884,0.0328453592925615,1.84052826443858
"CTBP1-AS2",9.02,885,0.0328825146763766,1.84002185103774
"C17ORF107",9,886,0.0329196700601917,1.83951590907962
"CYP2D7",9,887,0.0329568254440068,1.83901043755798
"PPP4C",9,888,0.032993980827822,1.83850543546988
"SLC16A8",9,889,0.0330311362116371,1.83800090181565
"DDX56",8.99,890,0.0330682915954522,1.83749683559889
"AKT1",8.98,891,0.0331054469792673,1.8369932358264
"C6ORF1",8.98,892,0.0331426023630824,1.83649010150826
"RNU12",8.98,893,0.0331797577468975,1.83598743165772
"IRF2BP2",8.97,894,0.0332169131307126,1.83548522529125
"LOC729652",8.97,895,0.0332540685145278,1.8349834814285
"MIR6875",8.97,896,0.0332912238983429,1.8344821990923
"DALRD3",8.95,897,0.033328379282158,1.83398137730864
"INPPL1",8.95,898,0.0333655346659731,1.83348101510662
"FTL",8.94,899,0.0334026900497882,1.83298111151852
"LOC100129697",8.94,900,0.0334398454336033,1.8324816655797
"PIM3",8.94,901,0.0334770008174184,1.83198267632864
"RPL27",8.94,902,0.0335141562012336,1.83148414280691
"SNORD139",8.94,903,0.0335513115850487,1.83098606405915
"CAPS",8.93,904,0.0335884669688638,1.83048843913306
"NPB",8.93,905,0.0336256223526789,1.8299912670794
"ARPC1B",8.92,906,0.033662777736494,1.82949454695196
"TALDO1",8.92,907,0.0336999331203091,1.82899827780756
"CHERP",8.9,908,0.0337370885041242,1.82850245870602
"MIR3918",8.9,909,0.0337742438879394,1.82800708871018
"AES",8.89,910,0.0338113992717545,1.82751216688583
"CELSR2",8.89,911,0.0338485546555696,1.82701769230177
"FIS1",8.89,912,0.0338857100393847,1.82652366402973
"CACNA1H",8.88,913,0.0339228654231998,1.8260300811444
"CD2BP2",8.88,914,0.0339600208070149,1.8255369427234
"PCBP1",8.88,915,0.03399717619083,1.82504424784728
"SNRPA",8.88,916,0.0340343315746452,1.82455199559949
"ECI1",8.87,917,0.0340714869584603,1.82406018506638
"FBXL16",8.87,918,0.0341086423422754,1.82356881533719
"MIR378I",8.87,919,0.0341457977260905,1.82307788550401
"TBC1D17",8.87,920,0.0341829531099056,1.82258739466183
"WDR90",8.87,921,0.0342201084937207,1.82209734190845
"P2RX2",8.86,922,0.0342572638775359,1.82160772634453
"USE1",8.86,923,0.034294419261351,1.82111854707353
"CBX2",8.85,924,0.0343315746451661,1.82062980320175
"FADD",8.85,925,0.0343687300289812,1.82014149383828
"MIR3190",8.84,926,0.0344058854127963,1.81965361809498
"MUS81",8.84,927,0.0344430407966114,1.81916617508651
