"gene","dsb_density","dsb_rank","dsb_empirical_p","dsb_z"
"EIF4A2",563.375,286,0.011081405711186,2.28756593780444
"MIR320D1",562.405,287,0.0111201518850014,2.28623859912173
"RNY4",562.25,288,0.0111588980588167,2.28491527621666
"RPL3",562.075,289,0.011197644232632,2.2835959425601
"MYL6",560.63,290,0.0112363904064474,2.28228057188987
"RPL13",557.08,291,0.0112751365802627,2.28096913820712
"SNORD125",556.305,292,0.011313882754078,2.27966161577279
"RPL7A",556.245,293,0.0113526289278934,2.27835797910415
"SCARNA26B",550.985,294,0.0113913751017087,2.27705820297137
"MCL1",548.99,295,0.011430121275524,2.27576226239414
"SNORD46",545.065,296,0.0114688674493394,2.27447013263837
"MIR4313",534.69,297,0.0115076136231547,2.27318178921297
"MIR4532",529.955,298,0.01154635979697,2.27189720786659
"AREG",528.935,299,0.0115851059707854,2.27061636458453
"SRSF1",528.29,300,0.0116238521446007,2.26933923558562
"RPS15A",525.265,301,0.0116625983184161,2.26806579731916
"SNORD12B",524.41,302,0.0117013444922314,2.26679602646196
"NORAD",523.505,303,0.0117400906660467,2.26552989991538
"MIR320E",510.33,304,0.0117788368398621,2.26426739480242
"CFL1",507.26,305,0.0118175830136774,2.26300848846487
"ELF3",505.5,306,0.0118563291874927,2.26175315846056
"TMSB10",503.875,307,0.0118950753613081,2.26050138256048
"RPS3",497.385,308,0.0119338215351234,2.2592531387462
"SCARNA10",492.56,309,0.0119725677089387,2.25800840520711
"RPS3A",492.53,310,0.0120113138827541,2.25676716033781
"RPS27",491.325,311,0.0120500600565694,2.25552938273555
"CCND1",489.735,312,0.0120888062303848,2.25429505119762
"LOC105371414",486.315,313,0.0121275524042001,2.25306414471891
"MIR3653",486.14,314,0.0121662985780154,2.25183664248941
"EXOSC6",483.315,315,0.0122050447518308,2.25061252389178
"MIR4540",481.8,316,0.0122437909256461,2.24939176849895
"MIR4727",481.8,317,0.0122825370994614,2.24817435607179
"SNORD89",479.265,318,0.0123212832732768,2.24696026655679
"ATXN2L",476.005,319,0.0123600294470921,2.24574948008374
