"gene","dsb_density","dsb_rank","dsb_empirical_p","dsb_z"
"MIR30C2",377.505,450,0.0174357782169011,2.10984677018808
"MIR6766",377.505,451,0.0174745243907164,2.10894824983751
"LBHD1",376.625,452,0.0175132705645318,2.1080514289033
"CA4",375.355,453,0.0175520167383471,2.10715630025062
"C17ORF64",375.045,454,0.0175907629121624,2.10626285679037
"HSP90AB1",374.92,455,0.0176295090859778,2.10537109147879
"MIR6511B2",374.735,456,0.0176682552597931,2.10448099731706
"MIR6748",374.735,457,0.0177070014336084,2.10359256735095
"SNORD114-23",374.735,458,0.0177457476074238,2.10270579467038
"SNORD56",374.735,459,0.0177844937812391,2.1018206724091
"LOC653653",374.31,460,0.0178232399550544,2.10093719374429
"HSPA5",373.73,461,0.0178619861288698,2.10005535189619
"MIR4315-1",372.4,462,0.0179007323026851,2.09917514012774
"MIR675",372.4,463,0.0179394784765004,2.09829655174421
"SNORD5",372.4,464,0.0179782246503158,2.09741958009287
"PIM3",371.005,465,0.0180169708241311,2.09654421856261
"ANP32AP1",370.565,466,0.0180557169979465,2.09567046058359
"MIR374B",369.6,467,0.0180944631717618,2.09479829962691
"MIR4709",369.6,468,0.0181332093455771,2.09392772920426
"MIR941-5",369.6,469,0.0181719555193925,2.09305874286758
"MIR4435-2",367.435,470,0.0182107016932078,2.09219133420871
"MIR4751",367.435,471,0.0182494478670231,2.0913254968591
"MIR6773",367.435,472,0.0182881940408385,2.09046122448943
"MIR24-2",364.605,473,0.0183269402146538,2.08959851080934
"MIR3194",364.605,474,0.0183656863884691,2.08873734956704
"RNU12",363.59,475,0.0184044325622845,2.08787773454907
"HNRNPA1P10",363.525,476,0.0184431787360998,2.08701965957991
"MIR4794",362.6,477,0.0184819249099151,2.08616311852172
"SNORD59B",362.6,478,0.0185206710837305,2.08530810527403
"LOC105371849",362.25,479,0.0185594172575458,2.08445461377338
"MIR3171",359.745,480,0.0185981634313612,2.08360263799311
"MIR3667",359.745,481,0.0186369096051765,2.08275217194296
"MIR6821",359.745,482,0.0186756557789918,2.08190320966886
"TFF1",359.025,483,0.0187144019528072,2.08105574525256
"MIR4720",357.895,484,0.0187531481266225,2.08020977281142
"MIR5087",357.895,485,0.0187918943004378,2.07936528649807
"USP32",355.595,486,0.0188306404742532,2.07852228050011
"MIR4656",355.01,487,0.0188693866480685,2.0776807490399
"MIR4713",355.01,488,0.0189081328218838,2.07684068637421
"MIR6750",355.01,489,0.0189468789956992,2.07600208679398
"MIR920",355.01,490,0.0189856251695145,2.07516494462404
"MIR3175",353.305,491,0.0190243713433298,2.07432925422284
"MIR4714",353.305,492,0.0190631175171452,2.07349500998218
"CYB5R1",353.055,493,0.0191018636909605,2.07266220632695
"CD2BP2",352.685,494,0.0191406098647759,2.07183083771486
"SLC7A5",352.525,495,0.0191793560385912,2.0710008986362
"BCAS3",350.83,496,0.0192181022124065,2.07017238361354
"MIR5694",350.4,497,0.0192568483862219,2.06934528720153
"RPL17",349.155,498,0.0192955945600372,2.06851960398662
"MIR664A",348.83,499,0.0193343407338525,2.06769532858678
"FTL",346.94,500,0.0193730869076679,2.06687245565135
"HNRNPF",346.2,501,0.0194118330814832,2.06605097986065
"RCC1",345.935,502,0.0194505792552985,2.06523089592589
"MIR26A1",345.905,503,0.0194893254291139,2.06441219858882
"MIR96",345.905,504,0.0195280716029292,2.06359488262154
"C21ORF33",344.905,505,0.0195668177767445,2.06277894282625
"SFPQ",344.48,506,0.0196055639505599,2.06196437403504
"PREX1",343.385,507,0.0196443101243752,2.06115117110963
"RPL12",342.325,508,0.0196830562981906,2.06033932894116
"MIR4293",341.53,509,0.0197218024720059,2.05952884244994
"MIR656",341.53,510,0.0197605486458212,2.05871970658527
"RPL18A",340.825,511,0.0197992948196366,2.05791191632519
"CEMP1",340.29,512,0.0198380409934519,2.05710546667624
"MIR1910",340.22,513,0.0198767871672672,2.05630035267328
"MIR4435-1",340.22,514,0.0199155333410826,2.05549656937926
"MIR4636",340.22,515,0.0199542795148979,2.05469411188501
"TBC1D3P1-DHX40P1",339.505,516,0.0199930256887132,2.05389297530901
"MIR563",337.26,517,0.0200317718625286,2.05309315479721
"MIR601",337.26,518,0.0200705180363439,2.0522946455228
"SOX4",336.41,519,0.0201092642101592,2.05149744268601
"MIR378C",336.07,520,0.0201480103839746,2.05070154151391
"MIR4308",336.07,521,0.0201867565577899,2.04990693726022
"GSE1",335.33,522,0.0202255027316053,2.04911362520507
"RNVU1-4",334.035,523,0.0202642489054206,2.04832160065486
"RPL8",333.4,524,0.0203029950792359,2.04753085894201
"MIR1909",333.095,525,0.0203417412530513,2.04674139542481
"MIR1915",333.095,526,0.0203804874268666,2.04595320548718
"MIR3689D2",333.095,527,0.0204192336006819,2.04516628453853
"MIR4647",333.095,528,0.0204579797744973,2.04438062801354
"MIR4760",333.095,529,0.0204967259483126,2.04359623137199
"MIR4748",332.02,530,0.0205354721221279,2.04281309009854
"JUNB",330.805,531,0.0205742182959433,2.04203119970259
"MIR4477A",329.035,532,0.0206129644697586,2.0412505557181
"SNORD115-15",329.035,533,0.0206517106435739,2.04047115370334
"FUS",328.72,534,0.0206904568173893,2.0396929892408
"MIR4518",328.07,535,0.0207292029912046,2.03891605793697
"MIR4688",328.07,536,0.02076794916502,2.03814035542216
"MIR518B",328.07,537,0.0208066953388353,2.03736587735035
"MIR938",328.07,538,0.0208454415126506,2.03659261939897
"CENPB",327.77,539,0.020884187686466,2.0358205772688
"RPS24",326.7,540,0.0209229338602813,2.03504974668375
"MIR1244-1",325.07,541,0.0209616800340966,2.03428012339071
"MIR136",325.07,542,0.021000426207912,2.03351170315936
"MIR323B",325.07,543,0.0210391723817273,2.03274448178208
"MIR8056",325.07,544,0.0210779185555426,2.03197845507366
"RNVU1-15",325.07,545,0.021116664729358,2.03121361887127
"SNORD115-30",325.07,546,0.0211554109031733,2.03044996903423
"MIR25",324.21,547,0.0211941570769886,2.02968750144383
"MIR3646",324.21,548,0.021232903250804,2.02892621200326
"LOC101927755",324.11,549,0.0212716494246193,2.02816609663737
"AP4B1",323.165,550,0.0213103955984347,2.02740715129254
"SKA2",322.315,551,0.02134914177225,2.02664937193654
"MIR429",321.2,552,0.0213878879460653,2.02589275455839
"APEX1",320.825,553,0.0214266341198807,2.02513729516818
"HSPD1",320.72,554,0.021465380293696,2.02438298979692
"MIR4691",320.44,555,0.0215041264675113,2.02362983449642
"SNORD105",320.44,556,0.0215428726413267,2.02287782533913
"HNRNPA2B1",319.75,557,0.021581618815142,2.02212695841799
"APPBP2",319.73,558,0.0216203649889573,2.02137722984628
"MIR3179-1",317.42,559,0.0216591111627727,2.02062863575752
"MIR4490",317.42,560,0.021697857336588,2.01988117230525
"MIR6165",317.42,561,0.0217366035104033,2.01913483566298
"MIRLET7I",317.42,562,0.0217753496842187,2.01838962202399
"MIR125A",316.755,563,0.021814095858034,2.0176455276012
"MIR4257",316.755,564,0.0218528420318494,2.01690254862707
"MIR4448",316.755,565,0.0218915882056647,2.01616068135342
"SNORA103",316.755,566,0.02193033437948,2.01541992205132
"SNORD1B",316.755,567,0.0219690805532954,2.01468026701094
"RPL31",314.285,568,0.0220078267271107,2.01394171254147
"MIR126",313.73,569,0.022046572900926,2.01320425497091
"MIR3167",313.73,570,0.0220853190747414,2.01246789064599
"MIR5090",313.73,571,0.0221240652485567,2.01173261593204
"MIR6511B1",313.73,572,0.022162811422372,2.01099842721287
"PCBP1",313.45,573,0.0222015575961874,2.01026532089059
"MIR152",313.155,574,0.0222403037700027,2.00953329338557
"MIR519A2",313.155,575,0.022279049943818,2.00880234113623
"MIRLET7D",313.155,576,0.0223177961176334,2.00807246059898
"PPDPF",312.8,577,0.0223565422914487,2.00734364824809
"MFSD3",312.175,578,0.0223952884652641,2.00661590057551
"PSRC1",310.87,579,0.0224340346390794,2.00588921409084
"HIST1H2AJ",310.535,580,0.0224727808128947,2.00516358532115
"MIR301A",310.125,581,0.0225115269867101,2.00443901081087
"MIR520H",309.64,582,0.0225502731605254,2.0037154871217
"MIR548E",309.64,583,0.0225890193343407,2.00299301083246
"MIR548H2",309.64,584,0.0226277655081561,2.002271578539
"C16ORF91",308.745,585,0.0226665116819714,2.00155118685408
"SCARNA9",308.13,586,0.0227052578557867,2.00083183240725
"C6ORF141",307.865,587,0.0227440040296021,2.00011351184473
"MIR3613",306.6,588,0.0227827502034174,1.99939622182936
"MIR6765",306.6,589,0.0228214963772327,1.99867995904038
"MIR548G",306.195,590,0.0228602425510481,1.99796472017342
"MIR9-1",306.195,591,0.0228989887248634,1.99725050194035
"OLFML3",305.79,592,0.0229377348986788,1.99653730106917
"TRIM33",305.595,593,0.0229764810724941,1.99582511430392
"SRSF5",305.485,594,0.0230152272463094,1.99511393840456
"BCAS4",305.38,595,0.0230539734201248,1.99440377014686
"SNORA81",304.685,596,0.0230927195939401,1.99369460632232
"PPIA",304.26,597,0.0231314657677554,1.99298644373807
"PCBD2",303.585,598,0.0231702119415708,1.99227927921671
"REXO1L2P",303.27,599,0.0232089581153861,1.99157310959628
"MIR708",303.155,600,0.0232477042892014,1.99086793173014
"MIR153-1",302.835,601,0.0232864504630168,1.99016374248682
"TMEM75",302.685,602,0.0233251966368321,1.98946053875
"MIR4721",299.785,603,0.0233639428106474,1.98875831741835
"MIR4754",299.785,604,0.0234026889844628,1.98805707540547
"MIR493",299.785,605,0.0234414351582781,1.98735680963978
"TRIP6",299.7,606,0.0234801813320935,1.98665751706442
"SNORD134",299.66,607,0.0235189275059088,1.98595919463715
"MIR412",299.54,608,0.0235576736797241,1.98526183933027
"MIR4306",299.54,609,0.0235964198535395,1.98456544813055
"MIR449A",299.54,610,0.0236351660273548,1.98387001803906
"ZBED6",299.09,611,0.0236739122011701,1.98317554607116
"TRAPPC1",298.845,612,0.0237126583749855,1.98248202925638
"VMP1",298.835,613,0.0237514045488008,1.9817894646383
"HNRNPAB",297.965,614,0.0237901507226161,1.98109784927452
"VPS9D1-AS1",297.91,615,0.0238288968964315,1.9804071802365
"TRIB1",296.705,616,0.0238676430702468,1.97971745460954
"CSNK1D",296.575,617,0.0239063892440621,1.97902866949264
"MIR1225",296.49,618,0.0239451354178775,1.97834082199846
"MIR1287",296.49,619,0.0239838815916928,1.97765390925318
"MIR129-2",296.49,620,0.0240226277655082,1.97696792839646
"MIR3691",296.49,621,0.0240613739393235,1.97628287658133
"MIR6807",296.32,622,0.0241001201131388,1.97559875097414
"BCL2L2",296.185,623,0.0241388662869542,1.9749155487544
"THOC7",295.78,624,0.0241776124607695,1.9742332671148
"PIEZO1",295.625,625,0.0242163586345848,1.97355190326106
"RPL32",295.56,626,0.0242551048084002,1.97287145441183
"TRMT12",294.8,627,0.0242938509822155,1.9721919177987
"LOC339059",294.27,628,0.0243325971560308,1.97151329066602
"FASN",293.975,629,0.0243713433298462,1.97083557027089
"SLC38A2",293.39,630,0.0244100895036615,1.97015875388303
"KRTAP12-2",293.245,631,0.0244488356774768,1.96948283878476
"MIR5091",293.17,632,0.0244875818512922,1.96880782227085
"TEX14",292.155,633,0.0245263280251075,1.96813370164852
"ZNF580",291.98,634,0.0245650741989229,1.96746047423729
"IER5",291.83,635,0.0246038203727382,1.96678813736896
"NHP2",291.71,636,0.0246425665465535,1.96611668838751
"EBNA1BP2",291.155,637,0.0246813127203689,1.96544612464903
"FTH1",290.525,638,0.0247200588941842,1.96477644352165
"SNORD105B",290.115,639,0.0247588050679995,1.96410764238543
"TNFRSF12A",290.095,640,0.0247975512418149,1.96343971863236
"MIR575",290.08,641,0.0248362974156302,1.96277266966622
"MIR940",290.08,642,0.0248750435894455,1.96210649290254
"RNF139",290.015,643,0.0249137897632609,1.96144118576853
"ID1",288.21,644,0.0249525359370762,1.96077674570298
"NPIPB5",287.73,645,0.0249912821108915,1.96011317015623
"MIR2277",287.03,646,0.0250300282847069,1.95945045659008
"WDR6",286.76,647,0.0250687744585222,1.95878860247772
"EGR3",286.7,648,0.0251075206323376,1.95812760530365
"RPS11",286.28,649,0.0251462668061529,1.95746746256364
"RPS2",285.695,650,0.0251850129799682,1.95680817176465
"MIR548AP",284.1,651,0.0252237591537836,1.95614973042474
"MIR581",284.1,652,0.0252625053275989,1.95549213607304
"MIR610",284.1,653,0.0253012515014142,1.95483538624966
"MIR6125",284.1,654,0.0253399976752296,1.95417947850564
"MIR644A",284.01,655,0.0253787438490449,1.95352441040287
"MIR648",284.01,656,0.0254174900228602,1.95287017951403
"SNORD116-27",284.01,657,0.0254562361966756,1.95221678342253
"PRICKLE2",283.265,658,0.0254949823704909,1.95156421972244
"PABPC1",283.225,659,0.0255337285443063,1.95091248601844
"HIST1H1D",282.63,660,0.0255724747181216,1.95026157992573
"MIR3663",281.2,661,0.0256112208919369,1.94961149907001
"MIR548AL",281.2,662,0.0256499670657523,1.94896224108737
"MIR598",281.2,663,0.0256887132395676,1.94831380362427
"MIR603",281.2,664,0.0257274594133829,1.94766618433744
"MIR6081",281.2,665,0.0257662055871983,1.94701938089387
"SNORD116-1",281.2,666,0.0258049517610136,1.94637339097068
"MIR340",281.05,667,0.0258436979348289,1.94572821225515
"MIR4290",281.05,668,0.0258824441086443,1.94508384244456
"MIR616",281.05,669,0.0259211902824596,1.94444027924623
"MRFAP1",279.265,670,0.0259599364562749,1.94379752037738
"MEA1",278.61,671,0.0259986826300903,1.94315556356513
"MIR345",278.36,672,0.0260374288039056,1.94251440654641
"MIR623",278.36,673,0.026076174977721,1.9418740470679
"MIR744",278.36,674,0.0261149211515363,1.941234482886
"MIR549A",278.15,675,0.0261536673253516,1.94059571176677
"TUG1",277.39,676,0.026192413499167,1.93995773148584
"FAU",276.285,677,0.0262311596729823,1.93932053982839
"MIR135B",275.315,678,0.0262699058467976,1.93868413458908
"MIR548AA1",275.315,679,0.026308652020613,1.93804851357201
"MIR584",275.315,680,0.0263473981944283,1.93741367459063
"NRAS",274.72,681,0.0263861443682436,1.93677961546773
"NCBP2-AS2",274.675,682,0.026424890542059,1.93614633403537
"RPL5",274.485,683,0.0264636367158743,1.93551382813482
"LINC01999",274.04,684,0.0265023828896896,1.9348820956165
"NDUFB9",273.495,685,0.026541129063505,1.93425113433994
"TAGLN2",273.275,686,0.0265798752373203,1.93362094217375
"MIR3605",272.85,687,0.0266186214111357,1.93299151699553
"MIR4441",272.85,688,0.026657367584951,1.93236285669183
"MIR5047",272.85,689,0.0266961137587663,1.93173495915811
"MIR657",272.535,690,0.0267348599325817,1.93110782229868
"ABALON",271.665,691,0.026773606106397,1.93048144402665
"ACADVL",271,692,0.0268123522802123,1.92985582226391
"AHNAK",270.825,693,0.0268510984540277,1.92923095494102
"ATXN7",270.305,694,0.026889844627843,1.92860683999721
"NUDT4P2",269.905,695,0.0269285908016583,1.92798347538032
"MIR1273F",269.81,696,0.0269673369754737,1.92736085904673
"MIR619",269.81,697,0.027006083149289,1.92673898896137
"MIR637",269.81,698,0.0270448293231043,1.92611786309758
"SNORD126",269.81,699,0.0270835754969197,1.92549747943715
"SNHG5",269.445,700,0.027122321670735,1.92487783597024
"GATA3",269.365,701,0.0271610678445504,1.9242589306953
"HNRNPA1",269.285,702,0.0271998140183657,1.9236407616191
"DCLRE1B",267.98,703,0.027238560192181,1.9230233267566
"RAB30-AS1",267.55,704,0.0272773063659964,1.92240662413097
"HIST1H2AD",267.385,705,0.0273160525398117,1.9217906517735
"MIR1273G",267.135,706,0.027354798713627,1.92117540772358
"MIR4311",267.135,707,0.0273935448874424,1.92056089002865
"MIR548X2",267.135,708,0.0274322910612577,1.91994709674416
"FKBP2",266.035,709,0.027471037235073,1.91933402593351
"SNORD9",264.98,710,0.0275097834088884,1.91872167566801
"ZFP36",264.79,711,0.0275485295827037,1.91811004402686
"PSMB10",264.69,712,0.027587275756519,1.91749912909707
"TAF1C",264.18,713,0.0276260219303344,1.91688892897347
"RAD51C",263.675,714,0.0276647681041497,1.91627944175858
"MC1R",263.335,715,0.0277035142779651,1.91567066556268
"PABPN1",263.265,716,0.0277422604517804,1.91506259850366
"S100A14",262.455,717,0.0277810066255957,1.91445523870706
"POP7",262.28,718,0.0278197527994111,1.91384858430599
"SULT1A3",262.035,719,0.0278584989732264,1.91324263344108
"MIR133A2",261.95,720,0.0278972451470417,1.91263738426046
"NR2F2",261.32,721,0.0279359913208571,1.91203283491973
"HIST1H1C",260.81,722,0.0279747374946724,1.91142898358189
"RPLP0",260.65,723,0.0280134836684877,1.91082582841731
"SF3B4",259.075,724,0.0280522298423031,1.9102233676037
"C8ORF76",258.995,725,0.0280909760161184,1.90962159932605
"SPDYE6",258.22,726,0.0281297221899337,1.90902052177664
"NUDT4P1",258.105,727,0.0281684683637491,1.90842013315491
"STAG3L1",257.615,728,0.0282072145375644,1.90782043166753
"AMPD2",257.09,729,0.0282459607113798,1.90722141552828
"DOK5",256.52,730,0.0282847068851951,1.90662308295804
"SPTSSB",254.55,731,0.0283234530590104,1.90602543218477
"LZTS2",254.38,732,0.0283621992328258,1.90542846144343
"HIST2H2AA3",254.315,733,0.0284009454066411,1.90483216897599
"RPL22L1",254.085,734,0.0284396915804564,1.90423655303135
"ENSA",253.645,735,0.0284784377542718,1.90364161186534
"FAM102A",253.075,736,0.0285171839280871,1.90304734374065
"POLR2J",252.855,737,0.0285559301019024,1.90245374692683
"MCM7",252.785,738,0.0285946762757178,1.90186081970021
"MIR1248",252.155,739,0.0286334224495331,1.9012685603439
"RPL39",252.025,740,0.0286721686233484,1.90067696714775
"MIR6129",250.525,741,0.0287109147971638,1.90008603840828
"HNRNPC",249.795,742,0.0287496609709791,1.89949577242871
"LOXL1",248.8,743,0.0287884071447945,1.89890616751884
"KLF10",248.605,744,0.0288271533186098,1.8983172219951
"LRFN4",248.55,745,0.0288658994924251,1.89772893418046
"MIR3936",248.27,746,0.0289046456662405,1.8971413024044
"SNORD23",248.27,747,0.0289433918400558,1.89655432500292
"TUBA1A",248.215,748,0.0289821380138711,1.89596800031845
"DPM2",248.185,749,0.0290208841876865,1.89538232669984
"DYNLL2",248.02,750,0.0290596303615018,1.89479730250234
"MAT2A",247.895,751,0.0290983765353171,1.89421292608754
"RPL13AP20",247.53,752,0.0291371227091325,1.89362919582337
"SLC7A5P2",246.425,753,0.0291758688829478,1.89304611008402
"TOB2",246.4,754,0.0292146150567631,1.89246366724997
"HIPK1",246.39,755,0.0292533612305785,1.89188186570789
"IL18BP",246.31,756,0.0292921074043938,1.89130070385066
"RPS16",246.155,757,0.0293308535782092,1.89072018007732
"SPDYE1",245.715,758,0.0293695997520245,1.89014029279302
"MIR2682",245.28,759,0.0294083459258398,1.88956104040903
"CDK10",245.195,760,0.0294470920996552,1.88898242134267
"FOS",245.045,761,0.0294858382734705,1.88840443401729
"MIR497",243.875,762,0.0295245844472858,1.88782707686225
"SNORD11B",243.875,763,0.0295633306211012,1.88725034831287
"MIR10A",243.07,764,0.0296020767949165,1.88667424681043
"MIR181A2",243.07,765,0.0296408229687318,1.88609877080212
"MIR199B",243.07,766,0.0296795691425472,1.88552391874098
"MIR202",243.07,767,0.0297183153163625,1.88494968908593
"MIR219A1",243.07,768,0.0297570614901778,1.88437608030171
"APRT",242.945,769,0.0297958076639932,1.88380309085883
"KRT18",242.9,770,0.0298345538378085,1.88323071923359
"CENPBD1",242.67,771,0.0298733000116239,1.882658963908
"IMP3",242.605,772,0.0299120461854392,1.88208782336978
"TERC",241.32,773,0.0299507923592545,1.88151729611233
"TPM4",241.215,774,0.0299895385330699,1.88094738063469
"EIF5",241.12,775,0.0300282847068852,1.88037807544152
"MIR766",240.9,776,0.0300670308807005,1.87980937904308
"TRIM28",240.555,777,0.0301057770545159,1.87924128995517
"CLCF1",240.4,778,0.0301445232283312,1.87867380669913
"RPL21",240.215,779,0.0301832694021465,1.87810692780183
"ANKRD11",240.155,780,0.0302220155759619,1.87754065179558
"SNORD128",239.635,781,0.0302607617497772,1.87697497721817
"HIST2H3D",239.42,782,0.0302995079235925,1.87640990261279
"TRMT112",239.14,783,0.0303382540974079,1.87584542652805
"C12ORF57",238.76,784,0.0303770002712232,1.87528154751791
"DDX17",238.375,785,0.0304157464450386,1.87471826414169
"POLR2J2",238.055,786,0.0304544926188539,1.87415557496401
"FEN1",237.265,787,0.0304932387926692,1.87359347855479
"GAS5-AS1",237.075,788,0.0305319849664846,1.87303197348921
"CANX",237.02,789,0.0305707311402999,1.87247105834769
"SCARNA9L",236.885,790,0.0306094773141152,1.87191073171585
"DAZAP2",236.76,791,0.0306482234879306,1.87135099218452
"PET100",236.68,792,0.0306869696617459,1.87079183834966
"MIR5571",236.675,793,0.0307257158355612,1.8702332688124
"C9ORF131",235.835,794,0.0307644620093766,1.86967528217895
"NPM1",234.895,795,0.0308032081831919,1.86911787706061
"MIR431",234.615,796,0.0308419543570072,1.86856105207375
"POLR2J3",234.475,797,0.0308807005308226,1.86800480583976
"NBEAL2",234.175,798,0.0309194467046379,1.86744913698507
"SERHL2",233.055,799,0.0309581928784533,1.86689404414106
"LOC100132249",232.575,800,0.0309969390522686,1.86633952594409
"HIST2H2BE",232.32,801,0.0310356852260839,1.86578558103545
"HMGB2",231.885,802,0.0310744313998993,1.86523220806135
"PRDX1",231.855,803,0.0311131775737146,1.86467940567289
"SNX5",231.485,804,0.0311519237475299,1.86412717252602
"STAG3L3",231.235,805,0.0311906699213453,1.86357550728155
"MIR1256",229.65,806,0.0312294160951606,1.8630244086051
"SNHG7",229.355,807,0.0312681622689759,1.86247387516709
"USF1",228.795,808,0.0313069084427913,1.86192390564269
"COL18A1-AS1",228.735,809,0.0313456546166066,1.86137449871186
"HDGF",228.5,810,0.0313844007904219,1.86082565305926
"HIST1H3I",228.195,811,0.0314231469642373,1.86027736737424
"SNAR-C1",227.75,812,0.0314618931380526,1.85972964035086
"SNAR-C2",227.75,813,0.031500639311868,1.85918247068782
"TARDBP",227.06,814,0.0315393854856833,1.85863585708845
"LOC728673",226.96,815,0.0315781316594986,1.85808979826072
"TCEAL4",226.36,816,0.031616877833314,1.85754429291717
"SPATA13-AS1",225.97,817,0.0316556240071293,1.85699933977491
"STAG3L2",225.94,818,0.0316943701809446,1.8564549375556
"ZBTB11-AS1",225.93,819,0.03173311635476,1.85591108498543
"PDLIM7",225.27,820,0.0317718625285753,1.85536778079509
"HNRNPL",224.92,821,0.0318106087023906,1.85482502371976
"FRAT2",224.595,822,0.031849354876206,1.85428281249908
"RPSA",224.485,823,0.0318881010500213,1.85374114587711
"CCDC127",224.395,824,0.0319268472238366,1.85320002260237
"RHOV",224.165,825,0.031965593397652,1.85265944142773
"MIR7844",224.045,826,0.0320043395714673,1.85211940111048
"ANKRD52",224.015,827,0.0320430857452827,1.85157990041224
"LOC101927817",223.815,828,0.032081831919098,1.85104093809898
"ZNHIT2",223.705,829,0.0321205780929133,1.85050251294098
"KRT80",223.545,830,0.0321593242667287,1.84996462371282
"ATAD2",222.995,831,0.032198070440544,1.84942726919336
"TNK2-AS1",222.34,832,0.0322368166143593,1.84889044816569
"SNAR-F",222.24,833,0.0322755627881747,1.84835415941717
"SNORA54",222.24,834,0.03231430896199,1.84781840173935
"SARS",222.115,835,0.0323530551358053,1.84728317392799
"LOC407835",222.06,836,0.0323918013096207,1.84674847478302
"PFN2",221.63,837,0.032430547483436,1.84621430310854
"SNORA32",221.155,838,0.0324692936572513,1.84568065771276
"RNPS1",221.1,839,0.0325080398310667,1.84514753740804
"NDUFAF8",220.52,840,0.032546786004882,1.8446149410108
"PPM1E",220.305,841,0.0325855321786974,1.84408286734159
"VPS9D1",219.98,842,0.0326242783525127,1.84355131522498
"NFKBIA",219.665,843,0.032663024526328,1.8430202834896
"SPDYE2",219.535,844,0.0327017707001434,1.84248977096811
"RPL15",219.105,845,0.0327405168739587,1.84195977649715
"NOL3",219.04,846,0.032779263047774,1.84143029891737
"MON1B",219.01,847,0.0328180092215894,1.84090133707338
"C1QTNF6",218.945,848,0.0328567553954047,1.84037288981374
"SNORA77",218.71,849,0.03289550156922,1.83984495599094
"GBAT2",217.81,850,0.0329342477430354,1.83931753446139
"PSMB4",217.73,851,0.0329729939168507,1.83879062408538
"MAFK",217.695,852,0.033011740090666,1.83826422372711
"SOX13",217.59,853,0.0330504862644814,1.8377383322546
"SNORA53",217.285,854,0.0330892324382967,1.83721294853974
"ORMDL2",217.27,855,0.033127978612112,1.83668807145823
"PALM3",217.195,856,0.0331667247859274,1.83616369988959
"OCLM",216.67,857,0.0332054709597427,1.83563983271712
"TPT1",216.19,858,0.0332442171335581,1.8351164688279
"GATA2",216.09,859,0.0332829633073734,1.83459360711276
"AFG3L1P",216.055,860,0.0333217094811887,1.83407124646628
"PSMA5",215.465,861,0.0333604556550041,1.83354938578673
"BOLA2-SMG1P6",214.765,862,0.0333992018288194,1.83302802397613
"ATP1A1",214.67,863,0.0334379480026347,1.83250715994015
"PSME1",214.445,864,0.0334766941764501,1.83198679258816
"DDX11L9",214.065,865,0.0335154403502654,1.83146692083316
"EMC10",214.055,866,0.0335541865240807,1.83094754359181
"CENPX",213.92,867,0.0335929326978961,1.83042865978437
"SNHG9",213.875,868,0.0336316788717114,1.82991026833473
"SNORA19",213.625,869,0.0336704250455268,1.82939236817034
"HIST2H3A",213.585,870,0.0337091712193421,1.82887495822226
"SRSF9",213.275,871,0.0337479173931574,1.82835803742507
"SF1",213.24,872,0.0337866635669728,1.82784160471692
"N4BP3",212.75,873,0.0338254097407881,1.82732565903948
"CLTB",212.635,874,0.0338641559146034,1.8268101993379
"SCARNA27",212.445,875,0.0339029020884188,1.82629522456087
"SNORA27",212.445,876,0.0339416482622341,1.82578073366052
"CIDEB",212.415,877,0.0339803944360494,1.82526672559248
"ESRRA",212.255,878,0.0340191406098648,1.82475319931579
"SNORA30",211.985,879,0.0340578867836801,1.82424015379295
"SNORA36B",211.985,880,0.0340966329574954,1.82372758798986
"SNORA37",211.985,881,0.0341353791313108,1.82321550087583
"TSKU",211.84,882,0.0341741253051261,1.82270389142356
"EPPK1",211.505,883,0.0342128714789415,1.82219275860911
"COX8A",210.915,884,0.0342516176527568,1.82168210141192
"NAA10",210.72,885,0.0342903638265721,1.82117191881473
"GOLGA6A",210.1,886,0.0343291100003875,1.82066220980366
"ZFAS1",209.655,887,0.0343678561742028,1.82015297336811
"RPS6KB2",208.86,888,0.0344066023480181,1.81964420850077
"SCARNA8",208.77,889,0.0344453485218335,1.81913591419766
"IMPDH2",208.425,890,0.0344840946956488,1.818628089458
"IGF1R",208.135,891,0.0345228408694641,1.81812073328434
"LOC642361",208.115,892,0.0345615870432795,1.81761384468241
"CDC42SE1",207.88,893,0.0346003332170948,1.81710742266121
"HNRNPU",207.82,894,0.0346390793909101,1.81660146623291
"FAM133CP",207.545,895,0.0346778255647255,1.81609597441292
"RPL13AP5",207.34,896,0.0347165717385408,1.81559094621981
"MIR7853",207.2,897,0.0347553179123562,1.81508638067533
"HIPK1-AS1",207.05,898,0.0347940640861715,1.81458227680439
"LOC101928943",206.755,899,0.0348328102599868,1.81407863363503
"FAM231B",206.365,900,0.0348715564338022,1.81357545019843
"SCARNA23",205.96,901,0.0349103026076175,1.81307272552887
"SNORA17A",205.655,902,0.0349490487814328,1.81257045866377
"PPP1CA",205.54,903,0.0349877949552482,1.8120686486436
"LINC00494",205.525,904,0.0350265411290635,1.81156729451192
"LOC283922",205.355,905,0.0350652873028788,1.81106639531536
"STUB1",205.33,906,0.0351040334766942,1.81056595010359
"NPIPB4",204.66,907,0.0351427796505095,1.81006595792932
"ADAMTS9-AS1",204.645,908,0.0351815258243248,1.80956641784828
"ATXN1L",204.505,909,0.0352202719981402,1.80906732891921
"MIR3652",204.4,910,0.0352590181719555,1.80856869020386
"SNORA24",204.4,911,0.0352977643457709,1.80807050076694
"ATF4",204.395,912,0.0353365105195862,1.80757275967615
