"gene","top1_density","top1_rank","top1_empirical_p","top1_z"
"S100A11",1.82,457,0.0169800104035075,2.12054606815111
"SNAR-E",1.82,458,0.0170171657873226,2.11966470431095
"HNRNPC",1.81,459,0.0170543211711377,2.11878498396146
"MIR145",1.81,460,0.0170914765549528,2.11790690030649
"MIR4790",1.81,461,0.0171286319387679,2.11703044659277
"MIR4799",1.81,462,0.017165787322583,2.11615561610959
"RPL4",1.81,463,0.0172029427063982,2.11528240218842
"SNORA66",1.81,464,0.0172400980902133,2.11441079820253
"SNORA81",1.81,465,0.0172772534740284,2.1135407975667
"SNORD114-9",1.81,466,0.0173144088578435,2.11267239373681
"CT62",1.8,467,0.0173515642416586,2.11180558020953
"HIST1H4A",1.8,468,0.0173887196254737,2.11094035052196
"MIR23A",1.8,469,0.0174258750092888,2.11007669825131
"MIR523",1.8,470,0.017463030393104,2.10921461701456
"PIP5KL1",1.8,471,0.0175001857769191,2.1083541004681
"SNORD134",1.8,472,0.0175373411607342,2.10749514230746
"SNORD4A",1.8,473,0.0175744965445493,2.10663773626695
"SRSF10",1.8,474,0.0176116519283644,2.10578187611933
"YTHDF3-AS1",1.8,475,0.0176488073121795,2.10492755567551
"GREB1",1.79,476,0.0176859626959947,2.10407476878426
"HNRNPL",1.79,477,0.0177231180798098,2.10322350933183
"KRT80",1.79,478,0.0177602734636249,2.10237377124172
"MIR4761",1.79,479,0.01779742884744,2.10152554847434
"MIR6862-1",1.79,480,0.0178345842312551,2.10067883502668
"MIR758",1.79,481,0.0178717396150702,2.09983362493208
"YWHAZ",1.79,482,0.0179088949988853,2.09898991225987
"GADD45B",1.78,483,0.0179460503827005,2.09814769111513
"HNRNPF",1.78,484,0.0179832057665156,2.09730695563836
"LINC00350",1.78,485,0.0180203611503307,2.09646770000521
"MIR3192",1.78,486,0.0180575165341458,2.0956299184262
"MIR3691",1.78,487,0.0180946719179609,2.09479360514644
"MIR4482",1.78,488,0.018131827301776,2.09395875444535
"MIR519A1",1.78,489,0.0181689826855911,2.09312536063638
"SURF1",1.78,490,0.0182061380694063,2.09229341806676
"TUFT1",1.78,491,0.0182432934532214,2.09146292111718
"ZACN",1.78,492,0.0182804488370365,2.09063386420158
"CDT1",1.77,493,0.0183176042208516,2.08980624176687
"LINC01578",1.77,494,0.0183547596046667,2.08898004829264
"MIR1972-1",1.77,495,0.0183919149884818,2.08815527829094
"MIR4535",1.77,496,0.0184290703722969,2.087331926306
"RPL10A",1.77,497,0.0184662257561121,2.08650998691399
"SNORD144",1.77,498,0.0185033811399272,2.08568945472276
"TOB1",1.77,499,0.0185405365237423,2.08487032437159
"YRDC",1.77,500,0.0185776919075574,2.08405259053094
"ABHD11-AS1",1.76,501,0.0186148472913725,2.08323624790224
"H2AFJ",1.76,502,0.0186520026751876,2.08242129121761
"HIF1A",1.76,503,0.0186891580590027,2.08160771523962
"HNRNPA3",1.76,504,0.0187263134428179,2.08079551476108
"MIR2277",1.76,505,0.018763468826633,2.0799846846048
"MIR3130-1",1.76,506,0.0188006242104481,2.07917521962333
"MIR5692A1",1.76,507,0.0188377795942632,2.07836711469878
"MIR658",1.76,508,0.0188749349780783,2.07756036474254
"MIR6824",1.76,509,0.0189120903618934,2.07675496469509
"PRG1",1.76,510,0.0189492457457086,2.07595090952577
"SLC10A5",1.76,511,0.0189864011295237,2.07514819423252
"SNORA60",1.76,512,0.0190235565133388,2.07434681384174
"SNORD116-10",1.76,513,0.0190607118971539,2.07354676340801
"SRSF1",1.76,514,0.019097867280969,2.07274803801389
"DDIT3",1.75,515,0.0191350226647841,2.0719506327697
"MIR4433B",1.75,516,0.0191721780485992,2.07115454281335
"MIR4473",1.75,517,0.0192093334324144,2.07035976331009
"MIR4522",1.75,518,0.0192464888162295,2.06956628945229
"MIR548F4",1.75,519,0.0192836442000446,2.06877411645929
"MIR6819",1.75,520,0.0193207995838597,2.06798323957716
"MIR7111",1.75,521,0.0193579549676748,2.0671936540785
"SNORD141A",1.75,522,0.0193951103514899,2.06640535526226
"SNORD16",1.75,523,0.019432265735305,2.0656183384535
"HCG14",1.74,524,0.0194694211191202,2.06483259900328
"HIST1H2BE",1.74,525,0.0195065765029353,2.06404813228835
"MIR4433A",1.74,526,0.0195437318867504,2.06326493371106
"MIR5692A2",1.74,527,0.0195808872705655,2.06248299869912
"MIR620",1.74,528,0.0196180426543806,2.06170232270542
"MIR6717",1.74,529,0.0196551980381957,2.06092290120785
"MIR7847",1.74,530,0.0196923534220108,2.0601447297091
"PNRC2",1.74,531,0.019729508805826,2.0593678037365
"PPIA",1.74,532,0.0197666641896411,2.05859211884183
"SCARNA20",1.74,533,0.0198038195734562,2.05781767060113
"SNORD45B",1.74,534,0.0198409749572713,2.05704445461452
"SNORD99",1.74,535,0.0198781303410864,2.05627246650606
"LOC102724034",1.73,536,0.0199152857249015,2.05550170192352
"MIR3681",1.73,537,0.0199524411087167,2.05473215653826
"MIR4435-1",1.73,538,0.0199895964925318,2.05396382604502
"MIR4435-2",1.73,539,0.0200267518763469,2.05319670616178
"MIR489",1.73,540,0.020063907260162,2.05243079262955
"MIR7978",1.73,541,0.0201010626439771,2.05166608121225
"RPS27",1.73,542,0.0201382180277922,2.05090256769653
"SFN",1.73,543,0.0201753734116073,2.05014024789157
"GDF15",1.72,544,0.0202125287954225,2.04937911762899
"HIST1H2BK",1.72,545,0.0202496841792376,2.04861917276261
"MIR205",1.72,546,0.0202868395630527,2.04786040916835
"MIR30B",1.72,547,0.0203239949468678,2.04710282274404
"MIR3187",1.72,548,0.0203611503306829,2.04634640940929
"MIR6086",1.72,549,0.020398305714498,2.04559116510529
"MIR6892",1.72,550,0.0204354610983131,2.0448370857947
"RACK1",1.72,551,0.0204726164821283,2.0440841674615
"RBM39",1.72,552,0.0205097718659434,2.0433324061108
"RPL36",1.72,553,0.0205469272497585,2.0425817977687
"SNORA95",1.72,554,0.0205840826335736,2.04183233848218
"SNORD103A",1.72,555,0.0206212380173887,2.04108402431891
"SNORD58C",1.72,556,0.0206583934012038,2.04033685136713
"CD68",1.71,557,0.020695548785019,2.03959081573549
"HIST1H2BJ",1.71,558,0.0207327041688341,2.03884591355292
"MIR184",1.71,559,0.0207698595526492,2.03810214096847
"MIR4428",1.71,560,0.0208070149364643,2.03735949415119
"MIR4485",1.71,561,0.0208441703202794,2.03661796928998
"MIR5697",1.71,562,0.0208813257040945,2.03587756259343
"MIR6815",1.71,563,0.0209184810879096,2.03513827028975
"MIR8069-1",1.71,564,0.0209556364717248,2.03440008862655
"RNU6ATAC",1.71,565,0.0209927918555399,2.03366301387077
"SNORA72",1.71,566,0.021029947239355,2.0329270423085
"CFL1",1.7,567,0.0210671026231701,2.0321921702449
"FLJ13224",1.7,568,0.0211042580069852,2.031458394004
"MIR3662",1.7,569,0.0211414133908003,2.03072570992864
"MIR3935",1.7,570,0.0211785687746154,2.02999411438029
"MIR4267",1.7,571,0.0212157241584306,2.02926360373896
"MIR4311",1.7,572,0.0212528795422457,2.02853417440304
"MIR4426",1.7,573,0.0212900349260608,2.0278058227892
"MIR4521",1.7,574,0.0213271903098759,2.02707854533223
"MIR6771",1.7,575,0.021364345693691,2.02635233848498
"NT5C2",1.7,576,0.0214015010775061,2.02562719871816
"PCBP2",1.7,577,0.0214386564613212,2.0249031225203
"RPL27A",1.7,578,0.0214758118451364,2.02418010639754
"SNORD74",1.7,579,0.0215129672289515,2.0234581468736
"SNORD79",1.7,580,0.0215501226127666,2.02273724048959
"TAS2R46",1.7,581,0.0215872779965817,2.02201738380394
"TM7SF2",1.7,582,0.0216244333803968,2.02129857339225
"TOB1-AS1",1.7,583,0.0216615887642119,2.02058080584721
"DNASE1L1",1.69,584,0.021698744148027,2.01986407777846
"HDDC3",1.69,585,0.0217358995318422,2.01914838581246
"KRTAP19-2",1.69,586,0.0217730549156573,2.01843372659244
"MIR3145",1.69,587,0.0218102102994724,2.01772009677823
"MIR4722",1.69,588,0.0218473656832875,2.01700749304615
"MIR506",1.69,589,0.0218845210671026,2.01629591208895
"MIR6822",1.69,590,0.0219216764509177,2.01558535061565
"RND3",1.69,591,0.0219588318347329,2.01487580535146
"RPL18",1.69,592,0.021995987218548,2.01416727303766
"RRS1",1.69,593,0.0220331426023631,2.01345975043151
"TGFB2-AS1",1.69,594,0.0220702979861782,2.01275323430613
"UQCRQ",1.69,595,0.0221074533699933,2.01204772145039
"CITED2",1.68,596,0.0221446087538084,2.01134320866882
"MIR1267",1.68,597,0.0221817641376235,2.01063969278151
"MIR4291",1.68,598,0.0222189195214387,2.009937170624
"MIR4539",1.68,599,0.0222560749052538,2.00923563904719
"NFE2L3",1.68,600,0.0222932302890689,2.0085350949172
"OR2T33",1.68,601,0.022330385672884,2.00783553511534
"RPS3",1.68,602,0.0223675410566991,2.00713695653795
"SCARNA11",1.68,603,0.0224046964405142,2.00643935609633
"SNORD87",1.68,604,0.0224418518243293,2.00574273071664
"TRIM59",1.68,605,0.0224790072081445,2.0050470773398
"VTRNA1-2",1.68,606,0.0225161625919596,2.00435239292141
"C1QTNF6",1.67,607,0.0225533179757747,2.00365867443163
"CCDC89",1.67,608,0.0225904733595898,2.0029659188551
"GINS2",1.67,609,0.0226276287434049,2.00227412319085
"LOC284454",1.67,610,0.02266478412722,2.0015832844522
"MIR1321",1.67,611,0.0227019395110351,2.00089339966669
"MIR4483",1.67,612,0.0227390948948503,2.00020446587593
"MIR492",1.67,613,0.0227762502786654,1.9995164801356
"MIR548H5",1.67,614,0.0228134056624805,1.99882943951528
"MIR6750",1.67,615,0.0228505610462956,1.9981433410984
"MIR6781",1.67,616,0.0228877164301107,1.99745818198217
"MIR6785",1.67,617,0.0229248718139258,1.99677395927742
"MIR7154",1.67,618,0.022962027197741,1.99609067010862
"MIR7705",1.67,619,0.0229991825815561,1.99540831161369
"MXD1",1.67,620,0.0230363379653712,1.99472688094397
"MYADM",1.67,621,0.0230734933491863,1.99404637526415
"NPM1",1.67,622,0.0231106487330014,1.99336679175215
"HNRNPK",1.66,623,0.0231478041168165,1.99268812759903
"LOC104968399",1.66,624,0.0231849595006316,1.99201038000895
"MIR215",1.66,625,0.0232221148844468,1.99133354619907
"MIRLET7F1",1.66,626,0.0232592702682619,1.99065762339944
"NORAD",1.66,627,0.023296425652077,1.98998260885297
"PAQR9",1.66,628,0.0233335810358921,1.9893084998153
"RN7SK",1.66,629,0.0233707364197072,1.98863529355475
"RPL3",1.66,630,0.0234078918035223,1.98796298735226
"RPS20",1.66,631,0.0234450471873374,1.98729157850126
"RPS8",1.66,632,0.0234822025711526,1.98662106430763
"SNAR-C4",1.66,633,0.0235193579549677,1.98595144208961
"SNORA105A",1.66,634,0.0235565133387828,1.98528270917772
"SNORD116-12",1.66,635,0.0235936687225979,1.98461486291472
"SNX5",1.66,636,0.023630824106413,1.98394790065548
"TPM1",1.66,637,0.0236679794902281,1.98328181976693
"ZASP",1.66,638,0.0237051348740433,1.982616617628
"ARF6",1.65,639,0.0237422902578584,1.98195229162954
"EIF4B",1.65,640,0.0237794456416735,1.98128883917423
"H2AFX",1.65,641,0.0238166010254886,1.98062625767652
"IL17C",1.65,642,0.0238537564093037,1.97996454456256
"KRTAP3-1",1.65,643,0.0238909117931188,1.97930369727012
"MIR30C1",1.65,644,0.0239280671769339,1.97864371324855
"MIR320D2",1.65,645,0.0239652225607491,1.97798458995865
"MIR3649",1.65,646,0.0240023779445642,1.97732632487267
"MIR449B",1.65,647,0.0240395333283793,1.97666891547418
"MIR6852",1.65,648,0.0240766887121944,1.97601235925806
"MIR6861",1.65,649,0.0241138440960095,1.97535665373036
"MIR8073",1.65,650,0.0241509994798246,1.97470179640831
"MLPH",1.65,651,0.0241881548636397,1.9740477848202
"RPS18",1.65,652,0.0242253102474549,1.97339461650533
"RPS27A",1.65,653,0.02426246563127,1.97274228901395
"SLC7A5P2",1.65,654,0.0242996210150851,1.97209079990719
"SNORA1",1.65,655,0.0243367763989002,1.97144014675699
"SNORD26",1.65,656,0.0243739317827153,1.97079032714603
"TSSK4",1.65,657,0.0244110871665304,1.97014133866769
"ZBTB11-AS1",1.65,658,0.0244482425503455,1.96949317892597
"CCDC85B",1.64,659,0.0244853979341607,1.96884584553541
"CCNL1",1.64,660,0.0245225533179758,1.96819933612109
"EPPK1",1.64,661,0.0245597087017909,1.96755364831847
"LOC105369635",1.64,662,0.024596864085606,1.96690877977342
"LOC105376480",1.64,663,0.0246340194694211,1.96626472814211
"MAP3K12",1.64,664,0.0246711748532362,1.96562149109097
"MIR17",1.64,665,0.0247083302370513,1.96497906629659
"MIR199A2",1.64,666,0.0247454856208665,1.96433745144573
"MIR2114",1.64,667,0.0247826410046816,1.9636966442352
"MIR4766",1.64,668,0.0248197963884967,1.96305664237182
"MIR5581",1.64,669,0.0248569517723118,1.96241744357237
"MIR6798",1.64,670,0.0248941071561269,1.96177904556354
"ROPN1L-AS1",1.64,671,0.024931262539942,1.96114144608182
"TRA2B",1.64,672,0.0249684179237572,1.96050464287352
"WBP1",1.64,673,0.0250055733075723,1.95986863369466
"CDKN1B",1.63,674,0.0250427286913874,1.95923341631091
"FAM102A",1.63,675,0.0250798840752025,1.95859898849758
"HEXIM1",1.63,676,0.0251170394590176,1.95796534803952
"HIST3H2A",1.63,677,0.0251541948428327,1.95733249273108
"MIR194-2",1.63,678,0.0251913502266478,1.95670042037607
"MIR4422",1.63,679,0.025228505610463,1.95606912878768
"MIR4684",1.63,680,0.0252656609942781,1.95543861578843
"MIR4718",1.63,681,0.0253028163780932,1.95480887921014
"MIR4735",1.63,682,0.0253399717619083,1.95417991689385
"MIR5009",1.63,683,0.0253771271457234,1.95355172668979
"MIR939",1.63,684,0.0254142825295385,1.9529243064573
"PTRH2",1.63,685,0.0254514379133536,1.95229765406481
"RNF167",1.63,686,0.0254885932971688,1.95167176738975
"RRAGA",1.63,687,0.0255257486809839,1.95104664431854
"SNORA3A",1.63,688,0.025562904064799,1.95042228274651
"VMP1",1.63,689,0.0256000594486141,1.94979868057787
"BZW1",1.62,690,0.0256372148324292,1.94917583572563
"C1ORF56",1.62,691,0.0256743702162443,1.94855374611159
"IFT74-AS1",1.62,692,0.0257115256000594,1.94793240966624
"KRTAP19-7",1.62,693,0.0257486809838746,1.94731182432877
"LINC01003",1.62,694,0.0257858363676897,1.94669198804698
"LOC102724064",1.62,695,0.0258229917515048,1.94607289877724
"METTL12",1.62,696,0.0258601471353199,1.94545455448444
"MIR100",1.62,697,0.025897302519135,1.94483695314196
"MIR29B2",1.62,698,0.0259344579029501,1.94422009273159
"MIR3202-1",1.62,699,0.0259716132867653,1.94360397124353
"MIR3913-1",1.62,700,0.0260087686705804,1.94298858667629
"MIR3913-2",1.62,701,0.0260459240543955,1.94237393703668
"MIR4261",1.62,702,0.0260830794382106,1.94176002033974
"MIR4276",1.62,703,0.0261202348220257,1.94114683460873
"MIR4516",1.62,704,0.0261573902058408,1.94053437787505
"MIR4658",1.62,705,0.0261945455896559,1.93992264817819
"MIR548AG2",1.62,706,0.0262317009734711,1.93931164356573
"MIR5691",1.62,707,0.0262688563572862,1.93870136209324
"MIR6720",1.62,708,0.0263060117411013,1.93809180182429
"MIR8082",1.62,709,0.0263431671249164,1.93748296083034
"NANOS1",1.62,710,0.0263803225087315,1.93687483719078
"PLP2",1.62,711,0.0264174778925466,1.9362674289928
"SCARNA13",1.62,712,0.0264546332763617,1.93566073433143
"SERHL2",1.62,713,0.0264917886601769,1.93505475130941
"SNORA32",1.62,714,0.026528944043992,1.93444947803722
"TBCC",1.62,715,0.0265660994278071,1.93384491263302
"ARHGAP26-AS1",1.61,716,0.0266032548116222,1.93324105322258
"BGLAP",1.61,717,0.0266404101954373,1.93263789793926
"DAZAP2",1.61,718,0.0266775655792524,1.93203544492397
"ESR1",1.61,719,0.0267147209630676,1.93143369232513
"HIST1H3A",1.61,720,0.0267518763468827,1.93083263829861
"HNRNPA1P10",1.61,721,0.0267890317306978,1.93023228100772
"LOC100507564",1.61,722,0.0268261871145129,1.92963261862314
"MIR3202-2",1.61,723,0.026863342498328,1.92903364932292
"MIR4764",1.61,724,0.0269004978821431,1.92843537129237
"MIR5194",1.61,725,0.0269376532659582,1.9278377827241
"MIR6076",1.61,726,0.0269748086497734,1.92724088181795
"NET1",1.61,727,0.0270119640335885,1.9266446667809
"RBM4B",1.61,728,0.0270491194174036,1.92604913582714
"RPL24",1.61,729,0.0270862748012187,1.92545428717793
"RPL36A-HNRNPH2",1.61,730,0.0271234301850338,1.92486011906162
"RPS14",1.61,731,0.0271605855688489,1.92426662971357
"RPS9",1.61,732,0.027197740952664,1.92367381737617
"BTG1",1.6,733,0.0272348963364792,1.92308168029874
"COX20",1.6,734,0.0272720517202943,1.92249021673754
"CREBZF",1.6,735,0.0273092071041094,1.92189942495571
"ENO1",1.6,736,0.0273463624879245,1.92130930322323
"LOC644656",1.6,737,0.0273835178717396,1.92071984981692
"MIR1289-2",1.6,738,0.0274206732555547,1.92013106302034
"MIR16-2",1.6,739,0.0274578286393698,1.91954294112382
"MIR197",1.6,740,0.027494984023185,1.91895548242438
"MIR296",1.6,741,0.0275321394070001,1.91836868522571
"MIR3917",1.6,742,0.0275692947908152,1.91778254783813
"MIR548AJ2",1.6,743,0.0276064501746303,1.91719706857858
"NMD3",1.6,744,0.0276436055584454,1.91661224577055
"RBMX",1.6,745,0.0276807609422605,1.91602807774405
"RPL30",1.6,746,0.0277179163260756,1.91544456283561
"RPS6",1.6,747,0.0277550717098908,1.91486169938821
"BRDTP1",1.59,748,0.0277922270937059,1.91427948575125
"CSTB",1.59,749,0.027829382477521,1.91369792028054
"FUT8-AS1",1.59,750,0.0278665378613361,1.91311700133825
"GMNN",1.59,751,0.0279036932451512,1.91253672729287
"KDELR3",1.59,752,0.0279408486289663,1.91195709651919
"MIR4475",1.59,753,0.0279780040127815,1.91137810739826
"MIR4745",1.59,754,0.0280151593965966,1.91079975831737
"NQO1",1.59,755,0.0280523147804117,1.91022204767
"RPL12",1.59,756,0.0280894701642268,1.90964497385579
"RPS25",1.59,757,0.0281266255480419,1.90906853528053
"RPSA",1.59,758,0.028163780931857,1.90849273035611
"SFPQ",1.59,759,0.0282009363156721,1.90791755750047
"SNHG8",1.59,760,0.0282380916994873,1.90734301513762
"STAG3L5P",1.59,761,0.0282752470833024,1.90676910169757
"TMEM223",1.59,762,0.0283124024671175,1.90619581561629
"C1ORF194",1.58,763,0.0283495578509326,1.90562315533571
"FAM84B",1.58,764,0.0283867132347477,1.9050511193037
"HAMP",1.58,765,0.0284238686185628,1.90447970597398
"HSPB8",1.58,766,0.0284610240023779,1.90390891380614
"JUND",1.58,767,0.0284981793861931,1.90333874126561
"LINC01574",1.58,768,0.0285353347700082,1.90276918682361
"LOC100288846",1.58,769,0.0285724901538233,1.90220024895711
"MIR24-2",1.58,770,0.0286096455376384,1.90163192614885
"MIR4315-1",1.58,771,0.0286468009214535,1.90106421688725
"MIR4688",1.58,772,0.0286839563052686,1.90049711966644
"MIR4749",1.58,773,0.0287211116890837,1.89993063298619
"MIR586",1.58,774,0.0287582670728989,1.89936475535187
"MIR597",1.58,775,0.028795422456714,1.89879948527448
"MIR6806",1.58,776,0.0288325778405291,1.89823482127057
"NAT9",1.58,777,0.0288697332243442,1.89767076186224
"PDCL3P4",1.58,778,0.0289068886081593,1.89710730557708
"RPL32",1.58,779,0.0289440439919744,1.89654445094818
"SLC25A5",1.58,780,0.0289811993757896,1.8959821965141
"SNORA3B",1.58,781,0.0290183547596047,1.89542054081878
"SNORA40",1.58,782,0.0290555101434198,1.89485948241162
"SNORA79",1.58,783,0.0290926655272349,1.89429901984736
"SNORD132",1.58,784,0.02912982091105,1.8937391516861
"SRSF6",1.58,785,0.0291669762948651,1.89317987649325
"SYNCRIP",1.58,786,0.0292041316786802,1.89262119283952
"TFAP2C",1.58,787,0.0292412870624954,1.8920630993009
"TRAF4",1.58,788,0.0292784424463105,1.89150559445861
"ASB6",1.57,789,0.0293155978301256,1.89094867689909
"B3GNT4",1.57,790,0.0293527532139407,1.89039234521397
"HIST1H3J",1.57,791,0.0293899085977558,1.88983659800004
"HN1",1.57,792,0.0294270639815709,1.88928143385925
"HNRNPH3",1.57,793,0.029464219365386,1.88872685139864
"IGFBP4",1.57,794,0.0295013747492012,1.88817284923034
"LBHD1",1.57,795,0.0295385301330163,1.88761942597157
"LOC105370526",1.57,796,0.0295756855168314,1.88706658024456
"MIR101-1",1.57,797,0.0296128409006465,1.88651431067658
"MIR6068",1.57,798,0.0296499962844616,1.88596261589986
"MIR630",1.57,799,0.0296871516682767,1.88541149455162
"NCL",1.57,800,0.0297243070520918,1.88486094527401
"NHP2",1.57,801,0.029761462435907,1.88431096671411
"PHLDA2",1.57,802,0.0297986178197221,1.88376155752387
"RNU105C",1.57,803,0.0298357732035372,1.88321271636014
"RPS2",1.57,804,0.0298729285873523,1.88266444188458
"SNORA5A",1.57,805,0.0299100839711674,1.88211673276371
"SNORA70B",1.57,806,0.0299472393549825,1.88156958766881
"TMEM208",1.57,807,0.0299843947387977,1.88102300527598
"TUBA1B",1.57,808,0.0300215501226128,1.88047698426603
"WDR38",1.57,809,0.0300587055064279,1.87993152332452
"BRWD1-IT2",1.56,810,0.030095860890243,1.87938662114173
"EXOSC8",1.56,811,0.0301330162740581,1.8788422764126
"GADD45GIP1",1.56,812,0.0301701716578732,1.87829848783673
"H1F0",1.56,813,0.0302073270416883,1.87775525411839
"HMBS",1.56,814,0.0302444824255035,1.87721257396643
"HNRNPH1",1.56,815,0.0302816378093186,1.87667044609432
"LINC01046",1.56,816,0.0303187931931337,1.8761288692201
"MIR1183",1.56,817,0.0303559485769488,1.87558784206635
"MIR25",1.56,818,0.0303931039607639,1.87504736336018
"MIR301A",1.56,819,0.030430259344579,1.87450743183322
"MIR551B",1.56,820,0.0304674147283941,1.87396804622158
"MIR562",1.56,821,0.0305045701122093,1.87342920526583
"MIR579",1.56,822,0.0305417254960244,1.87289090771099
"NCRUPAR",1.56,823,0.0305788808798395,1.87235315230649
"PABPC1",1.56,824,0.0306160362636546,1.87181593780618
"PTGES3",1.56,825,0.0306531916474697,1.87127926296828
"RBM4",1.56,826,0.0306903470312848,1.87074312655538
"RPL7A",1.56,827,0.0307275024151,1.87020752733439
"SEMA3C",1.56,828,0.0307646577989151,1.86967246407655
"SERP1",1.56,829,0.0308018131827302,1.8691379355574
"SNORA65",1.56,830,0.0308389685665453,1.86860394055677
"SNORD135",1.56,831,0.0308761239503604,1.86807047785872
"TUBB",1.56,832,0.0309132793341755,1.86753754625157
"BRWD1-AS1",1.55,833,0.0309504347179906,1.86700514452785
"DLGAP1-AS1",1.55,834,0.0309875901018058,1.8664732714843
"HM13-AS1",1.55,835,0.0310247454856209,1.86594192592181
"HNRNPAB",1.55,836,0.031061900869436,1.86541110664546
"IGHV1OR15-1",1.55,837,0.0310990562532511,1.86488081246446
"KLF6",1.55,838,0.0311362116370662,1.86435104219214
"KRT8",1.55,839,0.0311733670208813,1.86382179464593
"KRTAP22-1",1.55,840,0.0312105224046964,1.86329306864735
"LINC00324",1.55,841,0.0312476777885116,1.86276486302196
"MIR3156-2",1.55,842,0.0312848331723267,1.8622371765994
"MIR4676",1.55,843,0.0313219885561418,1.8617100082133
"MIR576",1.55,844,0.0313591439399569,1.86118335670133
"MIR6732",1.55,845,0.031396299323772,1.86065722090513
"NAXE",1.55,846,0.0314334547075871,1.86013159967032
"RMND1",1.55,847,0.0314706100914022,1.85960649184645
"RPS15A",1.55,848,0.0315077654752174,1.85908189628703
"SLC7A5",1.55,849,0.0315449208590325,1.85855781184948
"SLC9A3R1",1.55,850,0.0315820762428476,1.8580342373951
"SMARCC2",1.55,851,0.0316192316266627,1.8575111717891
"SNORD100",1.55,852,0.0316563870104778,1.85698861390052
"SNORD94",1.55,853,0.0316935423942929,1.85646656260227
"EEF2",1.54,854,0.031730697778108,1.85594501677108
"EXOSC6",1.54,855,0.0317678531619232,1.85542397528747
"HIST1H2BM",1.54,856,0.0318050085457383,1.85490343703578
"HSPA5",1.54,857,0.0318421639295534,1.85438340090411
"LINC01589",1.54,858,0.0318793193133685,1.85386386578432
"MIR3173",1.54,859,0.0319164746971836,1.85334483057202
"MIR370",1.54,860,0.0319536300809987,1.85282629416651
"MIR4320",1.54,861,0.0319907854648139,1.85230825547084
"MIR4467",1.54,862,0.032027940848629,1.85179071339172
"MIR4668",1.54,863,0.0320650962324441,1.85127366683955
"MIR4794",1.54,864,0.0321022516162592,1.85075711472838
"MIR519D",1.54,865,0.0321394070000743,1.85024105597589
"PPP1R15B",1.54,866,0.0321765623838894,1.8497254895034
"PTOV1",1.54,867,0.0322137177677045,1.84921041423583
"RPL34",1.54,868,0.0322508731515197,1.84869582910169
"RPS13",1.54,869,0.0322880285353348,1.84818173303307
"SERHL",1.54,870,0.0323251839191499,1.8476681249656
"TET2",1.54,871,0.032362339302965,1.84715500383848
"TMEM265",1.54,872,0.0323994946867801,1.84664236859443
"UBXN7-AS1",1.54,873,0.0324366500705952,1.84613021817966
"WSB1",1.54,874,0.0324738054544103,1.84561855154389
"C1GALT1C1L",1.53,875,0.0325109608382255,1.84510736764034
"HSP90AB1",1.53,876,0.0325481162220406,1.84459666542566
"LOC105373031",1.53,877,0.0325852716058557,1.84408644385997
"MIR454",1.53,878,0.0326224269896708,1.84357670190681
"MIR6775",1.53,879,0.0326595823734859,1.84306743853316
"PNN",1.53,880,0.032696737757301,1.84255865270937
"RMRP",1.53,881,0.0327338931411161,1.84205034340921
"RPL35A",1.53,882,0.0327710485249313,1.84154250960981
"RSC1A1",1.53,883,0.0328082039087464,1.84103515029166
"S100A10",1.53,884,0.0328453592925615,1.84052826443858
"SF1",1.53,885,0.0328825146763766,1.84002185103774
"SNORA6",1.53,886,0.0329196700601917,1.83951590907962
"SNORD29",1.53,887,0.0329568254440068,1.83901043755798
"TAF1D",1.53,888,0.032993980827822,1.83850543546988
"WDR74",1.53,889,0.0330311362116371,1.83800090181565
"B4GALT1",1.52,890,0.0330682915954522,1.83749683559889
"CBX4",1.52,891,0.0331054469792673,1.8369932358264
"CYC1",1.52,892,0.0331426023630824,1.83649010150826
"ELP5",1.52,893,0.0331797577468975,1.83598743165772
"ERP29",1.52,894,0.0332169131307126,1.83548522529125
"KLF10",1.52,895,0.0332540685145278,1.8349834814285
"MIR1244-1",1.52,896,0.0332912238983429,1.8344821990923
"MIR3934",1.52,897,0.033328379282158,1.83398137730864
"MIR4297",1.52,898,0.0333655346659731,1.83348101510662
"MIR4755",1.52,899,0.0334026900497882,1.83298111151852
"MIR6782",1.52,900,0.0334398454336033,1.8324816655797
"MIR7-3",1.52,901,0.0334770008174184,1.83198267632864
"NDUFAF8",1.52,902,0.0335141562012336,1.83148414280691
"OR11H4",1.52,903,0.0335513115850487,1.83098606405915
"OR51I2",1.52,904,0.0335884669688638,1.83048843913306
"OR8D1",1.52,905,0.0336256223526789,1.8299912670794
"PARD6B",1.52,906,0.033662777736494,1.82949454695196
"RBM12B-AS1",1.52,907,0.0336999331203091,1.82899827780756
"RNF139",1.52,908,0.0337370885041242,1.82850245870602
"RPL39",1.52,909,0.0337742438879394,1.82800708871018
"RPLP1",1.52,910,0.0338113992717545,1.82751216688583
"SNHG7",1.52,911,0.0338485546555696,1.82701769230177
"TTC36",1.52,912,0.0338857100393847,1.82652366402973
"ZNF703",1.52,913,0.0339228654231998,1.8260300811444
"C21ORF2",1.51,914,0.0339600208070149,1.8255369427234
"DKFZP779M0652",1.51,915,0.03399717619083,1.82504424784728
"EFEMP2",1.51,916,0.0340343315746452,1.82455199559949
"JUP",1.51,917,0.0340714869584603,1.82406018506638
"LGALS8-AS1",1.51,918,0.0341086423422754,1.82356881533719
