"gene","top1_density","top1_rank","top1_empirical_p","top1_z"
"HIST1H2BG",2.5,158,0.00587055064278814,2.51983153483603
"MIR3136",2.5,159,0.00590770602660325,2.51760984566461
"MIR4304",2.5,160,0.00594486141041837,2.51540051409745
"MIR4314",2.5,161,0.00598201679423348,2.51320339275691
"MIR5006",2.5,162,0.0060191721780486,2.51101833693058
"RCC1",2.5,163,0.00605632756186371,2.50884520450696
"SNORA14A",2.5,164,0.00609348294567883,2.50668385591299
"EEF1A1",2.49,165,0.00613063832949394,2.50453415405351
"MIR4655",2.48,166,0.00616779371330906,2.5023959642525
"MIR1914",2.47,167,0.00620494909712417,2.50026915419607
"SNORA2C",2.47,168,0.00624210448093929,2.49815359387709
"SNORD81",2.47,169,0.0062792598647544,2.49604915554151
"MIR3153",2.46,170,0.00631641524856952,2.49395571363618
"MIR4505",2.46,171,0.00635357063238463,2.49187314475816
"SNORD30",2.46,172,0.00639072601619975,2.4898013276056
"CYR61",2.45,173,0.00642788140001486,2.48774014292987
"SNORD32A",2.45,174,0.00646503678382998,2.48568947348917
"HNRNPA2B1",2.44,175,0.00650219216764509,2.48364920400339
"MIR320D1",2.44,176,0.00653934755146021,2.48161922111026
"SNORD21",2.44,177,0.00657650293527532,2.47959941332269
"SNORD77",2.44,178,0.00661365831909044,2.47758967098736
"MIR1469",2.43,179,0.00665081370290555,2.47558988624438
"MIR216B",2.43,180,0.00668796908672067,2.47359995298809
"MIR3064",2.43,181,0.00672512447053578,2.47161976682897
"MIR4438",2.43,182,0.0067622798543509,2.46964922505648
"MIR940",2.43,183,0.00679943523816601,2.46768822660301
"RNVU1-15",2.43,184,0.00683659062198113,2.46573667200876
"SNORA4",2.43,185,0.00687374600579624,2.46379446338752
"HIST1H2AB",2.42,186,0.00691090138961136,2.46186150439341
"MYL12A",2.42,187,0.00694805677342647,2.45993770018848
"LINC00641",2.41,188,0.00698521215724158,2.45802295741114
"MIR4634",2.41,189,0.0070223675410567,2.45611718414548
"SNORD91B",2.41,190,0.00705952292487181,2.45422028989128
"MIR9-1",2.4,191,0.00709667830868693,2.45233218553491
"CCND1",2.39,192,0.00713383369250204,2.4504527833209
"MIR4758",2.39,193,0.00717098907631716,2.44858199682429
"RPLP0",2.39,194,0.00720814446013227,2.44671974092363
"MIR3918",2.37,195,0.00724529984394739,2.44486593177469
"SNORA58",2.37,196,0.0072824552277625,2.44302048678485
"SNORD46",2.37,197,0.00731961061157762,2.44118332458812
"HCFC1R1",2.36,198,0.00735676599539273,2.43935436502078
