"gene","top1cc_density","top1cc_rank","top1cc_empirical_p","top1cc_z"
"BRIP1",1.71,453,0.016831388868247,2.12408809586421
"C9ORF106",1.71,454,0.0168685442520621,2.12320008922864
"DENND2C",1.71,455,0.0169056996358772,2.12231375370487
"HIST1H2BC",1.71,456,0.0169428550196924,2.12142908232139
"MIR4418",1.71,457,0.0169800104035075,2.12054606815111
"MIR4754",1.71,458,0.0170171657873226,2.11966470431095
"MIRLET7F1",1.71,459,0.0170543211711377,2.11878498396146
"ROPN1L-AS1",1.71,460,0.0170914765549528,2.11790690030649
"RPL10A",1.71,461,0.0171286319387679,2.11703044659277
"RPLP0",1.71,462,0.017165787322583,2.11615561610959
"SNAR-G1",1.71,463,0.0172029427063982,2.11528240218842
"SNORA93",1.71,464,0.0172400980902133,2.11441079820253
"SNORD59A",1.71,465,0.0172772534740284,2.1135407975667
"CTRB2",1.7,466,0.0173144088578435,2.11267239373681
"LOC388692",1.7,467,0.0173515642416586,2.11180558020953
"MIR2114",1.7,468,0.0173887196254737,2.11094035052196
"MIR3155B",1.7,469,0.0174258750092888,2.11007669825131
"MIR3156-1",1.7,470,0.017463030393104,2.10921461701456
"MIR3200",1.7,471,0.0175001857769191,2.1083541004681
"MIR4657",1.7,472,0.0175373411607342,2.10749514230746
"MIR4706",1.7,473,0.0175744965445493,2.10663773626695
"MIR4740",1.7,474,0.0176116519283644,2.10578187611933
"MIR5090",1.7,475,0.0176488073121795,2.10492755567551
"MIR548AL",1.7,476,0.0176859626959947,2.10407476878426
"MIR6717",1.7,477,0.0177231180798098,2.10322350933183
"MIR7109",1.7,478,0.0177602734636249,2.10237377124172
"MIR7152",1.7,479,0.01779742884744,2.10152554847434
"MIR8063",1.7,480,0.0178345842312551,2.10067883502668
"MIR8082",1.7,481,0.0178717396150702,2.09983362493208
"NBPF4",1.7,482,0.0179088949988853,2.09898991225987
"OR11H2",1.7,483,0.0179460503827005,2.09814769111513
"POLR2J",1.7,484,0.0179832057665156,2.09730695563836
"S100A11",1.7,485,0.0180203611503307,2.09646770000521
"SCARNA14",1.7,486,0.0180575165341458,2.0956299184262
"SRSF2",1.7,487,0.0180946719179609,2.09479360514644
"SSSCA1",1.7,488,0.018131827301776,2.09395875444535
"TBC1D3P2",1.7,489,0.0181689826855911,2.09312536063638
"WASH7P",1.7,490,0.0182061380694063,2.09229341806676
"ATF4",1.69,491,0.0182432934532214,2.09146292111718
"DNM3-IT1",1.69,492,0.0182804488370365,2.09063386420158
"HIST1H2BH",1.69,493,0.0183176042208516,2.08980624176687
"HIST1H2BL",1.69,494,0.0183547596046667,2.08898004829264
"HIST1H4D",1.69,495,0.0183919149884818,2.08815527829094
"MIR525",1.69,496,0.0184290703722969,2.087331926306
"MIR6878",1.69,497,0.0184662257561121,2.08650998691399
"NPIPB6",1.69,498,0.0185033811399272,2.08568945472276
"OR4F21",1.69,499,0.0185405365237423,2.08487032437159
"PTRH2",1.69,500,0.0185776919075574,2.08405259053094
"SNORA10",1.69,501,0.0186148472913725,2.08323624790224
"SNORA74A",1.69,502,0.0186520026751876,2.08242129121761
"SNORD25",1.69,503,0.0186891580590027,2.08160771523962
"USP17L19",1.69,504,0.0187263134428179,2.08079551476108
"WDYHV1",1.69,505,0.018763468826633,2.0799846846048
"FAM138E",1.68,506,0.0188006242104481,2.07917521962333
"H1FX",1.68,507,0.0188377795942632,2.07836711469878
"HIST1H3I",1.68,508,0.0188749349780783,2.07756036474254
"ID3",1.68,509,0.0189120903618934,2.07675496469509
"LOC101927770",1.68,510,0.0189492457457086,2.07595090952577
"LOC284454",1.68,511,0.0189864011295237,2.07514819423252
"LOC339059",1.68,512,0.0190235565133388,2.07434681384174
"MIR214",1.68,513,0.0190607118971539,2.07354676340801
"MIR4663",1.68,514,0.019097867280969,2.07274803801389
"MIR548S",1.68,515,0.0191350226647841,2.0719506327697
"MIR619",1.68,516,0.0191721780485992,2.07115454281335
"MIR6855",1.68,517,0.0192093334324144,2.07035976331009
"MIR7157",1.68,518,0.0192464888162295,2.06956628945229
"RAB26",1.68,519,0.0192836442000446,2.06877411645929
"SNORA25",1.68,520,0.0193207995838597,2.06798323957716
"SNORD71",1.68,521,0.0193579549676748,2.0671936540785
"SPANXA1",1.68,522,0.0193951103514899,2.06640535526226
"ATXN7",1.67,523,0.019432265735305,2.0656183384535
"CCAT2",1.67,524,0.0194694211191202,2.06483259900328
"CSDE1",1.67,525,0.0195065765029353,2.06404813228835
"FAM231D",1.67,526,0.0195437318867504,2.06326493371106
"FAM83A",1.67,527,0.0195808872705655,2.06248299869912
"FLJ13224",1.67,528,0.0196180426543806,2.06170232270542
"MIR3155A",1.67,529,0.0196551980381957,2.06092290120785
"MIR3163",1.67,530,0.0196923534220108,2.0601447297091
"MIR455",1.67,531,0.019729508805826,2.0593678037365
"MIR4746",1.67,532,0.0197666641896411,2.05859211884183
"MIR550A1",1.67,533,0.0198038195734562,2.05781767060113
"MIR6071",1.67,534,0.0198409749572713,2.05704445461452
"MIR6774",1.67,535,0.0198781303410864,2.05627246650606
"MLLT10P1",1.67,536,0.0199152857249015,2.05550170192352
"NOTCH2NL",1.67,537,0.0199524411087167,2.05473215653826
"PARD3-AS1",1.67,538,0.0199895964925318,2.05396382604502
"SLC7A5P2",1.67,539,0.0200267518763469,2.05319670616178
"SLX1A",1.67,540,0.020063907260162,2.05243079262955
"SNORD114-2",1.67,541,0.0201010626439771,2.05166608121225
"SPANXA2",1.67,542,0.0201382180277922,2.05090256769653
"SSSCA1-AS1",1.67,543,0.0201753734116073,2.05014024789157
"THOC7",1.67,544,0.0202125287954225,2.04937911762899
"BAGE",1.66,545,0.0202496841792376,2.04861917276261
"LINC00698",1.66,546,0.0202868395630527,2.04786040916835
"LOC100132813",1.66,547,0.0203239949468678,2.04710282274404
"LOC441081",1.66,548,0.0203611503306829,2.04634640940929
"MIR33B",1.66,549,0.020398305714498,2.04559116510529
"MIR3609",1.66,550,0.0204354610983131,2.0448370857947
"MIR4638",1.66,551,0.0204726164821283,2.0440841674615
"MIR550A2",1.66,552,0.0205097718659434,2.0433324061108
"MIR7855",1.66,553,0.0205469272497585,2.0425817977687
"NFKBIA",1.66,554,0.0205840826335736,2.04183233848218
"OPN1LW",1.66,555,0.0206212380173887,2.04108402431891
"PABPN1L",1.66,556,0.0206583934012038,2.04033685136713
"SLC7A5",1.66,557,0.020695548785019,2.03959081573549
"SNORA62",1.66,558,0.0207327041688341,2.03884591355292
"CYR61",1.65,559,0.0207698595526492,2.03810214096847
"DDX11L10",1.65,560,0.0208070149364643,2.03735949415119
"FBXO32",1.65,561,0.0208441703202794,2.03661796928998
"HRNR",1.65,562,0.0208813257040945,2.03587756259343
"INTS2",1.65,563,0.0209184810879096,2.03513827028975
"LINC01424",1.65,564,0.0209556364717248,2.03440008862655
"LOC105376480",1.65,565,0.0209927918555399,2.03366301387077
"MIR378F",1.65,566,0.021029947239355,2.0329270423085
"MIR4688",1.65,567,0.0210671026231701,2.0321921702449
"MIR5191",1.65,568,0.0211042580069852,2.031458394004
"MIR611",1.65,569,0.0211414133908003,2.03072570992864
"MT2A",1.65,570,0.0211785687746154,2.02999411438029
"NACAP1",1.65,571,0.0212157241584306,2.02926360373896
"PECAM1",1.65,572,0.0212528795422457,2.02853417440304
"PRICKLE2-AS3",1.65,573,0.0212900349260608,2.0278058227892
"RCE1",1.65,574,0.0213271903098759,2.02707854533223
"RNA5S4",1.65,575,0.021364345693691,2.02635233848498
"SNORA27",1.65,576,0.0214015010775061,2.02562719871816
"SNORD100",1.65,577,0.0214386564613212,2.0249031225203
"SNORD37",1.65,578,0.0214758118451364,2.02418010639754
"SYT6",1.65,579,0.0215129672289515,2.0234581468736
"TSKU",1.65,580,0.0215501226127666,2.02273724048959
"C1ORF122",1.64,581,0.0215872779965817,2.02201738380394
"CCDC85B",1.64,582,0.0216244333803968,2.02129857339225
"CDK10",1.64,583,0.0216615887642119,2.02058080584721
"GINS2",1.64,584,0.021698744148027,2.01986407777846
"LOC103171574",1.64,585,0.0217358995318422,2.01914838581246
"LOC729737",1.64,586,0.0217730549156573,2.01843372659244
"MIR3120",1.64,587,0.0218102102994724,2.01772009677823
"MIR32",1.64,588,0.0218473656832875,2.01700749304615
"MIR4537",1.64,589,0.0218845210671026,2.01629591208895
"MIR6786",1.64,590,0.0219216764509177,2.01558535061565
"PDE4DIP",1.64,591,0.0219588318347329,2.01487580535146
"PDF",1.64,592,0.021995987218548,2.01416727303766
"PTPRG",1.64,593,0.0220331426023631,2.01345975043151
"SCARNA27",1.64,594,0.0220702979861782,2.01275323430613
"SNORD35A",1.64,595,0.0221074533699933,2.01204772145039
"SNORD88A",1.64,596,0.0221446087538084,2.01134320866882
"SPATA31C1",1.64,597,0.0221817641376235,2.01063969278151
"WASH2P",1.64,598,0.0222189195214387,2.009937170624
"AP4B1-AS1",1.63,599,0.0222560749052538,2.00923563904719
"C16ORF91",1.63,600,0.0222932302890689,2.0085350949172
"C16ORF92",1.63,601,0.022330385672884,2.00783553511534
"C8ORF76",1.63,602,0.0223675410566991,2.00713695653795
"CLEC18A",1.63,603,0.0224046964405142,2.00643935609633
"HAS2-AS1",1.63,604,0.0224418518243293,2.00574273071664
"HOXB1",1.63,605,0.0224790072081445,2.0050470773398
"KLHL38",1.63,606,0.0225161625919596,2.00435239292141
"LDHD",1.63,607,0.0225533179757747,2.00365867443163
"LINC01151",1.63,608,0.0225904733595898,2.0029659188551
"LOC440300",1.63,609,0.0226276287434049,2.00227412319085
"MIR132",1.63,610,0.02266478412722,2.0015832844522
"MIR1910",1.63,611,0.0227019395110351,2.00089339966669
"MIR3187",1.63,612,0.0227390948948503,2.00020446587593
"MIR510",1.63,613,0.0227762502786654,1.9995164801356
"MIR646",1.63,614,0.0228134056624805,1.99882943951528
"NPIPB8",1.63,615,0.0228505610462956,1.9981433410984
"OR1L8",1.63,616,0.0228877164301107,1.99745818198217
"RPS10P7",1.63,617,0.0229248718139258,1.99677395927742
"TNFAIP8L2",1.63,618,0.022962027197741,1.99609067010862
"CADPS",1.62,619,0.0229991825815561,1.99540831161369
"DHX40",1.62,620,0.0230363379653712,1.99472688094397
"DRD5P2",1.62,621,0.0230734933491863,1.99404637526415
"FOXD4L4",1.62,622,0.0231106487330014,1.99336679175215
"H2AFX",1.62,623,0.0231478041168165,1.99268812759903
"HIPK1",1.62,624,0.0231849595006316,1.99201038000895
"IRF2BPL",1.62,625,0.0232221148844468,1.99133354619907
"LOC101927974",1.62,626,0.0232592702682619,1.99065762339944
"LOC400541",1.62,627,0.023296425652077,1.98998260885297
"MC1R",1.62,628,0.0233335810358921,1.9893084998153
"MIR3170",1.62,629,0.0233707364197072,1.98863529355475
"MIR548AS",1.62,630,0.0234078918035223,1.98796298735226
"MIR548O2",1.62,631,0.0234450471873374,1.98729157850126
"MIR557",1.62,632,0.0234822025711526,1.98662106430763
"MIR559",1.62,633,0.0235193579549677,1.98595144208961
"MIR5690",1.62,634,0.0235565133387828,1.98528270917772
"MIR599",1.62,635,0.0235936687225979,1.98461486291472
"MIR6076",1.62,636,0.023630824106413,1.98394790065548
"MIR6758",1.62,637,0.0236679794902281,1.98328181976693
"MIR6834",1.62,638,0.0237051348740433,1.982616617628
"NBPF9",1.62,639,0.0237422902578584,1.98195229162954
"PRDX2",1.62,640,0.0237794456416735,1.98128883917423
"PRICKLE2-AS2",1.62,641,0.0238166010254886,1.98062625767652
"SMG1P6",1.62,642,0.0238537564093037,1.97996454456256
"SNHG3",1.62,643,0.0238909117931188,1.97930369727012
"SNORD16",1.62,644,0.0239280671769339,1.97864371324855
"THOC7-AS1",1.62,645,0.0239652225607491,1.97798458995865
"TPM4",1.62,646,0.0240023779445642,1.97732632487267
"ZNF687",1.62,647,0.0240395333283793,1.97666891547418
"AREG",1.61,648,0.0240766887121944,1.97601235925806
"ARL8A",1.61,649,0.0241138440960095,1.97535665373036
"BAMBI",1.61,650,0.0241509994798246,1.97470179640831
"BARX1-AS1",1.61,651,0.0241881548636397,1.9740477848202
"BCAS3",1.61,652,0.0242253102474549,1.97339461650533
"CLEC18B",1.61,653,0.02426246563127,1.97274228901395
"HEIH",1.61,654,0.0242996210150851,1.97209079990719
"KAZALD1",1.61,655,0.0243367763989002,1.97144014675699
"KRT18",1.61,656,0.0243739317827153,1.97079032714603
"LOC645166",1.61,657,0.0244110871665304,1.97014133866769
"MIR4714",1.61,658,0.0244482425503455,1.96949317892597
"MIR4794",1.61,659,0.0244853979341607,1.96884584553541
"MIR5695",1.61,660,0.0245225533179758,1.96819933612109
"MIR6766",1.61,661,0.0245597087017909,1.96755364831847
"MIR6775",1.61,662,0.024596864085606,1.96690877977342
"MIR6887",1.61,663,0.0246340194694211,1.96626472814211
"RNASE10",1.61,664,0.0246711748532362,1.96562149109097
"RNY1",1.61,665,0.0247083302370513,1.96497906629659
"RPS3",1.61,666,0.0247454856208665,1.96433745144573
"SH3BGRL3",1.61,667,0.0247826410046816,1.9636966442352
"SNORD43",1.61,668,0.0248197963884967,1.96305664237182
"SNTN",1.61,669,0.0248569517723118,1.96241744357237
"TXNIP",1.61,670,0.0248941071561269,1.96177904556354
"BCAR1",1.6,671,0.024931262539942,1.96114144608182
"CFC1",1.6,672,0.0249684179237572,1.96050464287352
"CLEC18C",1.6,673,0.0250055733075723,1.95986863369466
"DNM1P41",1.6,674,0.0250427286913874,1.95923341631091
"FAM65C",1.6,675,0.0250798840752025,1.95859898849758
"GAGE13",1.6,676,0.0251170394590176,1.95796534803952
"GAGE2D",1.6,677,0.0251541948428327,1.95733249273108
"GAGE2E",1.6,678,0.0251913502266478,1.95670042037607
"GAGE8",1.6,679,0.025228505610463,1.95606912878768
"IL10RB-AS1",1.6,680,0.0252656609942781,1.95543861578843
"ILF3-AS1",1.6,681,0.0253028163780932,1.95480887921014
"MIR3679",1.6,682,0.0253399717619083,1.95417991689385
"MIR4661",1.6,683,0.0253771271457234,1.95355172668979
"MLPH",1.6,684,0.0254142825295385,1.9529243064573
"NKILA",1.6,685,0.0254514379133536,1.95229765406481
"SCARNA26A",1.6,686,0.0254885932971688,1.95167176738975
"SNORA26",1.6,687,0.0255257486809839,1.95104664431854
"SNORD114-28",1.6,688,0.025562904064799,1.95042228274651
"SNORD124",1.6,689,0.0256000594486141,1.94979868057787
"SNORD42B",1.6,690,0.0256372148324292,1.94917583572563
"TRIM33",1.6,691,0.0256743702162443,1.94855374611159
"TUFT1",1.6,692,0.0257115256000594,1.94793240966624
"UBE2T",1.6,693,0.0257486809838746,1.94731182432877
"WASHC1",1.6,694,0.0257858363676897,1.94669198804698
"ZC3H12A",1.6,695,0.0258229917515048,1.94607289877724
"CDCA4",1.59,696,0.0258601471353199,1.94545455448444
"CORO1A",1.59,697,0.025897302519135,1.94483695314196
"DERL1",1.59,698,0.0259344579029501,1.94422009273159
"GSC",1.59,699,0.0259716132867653,1.94360397124353
"H1F0",1.59,700,0.0260087686705804,1.94298858667629
"HIST1H2BG",1.59,701,0.0260459240543955,1.94237393703668
"IFITM10",1.59,702,0.0260830794382106,1.94176002033974
"LINC01405",1.59,703,0.0261202348220257,1.94114683460873
"LOC104968399",1.59,704,0.0261573902058408,1.94053437787505
"LOC105371592",1.59,705,0.0261945455896559,1.93992264817819
"LOC401052",1.59,706,0.0262317009734711,1.93931164356573
"MGC16275",1.59,707,0.0262688563572862,1.93870136209324
"MIR3666",1.59,708,0.0263060117411013,1.93809180182429
"MIR3921",1.59,709,0.0263431671249164,1.93748296083034
"MIR4255",1.59,710,0.0263803225087315,1.93687483719078
"MIR5089",1.59,711,0.0264174778925466,1.9362674289928
"MIR512-1",1.59,712,0.0264546332763617,1.93566073433143
"MIR6882",1.59,713,0.0264917886601769,1.93505475130941
"MIR7703",1.59,714,0.026528944043992,1.93444947803722
"NBPF8",1.59,715,0.0265660994278071,1.93384491263302
"PIEZO1",1.59,716,0.0266032548116222,1.93324105322258
"PPIA",1.59,717,0.0266404101954373,1.93263789793926
"RASA4CP",1.59,718,0.0266775655792524,1.93203544492397
"RPL23AP87",1.59,719,0.0267147209630676,1.93143369232513
"SLC35B2",1.59,720,0.0267518763468827,1.93083263829861
"SMG1P1",1.59,721,0.0267890317306978,1.93023228100772
"SMG1P3",1.59,722,0.0268261871145129,1.92963261862314
"SNORD113-6",1.59,723,0.026863342498328,1.92903364932292
"SNORD51",1.59,724,0.0269004978821431,1.92843537129237
"STAG3L3",1.59,725,0.0269376532659582,1.9278377827241
"VMP1",1.59,726,0.0269748086497734,1.92724088181795
"VPS72",1.59,727,0.0270119640335885,1.9266446667809
"B3GALT4",1.58,728,0.0270491194174036,1.92604913582714
"ENSA",1.58,729,0.0270862748012187,1.92545428717793
"GSE1",1.58,730,0.0271234301850338,1.92486011906162
"HBA1",1.58,731,0.0271605855688489,1.92426662971357
"IGHV1OR15-3",1.58,732,0.027197740952664,1.92367381737617
"LOC100129697",1.58,733,0.0272348963364792,1.92308168029874
"LOC220729",1.58,734,0.0272720517202943,1.92249021673754
"MAGEF1",1.58,735,0.0273092071041094,1.92189942495571
"MDK",1.58,736,0.0273463624879245,1.92130930322323
"MIR1273F",1.58,737,0.0273835178717396,1.92071984981692
"MIR2277",1.58,738,0.0274206732555547,1.92013106302034
"MIR3127",1.58,739,0.0274578286393698,1.91954294112382
"MIR3619",1.58,740,0.027494984023185,1.91895548242438
"MIR6499",1.58,741,0.0275321394070001,1.91836868522571
"MIR6780B",1.58,742,0.0275692947908152,1.91778254783813
"MIR7106",1.58,743,0.0276064501746303,1.91719706857858
"NBPF11",1.58,744,0.0276436055584454,1.91661224577055
"NDUFS8",1.58,745,0.0276807609422605,1.91602807774405
"OR4F4",1.58,746,0.0277179163260756,1.91544456283561
"PTPN22",1.58,747,0.0277550717098908,1.91486169938821
"RNF113A",1.58,748,0.0277922270937059,1.91427948575125
"RPL13A",1.58,749,0.027829382477521,1.91369792028054
"RUVBL1-AS1",1.58,750,0.0278665378613361,1.91311700133825
"S100A10",1.58,751,0.0279036932451512,1.91253672729287
"SNORA41",1.58,752,0.0279408486289663,1.91195709651919
"SNORA71A",1.58,753,0.0279780040127815,1.91137810739826
"YBEY",1.58,754,0.0280151593965966,1.91079975831737
"ZBTB11-AS1",1.58,755,0.0280523147804117,1.91022204767
"ZNHIT2",1.58,756,0.0280894701642268,1.90964497385579
"BHLHE40",1.57,757,0.0281266255480419,1.90906853528053
"CASC11",1.57,758,0.028163780931857,1.90849273035611
"CELSR2",1.57,759,0.0282009363156721,1.90791755750047
"ELF3",1.57,760,0.0282380916994873,1.90734301513762
"H3F3B",1.57,761,0.0282752470833024,1.90676910169757
"IFITM1",1.57,762,0.0283124024671175,1.90619581561629
"KCND3-IT1",1.57,763,0.0283495578509326,1.90562315533571
"LENEP",1.57,764,0.0283867132347477,1.9050511193037
"LINC01728",1.57,765,0.0284238686185628,1.90447970597398
"LOC388436",1.57,766,0.0284610240023779,1.90390891380614
"LOC728739",1.57,767,0.0284981793861931,1.90333874126561
"MIR1276",1.57,768,0.0285353347700082,1.90276918682361
"MIR1307",1.57,769,0.0285724901538233,1.90220024895711
"MIR208B",1.57,770,0.0286096455376384,1.90163192614885
"MIR3188",1.57,771,0.0286468009214535,1.90106421688725
"MIR4281",1.57,772,0.0286839563052686,1.90049711966644
"MIR4736",1.57,773,0.0287211116890837,1.89993063298619
"MIR4752",1.57,774,0.0287582670728989,1.89936475535187
"MIR4758",1.57,775,0.028795422456714,1.89879948527448
"MIR5047",1.57,776,0.0288325778405291,1.89823482127057
"MIR564",1.57,777,0.0288697332243442,1.89767076186224
"MIR566",1.57,778,0.0289068886081593,1.89710730557708
"MIR598",1.57,779,0.0289440439919744,1.89654445094818
"MIR6074",1.57,780,0.0289811993757896,1.8959821965141
"MIR6747",1.57,781,0.0290183547596047,1.89542054081878
"OR7C2",1.57,782,0.0290555101434198,1.89485948241162
"PLCG1",1.57,783,0.0290926655272349,1.89429901984736
"POU5F1P4",1.57,784,0.02912982091105,1.8937391516861
"SKA2",1.57,785,0.0291669762948651,1.89317987649325
"SNAR-B1",1.57,786,0.0292041316786802,1.89262119283952
"SNORA44",1.57,787,0.0292412870624954,1.8920630993009
"SNORD114-11",1.57,788,0.0292784424463105,1.89150559445861
"SNORD58B",1.57,789,0.0293155978301256,1.89094867689909
"SPANXD",1.57,790,0.0293527532139407,1.89039234521397
"SPATA31C2",1.57,791,0.0293899085977558,1.88983659800004
"SRGAP2-AS1",1.57,792,0.0294270639815709,1.88928143385925
"TBX6",1.57,793,0.029464219365386,1.88872685139864
"TUBA1B",1.57,794,0.0295013747492012,1.88817284923034
"WASH5P",1.57,795,0.0295385301330163,1.88761942597157
"ZHX2",1.57,796,0.0295756855168314,1.88706658024456
"ARIH2OS",1.56,797,0.0296128409006465,1.88651431067658
"BAGE2",1.56,798,0.0296499962844616,1.88596261589986
"C11ORF72",1.56,799,0.0296871516682767,1.88541149455162
"C3ORF49",1.56,800,0.0297243070520918,1.88486094527401
"CROCCP2",1.56,801,0.029761462435907,1.88431096671411
"CTAGE8",1.56,802,0.0297986178197221,1.88376155752387
"F8A2",1.56,803,0.0298357732035372,1.88321271636014
"FALEC",1.56,804,0.0298729285873523,1.88266444188458
"FAM63A",1.56,805,0.0299100839711674,1.88211673276371
"GPR25",1.56,806,0.0299472393549825,1.88156958766881
"HIST1H2BE",1.56,807,0.0299843947387977,1.88102300527598
"HIST4H4",1.56,808,0.0300215501226128,1.88047698426603
"HNRNPA2B1",1.56,809,0.0300587055064279,1.87993152332452
"KRT80",1.56,810,0.030095860890243,1.87938662114173
"LOC100132062",1.56,811,0.0301330162740581,1.8788422764126
"LOC102724738",1.56,812,0.0301701716578732,1.87829848783673
"MIR3664",1.56,813,0.0302073270416883,1.87775525411839
"MIR4472-2",1.56,814,0.0302444824255035,1.87721257396643
"MIR4673",1.56,815,0.0302816378093186,1.87667044609432
"MIR4683",1.56,816,0.0303187931931337,1.8761288692201
"MIR512-2",1.56,817,0.0303559485769488,1.87558784206635
"MIR548L",1.56,818,0.0303931039607639,1.87504736336018
"MUC12",1.56,819,0.030430259344579,1.87450743183322
"OR2A20P",1.56,820,0.0304674147283941,1.87396804622158
"ORM2",1.56,821,0.0305045701122093,1.87342920526583
"PDPR",1.56,822,0.0305417254960244,1.87289090771099
"PMEPA1",1.56,823,0.0305788808798395,1.87235315230649
"PPP1R15A",1.56,824,0.0306160362636546,1.87181593780618
"PTPN7",1.56,825,0.0306531916474697,1.87127926296828
"RPL12",1.56,826,0.0306903470312848,1.87074312655538
"RPL13AP20",1.56,827,0.0307275024151,1.87020752733439
"RPS27",1.56,828,0.0307646577989151,1.86967246407655
"SEPHS2",1.56,829,0.0308018131827302,1.8691379355574
"SNORD14B",1.56,830,0.0308389685665453,1.86860394055677
"TSHB",1.56,831,0.0308761239503604,1.86807047785872
"TSPY26P",1.56,832,0.0309132793341755,1.86753754625157
"TSSK6",1.56,833,0.0309504347179906,1.86700514452785
"ADIRF",1.55,834,0.0309875901018058,1.8664732714843
"ANXA13",1.55,835,0.0310247454856209,1.86594192592181
"BGLAP",1.55,836,0.031061900869436,1.86541110664546
"C17ORF82",1.55,837,0.0310990562532511,1.86488081246446
"DDX5",1.55,838,0.0311362116370662,1.86435104219214
"EEF1A1",1.55,839,0.0311733670208813,1.86382179464593
"EIF2B4",1.55,840,0.0312105224046964,1.86329306864735
"ESRP2",1.55,841,0.0312476777885116,1.86276486302196
"FAM157B",1.55,842,0.0312848331723267,1.8622371765994
"FAM72A",1.55,843,0.0313219885561418,1.8617100082133
"GPR37L1",1.55,844,0.0313591439399569,1.86118335670133
"GRK6",1.55,845,0.031396299323772,1.86065722090513
"KRTAP2-2",1.55,846,0.0314334547075871,1.86013159967032
"KRTAP5-6",1.55,847,0.0314706100914022,1.85960649184645
"LINC01001",1.55,848,0.0315077654752174,1.85908189628703
"LINC01574",1.55,849,0.0315449208590325,1.85855781184948
"LOC100288778",1.55,850,0.0315820762428476,1.8580342373951
"LOC101928659",1.55,851,0.0316192316266627,1.8575111717891
"LOC91450",1.55,852,0.0316563870104778,1.85698861390052
"MIR105-2",1.55,853,0.0316935423942929,1.85646656260227
"MIR1295B",1.55,854,0.031730697778108,1.85594501677108
"MIR30C1",1.55,855,0.0317678531619232,1.85542397528747
"MIR4426",1.55,856,0.0318050085457383,1.85490343703578
"MIR548AE1",1.55,857,0.0318421639295534,1.85438340090411
"MIR6715A",1.55,858,0.0318793193133685,1.85386386578432
"MIR6841",1.55,859,0.0319164746971836,1.85334483057202
"MIR6877",1.55,860,0.0319536300809987,1.85282629416651
"MIR718",1.55,861,0.0319907854648139,1.85230825547084
"MIR8056",1.55,862,0.032027940848629,1.85179071339172
"MIR8070",1.55,863,0.0320650962324441,1.85127366683955
"MIR8089",1.55,864,0.0321022516162592,1.85075711472838
"MTSS1",1.55,865,0.0321394070000743,1.85024105597589
"NBPF1",1.55,866,0.0321765623838894,1.8497254895034
"OR11H12",1.55,867,0.0322137177677045,1.84921041423583
"PCBP1",1.55,868,0.0322508731515197,1.84869582910169
"PDLIM7",1.55,869,0.0322880285353348,1.84818173303307
"SNORA16B",1.55,870,0.0323251839191499,1.8476681249656
"SPTSSB",1.55,871,0.032362339302965,1.84715500383848
"SYNPR",1.55,872,0.0323994946867801,1.84664236859443
"TATDN1",1.55,873,0.0324366500705952,1.84613021817966
"VGF",1.55,874,0.0324738054544103,1.84561855154389
"XXYLT1-AS1",1.55,875,0.0325109608382255,1.84510736764034
"AMPD1",1.54,876,0.0325481162220406,1.84459666542566
"ATP9A",1.54,877,0.0325852716058557,1.84408644385997
"C1ORF194",1.54,878,0.0326224269896708,1.84357670190681
"CFL1",1.54,879,0.0326595823734859,1.84306743853316
"CH17-408M7.1",1.54,880,0.032696737757301,1.84255865270937
"CSH1",1.54,881,0.0327338931411161,1.84205034340921
"CT45A7",1.54,882,0.0327710485249313,1.84154250960981
"F8A1",1.54,883,0.0328082039087464,1.84103515029166
"GAS5-AS1",1.54,884,0.0328453592925615,1.84052826443858
"GDF15",1.54,885,0.0328825146763766,1.84002185103774
"GPRC5A",1.54,886,0.0329196700601917,1.83951590907962
"IGHV1OR15-1",1.54,887,0.0329568254440068,1.83901043755798
"LENG9",1.54,888,0.032993980827822,1.83850543546988
"LOC100287036",1.54,889,0.0330311362116371,1.83800090181565
"LOC101927746",1.54,890,0.0330682915954522,1.83749683559889
"MIR219B",1.54,891,0.0331054469792673,1.8369932358264
"MIR3943",1.54,892,0.0331426023630824,1.83649010150826
"MIR4420",1.54,893,0.0331797577468975,1.83598743165772
"MIR4436A",1.54,894,0.0332169131307126,1.83548522529125
"MIR4442",1.54,895,0.0332540685145278,1.8349834814285
"MIR4777",1.54,896,0.0332912238983429,1.8344821990923
"MIR6715B",1.54,897,0.033328379282158,1.83398137730864
"MIR6733",1.54,898,0.0333655346659731,1.83348101510662
"PAQR4",1.54,899,0.0334026900497882,1.83298111151852
"PMS2P7",1.54,900,0.0334398454336033,1.8324816655797
"PSMD7",1.54,901,0.0334770008174184,1.83198267632864
"RNU11",1.54,902,0.0335141562012336,1.83148414280691
"RPL18A",1.54,903,0.0335513115850487,1.83098606405915
"SNORA71B",1.54,904,0.0335884669688638,1.83048843913306
"SRGAP2D",1.54,905,0.0336256223526789,1.8299912670794
"SRSF3",1.54,906,0.033662777736494,1.82949454695196
"SYNPR-AS1",1.54,907,0.0336999331203091,1.82899827780756
"SYT12",1.54,908,0.0337370885041242,1.82850245870602
"TNFRSF12A",1.54,909,0.0337742438879394,1.82800708871018
"UBE2Q2L",1.54,910,0.0338113992717545,1.82751216688583
"UQCC3",1.54,911,0.0338485546555696,1.82701769230177
"ZFAS1",1.54,912,0.0338857100393847,1.82652366402973
