"gene","top1_density"
"FOXN3-AS2",0.97
"FOXN4",1.1
"FOXO1",1.14
"FOXO3",1.21
"FOXO3B",1.04
"FOXO4",1.01
"FOXO6",1.03
"FOXP1",1.17
"FOXP1-AS1",1.14
"FOXP2",1.07
"FOXP3",1.17
"FOXP4",1.16
"FOXP4-AS1",1.13
"FOXQ1",1.03
"FOXR1",1.04
"FOXR2",1.21
"FOXRED1",1.18
"FOXRED2",1.1
"FOXS1",1.06
"FPGS",1.11
"FPGT",1.12
"FPGT-TNNI3K",1.07
"FPR1",0.96
"FPR2",1.11
"FPR3",1.1
"FRA10AC1",1.1
"FRAS1",1.06
"FRAT1",1.07
"FRAT2",1.2
"FREM1",1.07
"FREM2",1.11
"FREM3",1.03
"FRG1",1.15
"FRG1BP",1.14
"FRG1CP",0
"FRG1DP",0
"FRG1HP",1
"FRG1JP",1.07
"FRG2",1.3
"FRG2B",1.09
"FRG2C",1.07
"FRG2DP",1
"FRG2EP",1.18
"FRG2KP",1.12
"FRGCA",0.76
"FRK",1.12
"FRMD1",1.02
"FRMD3",1.07
"FRMD4A",1.09
"FRMD4B",1.1
"FRMD5",1.09
"FRMD6",1.08
"FRMD6-AS1",1.08
"FRMD6-AS2",1.05
"FRMD7",1.09
"FRMD8",1.17
"FRMD8P1",1.02
"FRMPD1",1.06
"FRMPD2",1.11
"FRMPD2B",1.08
"FRMPD3",1.07
"FRMPD3-AS1",1.08
"FRMPD4",1.05
"FRRS1",1.05
"FRRS1L",1.08
"FRS2",1.23
"FRS3",1.03
"FRY",1.1
"FRY-AS1",1.16
"FRYL",1.15
"FRZB",1.09
"FSBP",1.15
"FSCB",1.05
"FSCN1",1.14
"FSCN2",1.36
"FSCN3",1.05
"FSD1",1.1
"FSD1L",1.1
"FSD2",1.11
"FSHB",1.07
"FSHR",1.09
"FSIP1",1.12
"FSIP2",1.07
"FSIP2-AS1",0.95
"FST",1.22
"FSTL1",1.06
"FSTL3",1.12
"FSTL4",1.09
"FSTL5",1.08
"FTCD",1.05
"FTCDNL1",1.07
"FTH1",1.49
"FTH1P18",0.84
"FTH1P3",1.04
"FTHL17",1.12
"FTL",1.13
"FTLP10",1.06
"FTMT",1.14
"FTO",1.08
"FTO-IT1",1.32
"FTSJ1",1.14
"FTSJ3",1.25
"FTX",1.1
"FUBP1",1.34
"FUBP3",1.14
"FUCA1",1.1
"FUCA2",1.14
"FUK",1.14
"FUNDC1",1.11
"FUNDC2",1.16
"FUNDC2P2",1.18
"FUOM",0.94
"FURIN",1.22
"FUS",1.4
"FUT1",1.04
"FUT10",1.08
"FUT11",1.25
"FUT2",1.03
"FUT3",1.11
"FUT4",1.16
"FUT5",1.17
"FUT6",1.12
"FUT7",1.11
"FUT8",1.23
"FUT8-AS1",1.59
"FUT9",1.13
"FUZ",0.98
"FXN",1.13
"FXR1",1.18
"FXR2",1.07
"FXYD1",1.14
"FXYD2",1.07
"FXYD3",1.42
"FXYD4",0.93
"FXYD5",1.05
"FXYD6",0.98
"FXYD6-FXYD2",1.01
"FXYD7",1.05
"FYB",1.1
"FYCO1",1.09
"FYN",1.06
"FYTTD1",1.08
"FZD1",0.97
"FZD10",0.98
"FZD10-AS1",1.11
"FZD2",1.07
"FZD3",1.14
"FZD4",1.29
"FZD5",1.14
"FZD6",1.23
"FZD7",1.38
"FZD8",0.85
"FZD9",1.03
"FZR1",1.08
"G0S2",1.18
"G2E3",1.18
"G3BP1",1.22
"G3BP2",1.17
"G6PC",1.02
"G6PC2",1.12
"G6PC3",1.06
"G6PD",1.28
"GAA",1.06
"GAB1",1.14
"GAB2",1.1
"GAB3",1.08
"GAB4",1.04
"GABARAP",1.43
"GABARAPL1",1.06
"GABARAPL2",1.11
"GABARAPL3",1.16
"GABBR1",1.03
"GABBR2",1.09
"GABPA",1.1
"GABPB1",1.17
"GABPB1-AS1",1.33
"GABPB2",1.13
"GABRA1",1.07
"GABRA2",1.07
"GABRA3",1.08
"GABRA4",1.08
"GABRA5",1.05
"GABRA6",1.11
"GABRB1",1.05
"GABRB2",1.06
"GABRB3",1.05
"GABRD",1.08
"GABRE",1.02
"GABRG1",1.06
"GABRG2",1.05
"GABRG3",1.04
"GABRG3-AS1",1.11
"GABRP",1.03
"GABRQ",1.02
"GABRR1",1.04
"GABRR2",1.07
"GABRR3",1.15
"GACAT1",1.06
"GACAT2",1.03
"GACAT3",1.1
"GAD1",1.1
"GAD2",1.04
"GADD45A",1.13
"GADD45B",1.78
"GADD45G",1.87
"GADD45GIP1",1.56
"GADL1",1.05
"GAGE1",1.16
"GAGE10",1.04
"GAGE12B",1.05
"GAGE12C",1.05
"GAGE12D",1.05
"GAGE12F",1.01
"GAGE12G",1.01
"GAGE12I",1.01
"GAGE12J",1.14
"GAGE13",1.15
"GAGE2A",1.1
"GAGE2B",1.1
"GAGE2C",1.1
"GAGE2D",1.15
"GAGE2E",1.15
"GAGE4",1.01
"GAGE5",1.01
"GAGE6",1.01
"GAGE7",1.01
"GAGE8",1.15
"GAK",1.11
"GAL",1.15
"GAL3ST1",1.14
"GAL3ST2",1.06
"GAL3ST3",1.02
"GAL3ST4",0.99
"GALC",1.12
"GALE",1.15
"GALK1",1.18
"GALK2",1.1
"GALM",1.12
"GALNS",1.09
"GALNT1",1.08
"GALNT10",1.11
"GALNT11",1.13
"GALNT12",1.16
"GALNT13",1.07
"GALNT14",1.08
"GALNT15",1.08
"GALNT16",1.05
"GALNT18",1.06
"GALNT2",1.09
"GALNT3",1.16
"GALNT4",1.23
"GALNT5",1.04
"GALNT6",1.15
"GALNT7",1.12
"GALNT8",1.09
"GALNT9",1.06
"GALNTL5",1.08
"GALNTL6",1.08
"GALP",0.99
"GALR1",1.05
"GALR2",1.03
"GALR3",1
"GALT",1.13
"GAMT",0.97
"GAN",1.18
"GANAB",1.16
"GANC",1.08
"GAP43",1.06
"GAPDH",1.35
"GAPDHS",1.09
"GAPLINC",1.28
"GAPT",0.98
"GAPVD1",1.21
"GAR1",1.05
"GAREM1",1.16
"GAREM2",1.11
"GARNL3",1.12
"GARS",1.25
"GART",1.14
"GAS1",1.12
"GAS1RR",1.1
"GAS2",1.06
"GAS2L1",1.03
"GAS2L1P2",1.1
"GAS2L2",1.15
"GAS2L3",1.08
"GAS5",2.63
"GAS5-AS1",3.16
"GAS6",1.05
"GAS6-AS1",1
"GAS6-AS2",1.05
"GAS7",1.06
"GAS8",1.21
"GAS8-AS1",1.04
"GAST",1.19
"GATA1",1.04
"GATA2",1.1
"GATA2-AS1",1.03
"GATA3",3.31
"GATA3-AS1",1
"GATA4",1.11
"GATA5",1.01
"GATA6",1.2
"GATA6-AS1",1.02
"GATAD1",1.21
"GATAD2A",1.21
"GATAD2B",1.24
"GATB",1.05
"GATC",1.37
"GATM",1.08
"GATS",1.16
"GATSL2",1.14
"GATSL3",1.11
"GBA",1.13
"GBA2",1.15
"GBA3",1.05
"GBAP1",1.23
"GBAS",1.18
"GBAT2",1.21
"GBE1",1.09
"GBF1",1.15
"GBGT1",1
"GBP1",1.1
"GBP1P1",1.04
"GBP2",1.09
"GBP3",1.03
"GBP4",1.01
"GBP5",1.09
"GBP6",1.06
"GBP7",1.08
"GBX1",1.16
"GBX2",0.94
"GC",1.03
"GCA",1.07
"GCAT",1.46
"GCC1",0.99
"GCC2",1.14
"GCC2-AS1",1.19
"GCDH",0.94
"GCFC2",1.15
"GCG",1.1
"GCGR",1.01
"GCH1",1.16
"GCHFR",1.3
"GCK",1.08
"GCKR",1.13
"GCLC",1.19
"GCLM",1.1
"GCM1",1.08
"GCM2",1.26
"GCN1",1.21
"GCNA",1.15
"GCNT1",1.11
"GCNT2",1.08
"GCNT3",1.13
"GCNT4",1.05
"GCNT7",1.15
"GCOM1",1.1
"GCSAM",1.1
"GCSAML",1.13
"GCSAML-AS1",1.07
"GCSH",1.12
"GCSHP3",0.98
"GDA",1.05
"GDAP1",1.06
"GDAP1L1",1.11
"GDAP2",1.13
"GDE1",1.11
"GDF1",1.16
"GDF10",1.02
"GDF11",1.2
"GDF15",1.72
"GDF2",0.99
"GDF3",0.97
"GDF5",1.13
"GDF6",1.06
"GDF7",1.17
"GDF9",0.97
"GDI1",0.99
"GDI2",1.33
"GDNF",1.1
"GDNF-AS1",1.17
"GDPD1",1.09
"GDPD2",0.96
"GDPD3",1.13
"GDPD4",1.11
"GDPD5",1.12
"GDPGP1",1.03
"GEM",1.11
"GEMIN2",1.16
"GEMIN4",1.09
"GEMIN5",1.1
"GEMIN6",1.22
"GEMIN7",1.08
"GEMIN8",1.11
"GEMIN8P4",1.03
"GEN1",1.1
"GET4",1.15
"GFAP",1.03
"GFER",1.26
"GFI1",1.07
"GFI1B",1.08
"GFM1",1.37
"GFM2",1.14
"GFOD1",1.1
"GFOD2",1.17
"GFPT1",1.24
"GFPT2",1.12
"GFRA1",1.32
"GFRA2",1.07
"GFRA3",1.1
"GFRA4",1.08
"GFRAL",1.06
"GFY",1.22
"GGA1",1.11
"GGA2",1.2
"GGA3",1.12
"GGACT",1.11
"GGCT",1.13
"GGCX",1.37
"GGH",1.1
"GGN",1.18
"GGNBP1",1.07
"GGNBP2",1.17
"GGPS1",1.22
"GGT1",1.03
"GGT3P",1.09
"GGT5",1.02
"GGT6",1.04
"GGT7",1.07
"GGT8P",1.1
"GGTA1P",1.14
"GGTLC1",1.17
"GGTLC2",1.14
"GH1",0.81
"GH2",0.98
"GHDC",1.02
"GHET1",1.3
"GHITM",1.16
"GHR",1.08
"GHRH",1.31
"GHRHR",1.11
"GHRL",1.41
"GHRLOS",1.32
"GHSR",1.09
"GID4",1.13
"GID8",1.19
"GIF",1.03
"GIGYF1",1.1
"GIGYF2",1.16
"GIMAP1",1.13
"GIMAP1-GIMAP5",1.07
"GIMAP2",0.93
"GIMAP4",1.07
"GIMAP5",1.1
"GIMAP6",1.17
"GIMAP7",1.07
"GIMAP8",1.08
"GIMD1",1
"GIN1",1.03
"GINM1",1.1
"GINS1",1.18
"GINS2",1.67
"GINS3",1.18
"GINS4",1.18
"GIP",1.06
"GIPC1",1.14
"GIPC2",1.05
"GIPC3",1.02
"GIPR",1.12
"GIT1",1.14
"GIT2",1.07
"GJA1",1.11
"GJA10",1.31
"GJA3",1.07
"GJA4",1.13
"GJA5",1.11
"GJA8",1.07
"GJA9",1.15
"GJA9-MYCBP",1.13
"GJB1",1.04
"GJB2",1.05
"GJB3",1.1
"GJB4",1.07
"GJB5",1.19
"GJB6",1.23
"GJB7",1.08
"GJC1",1.08
"GJC2",1.16
"GJC3",1.13
"GJD2",0.99
"GJD3",1.12
"GJD4",1.09
"GK",1.08
"GK2",0.95
"GK3P",1.11
"GK5",1.12
"GKAP1",1.14
"GKN1",1.1
"GKN2",1.11
"GLA",1.32
"GLB1",1.13
"GLB1L",1.09
"GLB1L2",1.03
"GLB1L3",1.05
"GLCCI1",1.14
"GLCE",1.1
"GLDC",1.12
"GLDN",1.13
"GLE1",1.13
"GLG1",1.18
"GLI1",1.03
"GLI2",1.08
"GLI3",1.14
"GLI4",1.27
"GLIDR",1.09
"GLIPR1",1.19
"GLIPR1L1",1.1
"GLIPR1L2",1.14
"GLIPR2",1.09
"GLIS1",1.07
"GLIS2",1.15
"GLIS2-AS1",1.29
"GLIS3",1.09
"GLIS3-AS1",1.06
"GLMN",1.11
"GLMP",1.15
"GLO1",1.13
"GLOD4",1.12
"GLOD5",1.06
"GLP1R",1.09
"GLP2R",1.04
"GLRA1",1.05
"GLRA2",1.07
"GLRA3",1.17
"GLRA4",1.11
"GLRB",1.09
"GLRX",0.98
"GLRX2",1.05
"GLRX3",1.13
"GLRX5",1.07
"GLS",1.24
"GLS2",1.28
"GLT1D1",1.1
"GLT6D1",1.16
"GLT8D1",1.35
"GLT8D2",1.08
"GLTP",1.06
"GLTPD2",1.32
"GLTSCR1",1.15
"GLTSCR1L",1.18
"GLTSCR2",1.14
"GLTSCR2-AS1",1.3
"GLUD1",1.22
"GLUD1P3",0.98
"GLUD1P7",1.14
"GLUD2",0.94
"GLUL",1.12
"GLYAT",1.05
"GLYATL1",1.07
"GLYATL2",1.07
"GLYATL3",1.12
"GLYCAM1",1.04
"GLYCTK",1.06
"GLYCTK-AS1",0.89
"GLYR1",1.1
"GM2A",1.05
"GMCL1",1.12
"GMCL1P1",1.16
"GMDS",1.1
"GMDS-AS1",1.08
"GMEB1",1.11
"GMEB2",1.08
"GMFB",1.03
"GMFG",1.23
"GMIP",1.19
"GML",1.08
"GMNC",1.07
"GMNN",1.59
"GMPPA",1.1
"GMPPB",1.08
"GMPR",1.05
"GMPR2",1.29
"GMPS",1.31
"GNA11",1.06
"GNA12",1.19
"GNA13",1.21
"GNA14",1.1
"GNA14-AS1",1.13
"GNA15",1.07
"GNAI1",1.06
"GNAI2",1.09
"GNAI3",1.17
"GNAL",1.08
"GNAO1",1.05
"GNAQ",1.2
"GNAS",1.13
"GNAS-AS1",1.12
"GNAT1",1.11
"GNAT2",1.37
"GNAT3",1.08
"GNAZ",1.04
"GNB1",1.18
"GNB1L",1.11
"GNB2",1.04
"GNB3",1.29
"GNB4",1.17
"GNB5",1.11
"GNE",1.13
"GNG10",1.16
"GNG11",1.3
"GNG12",1.09
"GNG12-AS1",1.06
"GNG13",1.16
"GNG2",1.11
"GNG3",1.44
"GNG4",1.09
"GNG5",1.45
"GNG7",1.1
"GNG8",0.74
"GNGT1",1.03
"GNGT2",0.91
"GNL1",1.11
"GNL2",1.17
"GNL3",1.2
"GNL3L",1.22
"GNLY",0.96
"GNMT",1.29
"GNPAT",1.1
"GNPDA1",1.12
"GNPDA2",1.12
"GNPNAT1",1.3
"GNPTAB",1.13
"GNPTG",1.12
"GNRH1",1.26
"GNRH2",1.1
"GNRHR",1.01
"GNRHR2",1.4
"GNS",1.07
"GOLGA1",1.08
"GOLGA2",1.16
"GOLGA2P10",1.11
"GOLGA2P11",1.16
"GOLGA2P5",1.05
"GOLGA2P6",0.93
"GOLGA2P7",1.08
"GOLGA2P9",0.98
"GOLGA3",1.11
"GOLGA4",1.17
"GOLGA5",1.13
"GOLGA6A",0.98
"GOLGA6B",1.01
"GOLGA6C",1
"GOLGA6D",0.99
"GOLGA6L1",1.1
"GOLGA6L10",1.1
"GOLGA6L17P",1.04
"GOLGA6L2",1.08
"GOLGA6L22",1.05
"GOLGA6L3",1.04
"GOLGA6L4",1.1
"GOLGA6L5P",1.11
"GOLGA6L6",0.98
"GOLGA6L7P",1.09
"GOLGA6L9",1.02
"GOLGA7",1.07
"GOLGA7B",1.14
"GOLGA8A",1.06
"GOLGA8B",1.08
"GOLGA8CP",1.06
"GOLGA8DP",1.04
"GOLGA8EP",1.13
"GOLGA8F",1.06
"GOLGA8G",1.05
"GOLGA8H",1.12
"GOLGA8IP",1.05
"GOLGA8J",1.03
"GOLGA8K",1.11
"GOLGA8M",1.12
"GOLGA8N",1.11
"GOLGA8O",1
"GOLGA8R",1.01
"GOLGA8S",1.05
"GOLGA8T",1.22
"GOLGB1",1.13
"GOLIM4",1.07
"GOLM1",1.18
"GOLPH3",1.29
"GOLPH3L",1.17
"GOLT1A",1.15
"GOLT1B",1.12
"GON4L",1.13
"GON7",1.2
"GOPC",1.15
"GORAB",1.15
"GORASP1",1.13
"GORASP2",1.16
"GOSR1",1.14
"GOSR2",1.13
"GOT1",1.06
"GOT1L1",1.07
"GOT2",1.14
"GP1BA",1.38
"GP1BB",1.04
"GP2",1.09
"GP5",1.03
"GP6",1.06
"GP9",1.03
"GPA33",1.09
"GPAA1",1.33
"GPALPP1",1.1
"GPAM",1.01
"GPANK1",1.22
"GPAT2",1.07
"GPAT3",1.12
"GPAT4",1.16
"GPATCH1",1.13
"GPATCH11",1.1
"GPATCH2",1.14
"GPATCH2L",1.05
"GPATCH3",1.11
"GPATCH4",1.23
"GPATCH8",1.16
"GPBAR1",1.18
"GPBP1",1.25
"GPBP1L1",1.16
"GPC1",1.06
"GPC2",0.95
"GPC3",1.06
"GPC4",1.13
"GPC5",1.06
"GPC5-AS1",1.07
"GPC5-AS2",1.09
"GPC6",1.07
"GPC6-AS1",1.03
"GPC6-AS2",1.03
"GPCPD1",1.21
"GPD1",1.14
"GPD1L",1.11
"GPD2",1.16
"GPER1",1.14
"GPHA2",0.94
"GPHB5",1.12
"GPHN",1.11
"GPI",1.14
"GPIHBP1",0.99
"GPKOW",1.05
"GPLD1",1.12
"GPM6A",1.09
"GPM6B",1.06
"GPN1",1.14
"GPN2",1.09
"GPN3",1.14
"GPNMB",1.09
"GPR1",1.12
"GPR1-AS",1.1
"GPR101",1.1
"GPR107",1.16
"GPR108",1.05
"GPR119",1.34
"GPR12",1.13
"GPR132",1.23
"GPR135",1.06
"GPR137",1.12
"GPR137B",1.1
"GPR137C",1.09
"GPR139",1.05
"GPR141",1.08
"GPR142",0.93
"GPR143",1.05
"GPR146",1.05
"GPR148",1.34
"GPR149",1.05
"GPR15",1.16
"GPR150",0.89
"GPR151",1.88
"GPR152",0.92
"GPR153",1.01
"GPR155",1.15
"GPR156",1.08
"GPR157",1.13
"GPR158",1.09
"GPR158-AS1",1.08
"GPR160",1.23
"GPR161",1.09
"GPR162",0.98
"GPR17",1.02
"GPR171",1.1
"GPR173",1.09
"GPR174",0.91
"GPR176",1.07
"GPR179",1.14
"GPR18",1.02
"GPR180",1.16
"GPR182",0.99
"GPR183",1.1
"GPR19",1.15
"GPR20",1.05
"GPR21",1.13
"GPR22",1.13
"GPR25",1.06
"GPR26",1.1
"GPR27",1.03
"GPR3",1.06
"GPR31",1.21
"GPR32",0.88
"GPR33",1.08
"GPR34",1.1
"GPR35",1.1
"GPR37",1.13
"GPR37L1",1.17
"GPR39",1.06
"GPR4",1.03
"GPR45",1.03
"GPR50",1.02
"GPR50-AS1",0.91
"GPR52",1.08
"GPR55",1.07
"GPR6",1.05
"GPR61",1.05
"GPR62",0.96
"GPR63",1.07
"GPR65",1.04
"GPR68",0.97
"GPR75",1.39
"GPR75-ASB3",1.14
"GPR78",1.04
"GPR82",1.15
"GPR83",1.12
"GPR84",0.97
"GPR85",1.28
"GPR87",1.12
"GPR88",1.21
"GPR89A",1.06
"GPR89B",1.07
"GPRASP1",1.04
"GPRASP2",1.09
"GPRC5A",2.11
"GPRC5B",1.05
"GPRC5C",1.14
"GPRC5D",1.36
"GPRC6A",1.06
"GPRIN1",1.09
"GPRIN2",1.12
"GPRIN3",1.09
"GPS1",1.22
"GPS2",1.83
"GPSM1",1.09
"GPSM2",1.24
"GPSM3",1.18
"GPT",1.08
"GPT2",1.08
"GPX1",1.4
"GPX2",1.24
"GPX3",1.16
"GPX4",1.13
"GPX5",1.08
"GPX6",1.08
"GPX7",1.12
"GPX8",1.08
"GRAMD1A",1.22
"GRAMD1B",1.04
"GRAMD1C",1.1
"GRAMD2",1.16
"GRAMD3",1.09
"GRAMD4",1.05
"GRAP",1.05
"GRAP2",1.06
"GRAPL",1.09
"GRASP",0.91
"GRB10",1.1
"GRB14",1.14
"GRB2",1.27
"GRB7",1.11
"GREB1",1.79
"GREB1L",1.16
"GREM1",1.04
"GREM2",1.1
"GRHL1",1.21
"GRHL2",1.33
"GRHL3",1.1
"GRHPR",1.16
"GRIA1",1.06
"GRIA2",1.09
"GRIA3",1.07
"GRIA4",1.07
"GRID1",1.06
"GRID1-AS1",1.11
"GRID2",1.06
"GRID2IP",1.06
"GRIFIN",0.9
"GRIK1",1.08
"GRIK1-AS1",1.04
"GRIK1-AS2",1.06
"GRIK2",1.06
"GRIK3",1.07
"GRIK4",1.06
"GRIK5",1.13
"GRIN1",1.1
"GRIN2A",1.08
"GRIN2B",1.06
"GRIN2C",1.09
"GRIN2D",1.11
"GRIN3A",1.08
"GRIN3B",1.09
"GRINA",0.97
"GRIP1",1.08
"GRIP2",1.1
"GRIPAP1",1.17
"GRK1",1
"GRK2",1.13
"GRK3",1.08
"GRK4",1.09
"GRK5",1.06
"GRK6",1.26
"GRK6P1",0.99
"GRK7",1.09
"GRM1",1.07
"GRM2",1.04
"GRM3",1.03
"GRM4",1.07
"GRM5",1.07
"GRM5-AS1",1.11
"GRM6",1.05
"GRM7",1.05
"GRM7-AS1",1.05
"GRM7-AS2",0.96
"GRM7-AS3",1.04
"GRM8",1.06
"GRN",0.98
"GRP",1.08
"GRPEL1",1.03
"GRPEL2",1.17
"GRPEL2-AS1",1.16
"GRPR",1.05
"GRSF1",1.22
"GRTP1",1.11
"GRTP1-AS1",1.1
"GRWD1",1.11
"GRXCR1",1.06
"GRXCR2",1
"GS1-124K5.11",1.18
"GS1-124K5.4",1.01
"GS1-24F4.2",1.12
"GS1-259H13.2",1.07
"GS1-279B7.1",1.19
"GS1-594A7.3",1.08
"GS1-600G8.3",1.08
"GSAP",1.11
"GSC",1.15
"GSC2",1.04
"GSDMA",1.07
"GSDMB",1.13
"GSDMC",1.13
"GSDMD",1.17
"GSE1",1.4
"GSG1",1.04
"GSG1L",1.07
"GSG1L2",1.04
"GSG2",1.3
"GSK3A",1.23
"GSK3B",1.2
"GSKIP",1.05
"GSN",1.08
"GSN-AS1",1.02
"GSPT1",1.31
"GSPT2",1.08
"GSR",1.19
"GSS",1.06
"GSTA1",1.01
"GSTA2",1
"GSTA3",1.03
"GSTA4",1.19
"GSTA5",0.98
"GSTA7P",1.02
"GSTCD",1.14
"GSTK1",1.14
"GSTM1",1.04
"GSTM2",1.06
"GSTM2P1",0.87
"GSTM3",1.12
"GSTM4",1.24
"GSTM5",1.18
"GSTO1",1.08
"GSTO2",1.14
"GSTP1",1.16
"GSTT2",0.95
"GSTT2B",0.94
"GSTTP1",0.99
"GSTTP2",1.12
"GSTZ1",1.18
"GSX1",1.13
"GSX2",1.22
"GTDC1",1.09
"GTF2A1",1.17
"GTF2A1L",1.09
"GTF2A2",1.07
"GTF2B",1.1
"GTF2E1",1.08
"GTF2E2",1.19
"GTF2F1",1.07
"GTF2F2",1.13
"GTF2H1",1.22
"GTF2H2",1.18
"GTF2H2B",1.23
"GTF2H2C",1.17
"GTF2H2C_2",1.17
"GTF2H3",1.18
"GTF2H4",1.13
"GTF2H5",1.06
"GTF2I",1.26
"GTF2IP1",1.14
"GTF2IP12",1.11
"GTF2IP20",1.05
"GTF2IP23",1.07
"GTF2IP4",1.12
"GTF2IP7",1.15
"GTF2IRD1",1.16
"GTF2IRD1P1",1.12
"GTF2IRD2",1.16
"GTF2IRD2B",1.21
"GTF3A",1.23
"GTF3C1",1.11
"GTF3C2",1.31
"GTF3C2-AS1",1.3
"GTF3C3",1.1
"GTF3C4",1.2
"GTF3C5",1.06
"GTF3C6",1.25
"GTPBP1",1.1
"GTPBP10",1.06
"GTPBP2",1.24
"GTPBP3",1.11
"GTPBP4",1.35
"GTPBP6",1.21
"GTPBP8",1.23
"GTSCR1",1.04
"GTSE1",1.16
"GTSE1-AS1",1.21
"GTSF1",1.15
"GTSF1L",0.95
"GUCA1A",1.07
"GUCA1B",1.17
"GUCA1C",1.08
"GUCA2A",0.82
"GUCA2B",1.15
"GUCD1",1.12
"GUCY1A2",1.05
"GUCY1A3",1.07
"GUCY1B2",1.08
"GUCY1B3",1.12
"GUCY2C",1.09
"GUCY2D",1.04
"GUCY2EP",1.06
"GUCY2F",1.03
"GUCY2GP",1.07
"GUF1",1.13
"GUK1",1.03
"GULP1",1.11
"GUSB",1.14
"GUSBP1",1.11
"GUSBP10",1.06
"GUSBP11",1.06
"GUSBP2",1.08
"GUSBP3",1.12
"GUSBP4",1.05
"GUSBP5",0.94
"GUSBP9",1.12
"GVINP1",1.07
"GVQW2",1.08
"GXYLT1",1.16
"GXYLT1P3",1.08
"GXYLT2",1.09
"GYG1",1.13
"GYG2",1.09
"GYPA",1.06
"GYPB",1.1
"GYPC",1.1
"GYPE",1.06
"GYS1",1.08
"GYS2",1.09
"GZF1",1.15
"GZMA",1.14
"GZMB",1.18
"GZMH",1
"GZMK",0.98
"GZMM",1.09
"H19",1.07
"H1F0",1.56
"H1FNT",1.06
"H1FOO",1.18
"H1FX",1.43
"H1FX-AS1",0.98
"H2AFB1",0.83
"H2AFB2",0.88
"H2AFJ",1.76
"H2AFV",1.25
"H2AFX",1.65
"H2AFY",1.11
"H2AFY2",1.12
"H2AFZ",1.43
"H2BFM",1.1
"H2BFWT",0.79
"H2BFXP",1.09
"H3F3A",1.34
"H3F3AP4",1.34
"H3F3B",2.88
"H3F3C",1.19
"H6PD",1.09
"HAAO",1.16
"HABP2",1.09
"HABP4",1.1
"HACD1",1.15
"HACD2",1.19
"HACD3",1.18
"HACD4",1.08
"HACE1",1.12
"HACL1",1.14
"HADH",1.1
"HADHA",1.15
"HADHB",1.11
"HAGH",1.17
"HAGHL",1.09
"HAGLR",1.11
"HAGLROS",1.27
"HAL",1
"HAMP",1.58
"HAND1",1
"HAND2",0.93
"HAND2-AS1",1.12
"HAO1",1.1
"HAO2",1.15
"HAO2-IT1",1.19
"HAP1",1.05
"HAPLN1",1.09
"HAPLN2",1.21
"HAPLN3",1.12
"HAPLN4",1.09
"HAR1A",1
"HAR1B",1.07
"HARBI1",1.1
"HARS",1.17
"HARS2",0.89
"HAS1",1.01
"HAS2",1.11
"HAS2-AS1",1.37
"HAS3",1.14
"HAT1",1.15
"HAUS1",1.14
"HAUS2",1.17
"HAUS3",1.14
"HAUS4",1.25
"HAUS5",1.16
"HAUS6",1.19
"HAUS7",1.08
"HAUS8",1.22
"HAVCR1",1.11
"HAVCR1P1",1.25
"HAVCR2",1.12
"HAX1",0.99
"HBA1",1.27
"HBA2",1.28
"HBB",1.12
"HBBP1",1.06
"HBD",1.14
"HBE1",1.4
"HBEGF",1.15
"HBG1",1.11
"HBG2",1.06
"HBM",1.01
"HBP1",1.19
"HBQ1",0.82
"HBS1L",1.15
"HBZ",1.08
"HCAR1",0.97
"HCAR2",1.13
"HCAR3",1.22
"HCCAT5",1.08
"HCCS",1.1
"HCFC1",1.11
"HCFC1-AS1",1.19
"HCFC1R1",2.36
"HCFC2",1.16
"HCG11",1.21
"HCG14",1.74
"HCG16",1.05
"HCG17",1.11
"HCG18",1.13
"HCG20",1.21
"HCG2040054",1.19
"HCG21",1.04
"HCG22",1.09
"HCG23",1.17
"HCG24",1.18
"HCG25",1.22
"HCG26",1.06
"HCG27",1.16
"HCG4",0.99
"HCG4B",0.97
"HCG8",0.97
"HCG9",1.15
"HCK",1.1
"HCLS1",1.17
"HCN1",1.07
"HCN2",1.1
"HCN3",1.09
"HCN4",1.07
"HCP5",1.04
"HCP5B",1.08
"HCRT",1.35
"HCRTR1",1.16
"HCRTR2",1.08
"HCST",0.9
"HDAC1",1.23
"HDAC10",1.16
"HDAC11",1.1
"HDAC11-AS1",1.06
"HDAC2",1.26
"HDAC3",1.02
"HDAC4",1.09
"HDAC5",1.07
"HDAC6",0.99
"HDAC7",1.14
"HDAC8",1.09
"HDAC9",1.07
"HDC",1.05
"HDDC2",1.12
"HDDC3",1.69
"HDGF",1.19
"HDGFL1",1.04
"HDGFRP2",1.04
"HDGFRP3",1.15
"HDHD2",1.1
"HDHD3",1.26
"HDLBP",1.19
"HDX",1.04
"HEATR1",1.15
"HEATR3",1.15
"HEATR4",1.06
"HEATR5A",1.13
"HEATR5B",1.11
"HEATR6",1.02
"HEATR9",1.13
"HEBP1",1.05
"HEBP2",1.09
"HECA",1.12
"HECTD1",1.25
"HECTD2",1.06
"HECTD2-AS1",1.05
"HECTD3",1
"HECTD4",1.15
"HECW1",1.08
"HECW1-IT1",1.08
"HECW2",1.07
"HEG1",1.08
"HEIH",1.05
"HELB",1.02
"HELLS",1.17
"HELQ",1.13
"HELT",1
"HELZ",1.14
"HELZ2",1.08
"HEMGN",1.02
"HEMK1",1.05
"HENMT1",1.09
"HEPACAM",1.11
"HEPACAM2",1.11
"HEPH",1.04
