"gene","top1cc_density"
"FLJ46906",1.18
"FLNA",1.28
"FLNB",1.17
"FLNB-AS1",1.15
"FLNC",1.2
"FLOT1",1.43
"FLOT2",1.31
"FLRT1",1.21
"FLRT2",1.19
"FLRT3",1.09
"FLT1",1.15
"FLT3",1.15
"FLT3LG",1.32
"FLT4",1.23
"FLVCR1",1.09
"FLVCR1-AS1",1.32
"FLVCR2",1.26
"FLYWCH1",1.22
"FLYWCH2",1.18
"FMC1",1.13
"FMN1",1.13
"FMN2",1.13
"FMNL1",1.14
"FMNL2",1.17
"FMNL3",1.24
"FMO1",1.21
"FMO2",1.2
"FMO3",1.15
"FMO4",1.41
"FMO5",1.28
"FMO6P",1.19
"FMO9P",1.19
"FMOD",1.45
"FMR1",1.11
"FMR1-AS1",1.01
"FMR1NB",1.12
"FN1",1.2
"FN3K",1.29
"FN3KRP",1.24
"FNBP1",1.28
"FNBP1L",1.1
"FNBP4",1.3
"FNDC1",1.12
"FNDC10",1.03
"FNDC11",1.31
"FNDC3A",1.11
"FNDC3B",1.35
"FNDC4",1.42
"FNDC5",1.14
"FNDC7",1.36
"FNDC8",1.24
"FNDC9",1.28
"FNIP1",1.15
"FNIP2",1.18
"FNTA",1.05
"FNTB",1.29
"FOCAD",1.1
"FOCAD-AS1",1.32
"FOLH1",1.18
"FOLH1B",1.07
"FOLR1",1.19
"FOLR2",1.1
"FOLR3",1.16
"FOPNL",1.18
"FOS",3.07
"FOSB",1.94
"FOSL1",1.52
"FOSL2",1.5
"FOXA1",2.03
"FOXA2",1.24
"FOXA3",1.21
"FOXB1",1.31
"FOXB2",0.97
"FOXC1",1.3
"FOXC2",1.03
"FOXC2-AS1",1.24
"FOXCUT",1.5
"FOXD1",1.17
"FOXD2",1.22
"FOXD2-AS1",1.24
"FOXD3",1.17
"FOXD3-AS1",1.27
"FOXD4",1.42
"FOXD4L1",1.31
"FOXD4L3",1.36
"FOXD4L4",1.62
"FOXD4L5",1.3
"FOXD4L6",1.41
"FOXE1",1.22
"FOXE3",0.93
"FOXF1",1.39
"FOXF2",1.08
"FOXG1",1.11
"FOXG1-AS1",1.13
"FOXH1",1.2
"FOXI1",1.16
"FOXI2",1.17
"FOXI3",1.1
"FOXJ1",1.12
"FOXJ2",1.18
"FOXJ3",1.17
"FOXK1",1.3
"FOXK2",1.24
"FOXL1",1.31
"FOXL2",1.18
"FOXL2NB",1.26
"FOXM1",1.25
"FOXN1",1.29
"FOXN2",1.13
"FOXN3",1.23
"FOXN3-AS1",1.27
"FOXN3-AS2",1.31
"FOXN4",1.27
"FOXO1",1.17
"FOXO3",1.22
"FOXO3B",1.21
"FOXO4",1.13
"FOXO6",1.21
"FOXP1",1.2
"FOXP1-AS1",1.14
"FOXP2",1.15
"FOXP3",1.15
"FOXP4",1.25
"FOXP4-AS1",1.14
"FOXQ1",1.17
"FOXR1",1.41
"FOXR2",1.05
"FOXRED1",1.1
"FOXRED2",1.27
"FOXS1",1.23
"FPGS",1.21
"FPGT",1.11
"FPGT-TNNI3K",1.12
"FPR1",1.15
"FPR2",1.13
"FPR3",1.18
"FRA10AC1",1.12
"FRAS1",1.16
"FRAT1",1.2
"FRAT2",1.04
"FREM1",1.12
"FREM2",1.14
"FREM3",1.15
"FRG1",1.11
"FRG1BP",1.25
"FRG1CP",1.22
"FRG1DP",1.32
"FRG1HP",1.26
"FRG1JP",1.21
"FRG2",1.36
"FRG2B",1.43
"FRG2C",1.2
"FRG2DP",1.08
"FRG2EP",1.25
"FRG2KP",1.2
"FRGCA",0.98
"FRK",1.18
"FRMD1",1.09
"FRMD3",1.21
"FRMD4A",1.23
"FRMD4B",1.18
"FRMD5",1.12
"FRMD6",1.21
"FRMD6-AS1",1.21
"FRMD6-AS2",1.21
"FRMD7",1.16
"FRMD8",1.31
"FRMD8P1",1.08
"FRMPD1",1.14
"FRMPD2",1.19
"FRMPD2B",1.33
"FRMPD3",1.14
"FRMPD3-AS1",1.16
"FRMPD4",1.1
"FRRS1",1.1
"FRRS1L",1.19
"FRS2",1.26
"FRS3",1.13
"FRY",1.15
"FRY-AS1",1.14
"FRYL",1.11
"FRZB",1.1
"FSBP",1.09
"FSCB",1.26
"FSCN1",1.26
"FSCN2",1.32
"FSCN3",1.11
"FSD1",1.2
"FSD1L",1.19
"FSD2",1.24
"FSHB",1.1
"FSHR",1.15
"FSIP1",1.16
"FSIP2",1.14
"FSIP2-AS1",1.09
"FST",1.2
"FSTL1",1.23
"FSTL3",1.18
"FSTL4",1.19
"FSTL5",1.11
"FTCD",1.31
"FTCDNL1",1.15
"FTH1",1.48
"FTH1P18",1.07
"FTH1P3",1.52
"FTHL17",0.8
"FTL",1.37
"FTLP10",1.16
"FTMT",1.05
"FTO",1.11
"FTO-IT1",1.18
"FTSJ1",1.11
"FTSJ3",1.4
"FTX",1.12
"FUBP1",1.18
"FUBP3",1.22
"FUCA1",1.21
"FUCA2",1.17
"FUK",1.4
"FUNDC1",1.1
"FUNDC2",1.1
"FUNDC2P2",1.29
"FUOM",1.14
"FURIN",1.33
"FUS",1.42
"FUT1",1.17
"FUT10",1.12
"FUT11",1.24
"FUT2",1.26
"FUT3",1.17
"FUT4",1.16
"FUT5",1.15
"FUT6",1.29
"FUT7",1.39
"FUT8",1.21
"FUT8-AS1",1.41
"FUT9",1.13
"FUZ",1.22
"FXN",1.19
"FXR1",1.19
"FXR2",1.14
"FXYD1",1.17
"FXYD2",1.29
"FXYD3",1.34
"FXYD4",1.28
"FXYD5",1.24
"FXYD6",1.22
"FXYD6-FXYD2",1.24
"FXYD7",1.13
"FYB",1.15
"FYCO1",1.19
"FYN",1.18
"FYTTD1",1.27
"FZD1",1.22
"FZD10",1.23
"FZD10-AS1",1.25
"FZD2",1.08
"FZD3",1.09
"FZD4",1.19
"FZD5",1.18
"FZD6",1.23
"FZD7",1.17
"FZD8",1.16
"FZD9",1.25
"FZR1",1.18
"G0S2",1.07
"G2E3",1.21
"G3BP1",1.19
"G3BP2",1.13
"G6PC",1.16
"G6PC2",1.18
"G6PC3",1.21
"G6PD",1.19
"GAA",1.26
"GAB1",1.15
"GAB2",1.23
"GAB3",1.1
"GAB4",1.07
"GABARAP",1.12
"GABARAPL1",1.22
"GABARAPL2",1.35
"GABARAPL3",1.11
"GABBR1",1.14
"GABBR2",1.26
"GABPA",1.13
"GABPB1",1.43
"GABPB1-AS1",1.81
"GABPB2",1.48
"GABRA1",1.11
"GABRA2",1.08
"GABRA3",1.1
"GABRA4",1.08
"GABRA5",1.09
"GABRA6",1.15
"GABRB1",1.08
"GABRB2",1.1
"GABRB3",1.09
"GABRD",1.14
"GABRE",1.11
"GABRG1",1.1
"GABRG2",1.12
"GABRG3",1.09
"GABRG3-AS1",1.14
"GABRP",1.25
"GABRQ",1.11
"GABRR1",1.21
"GABRR2",1.14
"GABRR3",1.19
"GACAT1",1.16
"GACAT2",1.17
"GACAT3",1.24
"GAD1",1.16
"GAD2",1.18
"GADD45A",1.35
"GADD45B",1.24
"GADD45G",1.46
"GADD45GIP1",1.26
"GADL1",1.14
"GAGE1",1.49
"GAGE10",1.17
"GAGE12B",1.84
"GAGE12C",1.86
"GAGE12D",1.86
"GAGE12F",1.03
"GAGE12G",1.03
"GAGE12I",1.03
"GAGE12J",1.51
"GAGE13",1.6
"GAGE2A",1.83
"GAGE2B",1.83
"GAGE2C",1.83
"GAGE2D",1.6
"GAGE2E",1.6
"GAGE4",1.03
"GAGE5",1.03
"GAGE6",1.03
"GAGE7",1.03
"GAGE8",1.6
"GAK",1.18
"GAL",1.24
"GAL3ST1",1.28
"GAL3ST2",1.21
"GAL3ST3",1.25
"GAL3ST4",1.25
"GALC",1.2
"GALE",1.22
"GALK1",1.33
"GALK2",1.11
"GALM",1.23
"GALNS",1.48
"GALNT1",1.16
"GALNT10",1.2
"GALNT11",1.2
"GALNT12",1.24
"GALNT13",1.12
"GALNT14",1.21
"GALNT15",1.33
"GALNT16",1.24
"GALNT18",1.13
"GALNT2",1.18
"GALNT3",1.16
"GALNT4",1.26
"GALNT5",1.16
"GALNT6",1.31
"GALNT7",1.16
"GALNT8",1.14
"GALNT9",1.23
"GALNTL5",1.16
"GALNTL6",1.13
"GALP",1.19
"GALR1",1.02
"GALR2",1.19
"GALR3",1.08
"GALT",1.28
"GAMT",1.12
"GAN",1.32
"GANAB",1.35
"GANC",1.11
"GAP43",1.16
"GAPDH",1.45
"GAPDHS",1.27
"GAPLINC",1.27
"GAPT",1.15
"GAPVD1",1.16
"GAR1",1.22
"GAREM1",1.15
"GAREM2",1.42
"GARNL3",1.19
"GARS",1.17
"GART",1.16
"GAS1",1.49
"GAS1RR",1.18
"GAS2",1.11
"GAS2L1",1.26
"GAS2L1P2",1.22
"GAS2L2",1.18
"GAS2L3",1.17
"GAS5",1.41
"GAS5-AS1",1.54
"GAS6",1.17
"GAS6-AS1",1.18
"GAS6-AS2",1.25
"GAS7",1.21
"GAS8",1.38
"GAS8-AS1",1.23
"GAST",1.1
"GATA1",1.14
"GATA2",1.38
"GATA2-AS1",1.23
"GATA3",1.75
"GATA3-AS1",1.41
"GATA4",1.15
"GATA5",1.23
"GATA6",1.19
"GATA6-AS1",1.16
"GATAD1",1.24
"GATAD2A",1.31
"GATAD2B",1.3
"GATB",1.16
"GATC",1.32
"GATM",1.11
"GATS",1.33
"GATSL2",1.29
"GATSL3",1.46
"GBA",1.36
"GBA2",1.16
"GBA3",1.09
"GBAP1",1.33
"GBAS",1.19
"GBAT2",1.04
"GBE1",1.13
"GBF1",1.21
"GBGT1",1.13
"GBP1",1.17
"GBP1P1",1.2
"GBP2",1.09
"GBP3",1.14
"GBP4",1.09
"GBP5",1.07
"GBP6",1.11
"GBP7",1.09
"GBX1",1.17
"GBX2",1.3
"GC",1.06
"GCA",1.14
"GCAT",1.48
"GCC1",1.06
"GCC2",1.16
"GCC2-AS1",1.18
"GCDH",1.13
"GCFC2",1.14
"GCG",1.08
"GCGR",1.29
"GCH1",1.26
"GCHFR",1.13
"GCK",1.28
"GCKR",1.19
"GCLC",1.19
"GCLM",1.11
"GCM1",1.16
"GCM2",1.21
"GCN1",1.3
"GCNA",1.16
"GCNT1",1.21
"GCNT2",1.18
"GCNT3",1.09
"GCNT4",1.18
"GCNT7",1.34
"GCOM1",1.12
"GCSAM",1.15
"GCSAML",1.16
"GCSAML-AS1",1.24
"GCSH",1.37
"GCSHP3",1
"GDA",1.12
"GDAP1",1.12
"GDAP1L1",1.23
"GDAP2",1.18
"GDE1",1.25
"GDF1",1.28
"GDF10",1.25
"GDF11",1.25
"GDF15",1.54
"GDF2",1.33
"GDF3",1.1
"GDF5",1.2
"GDF6",1.16
"GDF7",1.28
"GDF9",1.11
"GDI1",1.12
"GDI2",1.33
"GDNF",1.17
"GDNF-AS1",1.12
"GDPD1",1.38
"GDPD2",1.06
"GDPD3",1.24
"GDPD4",1.23
"GDPD5",1.35
"GDPGP1",1.42
"GEM",1.18
"GEMIN2",1.21
"GEMIN4",1.16
"GEMIN5",1.18
"GEMIN6",1.06
"GEMIN7",1.12
"GEMIN8",1.07
"GEMIN8P4",1.27
"GEN1",1.14
"GET4",1.29
"GFAP",1.18
"GFER",1.19
"GFI1",1.07
"GFI1B",1.13
"GFM1",1.2
"GFM2",1.15
"GFOD1",1.17
"GFOD2",1.23
"GFPT1",1.17
"GFPT2",1.27
"GFRA1",1.19
"GFRA2",1.13
"GFRA3",1.23
"GFRA4",1.19
"GFRAL",1.12
"GFY",1.36
"GGA1",1.22
"GGA2",1.31
"GGA3",1.22
"GGACT",1.14
"GGCT",1.27
"GGCX",1.29
"GGH",1.13
"GGN",1.22
"GGNBP1",1.09
"GGNBP2",1.15
"GGPS1",1.22
"GGT1",1.19
"GGT3P",1.19
"GGT5",1.23
"GGT6",1.12
"GGT7",1.19
"GGT8P",1.16
"GGTA1P",1.2
"GGTLC1",1.13
"GGTLC2",1.18
"GH1",1.24
"GH2",1.11
"GHDC",1.16
"GHET1",1.19
"GHITM",1.15
"GHR",1.14
"GHRH",1.29
"GHRHR",1.22
"GHRL",1.24
"GHRLOS",1.26
"GHSR",1.24
"GID4",1.2
"GID8",1.25
"GIF",1.24
"GIGYF1",1.33
"GIGYF2",1.22
"GIMAP1",1.21
"GIMAP1-GIMAP5",1.17
"GIMAP2",1.17
"GIMAP4",1.14
"GIMAP5",1.12
"GIMAP6",1.16
"GIMAP7",1.1
"GIMAP8",1.14
"GIMD1",1.09
"GIN1",1.19
"GINM1",1.19
"GINS1",1.26
"GINS2",1.64
"GINS3",1.12
"GINS4",1.15
"GIP",1.24
"GIPC1",1.23
"GIPC2",1.16
"GIPC3",1.17
"GIPR",1.27
"GIT1",1.23
"GIT2",1.25
"GJA1",1.23
"GJA10",1.26
"GJA3",1.25
"GJA4",1.27
"GJA5",1.31
"GJA8",1.25
"GJA9",1.14
"GJA9-MYCBP",1.17
"GJB1",1.18
"GJB2",1.32
"GJB3",1.16
"GJB4",1.27
"GJB5",1.19
"GJB6",1.3
"GJB7",1.22
"GJC1",1.17
"GJC2",1.25
"GJC3",1.32
"GJD2",1.15
"GJD3",1.29
"GJD4",1.22
"GK",1.09
"GK2",1.24
"GK3P",1.21
"GK5",1.2
"GKAP1",1.18
"GKN1",1.19
"GKN2",1.14
"GLA",1.33
"GLB1",1.17
"GLB1L",1.29
"GLB1L2",1.15
"GLB1L3",1.11
"GLCCI1",1.2
"GLCE",1.19
"GLDC",1.14
"GLDN",1.41
"GLE1",1.23
"GLG1",1.35
"GLI1",1.3
"GLI2",1.21
"GLI3",1.22
"GLI4",1.27
"GLIDR",1.28
"GLIPR1",1.22
"GLIPR1L1",1.13
"GLIPR1L2",1.09
"GLIPR2",1.12
"GLIS1",1.2
"GLIS2",1.18
"GLIS2-AS1",1.17
"GLIS3",1.12
"GLIS3-AS1",1.05
"GLMN",1.11
"GLMP",1.39
"GLO1",1.18
"GLOD4",1.17
"GLOD5",1.1
"GLP1R",1.18
"GLP2R",1.17
"GLRA1",1.12
"GLRA2",1.09
"GLRA3",1.14
"GLRA4",1.2
"GLRB",1.12
"GLRX",1.23
"GLRX2",1.23
"GLRX3",1.22
"GLRX5",1.22
"GLS",1.13
"GLS2",1.22
"GLT1D1",1.17
"GLT6D1",1.13
"GLT8D1",1.28
"GLT8D2",1.22
"GLTP",1.32
"GLTPD2",1.38
"GLTSCR1",1.22
"GLTSCR1L",1.23
"GLTSCR2",1.26
"GLTSCR2-AS1",1.26
"GLUD1",1.22
"GLUD1P3",0.85
"GLUD1P7",1.27
"GLUD2",1.25
"GLUL",1.26
"GLYAT",1.09
"GLYATL1",1.09
"GLYATL2",1.07
"GLYATL3",1.14
"GLYCAM1",1.23
"GLYCTK",1.22
"GLYCTK-AS1",1.38
"GLYR1",1.25
"GM2A",1.19
"GMCL1",1.16
"GMCL1P1",1.23
"GMDS",1.16
"GMDS-AS1",1.18
"GMEB1",1.19
"GMEB2",1.23
"GMFB",1.16
"GMFG",1.29
"GMIP",1.28
"GML",1.21
"GMNC",1.1
"GMNN",1.22
"GMPPA",1.16
"GMPPB",1.31
"GMPR",1.22
"GMPR2",1.35
"GMPS",1.33
"GNA11",1.14
"GNA12",1.31
"GNA13",1.24
"GNA14",1.18
"GNA14-AS1",1.18
"GNA15",1.16
"GNAI1",1.18
"GNAI2",1.18
"GNAI3",1.28
"GNAL",1.18
"GNAO1",1.13
"GNAQ",1.18
"GNAS",1.32
"GNAS-AS1",1.3
"GNAT1",1.28
"GNAT2",1.39
"GNAT3",1.13
"GNAZ",1.14
"GNB1",1.15
"GNB1L",1.24
"GNB2",1.31
"GNB3",1.26
"GNB4",1.21
"GNB5",1.4
"GNE",1.16
"GNG10",1.14
"GNG11",1.2
"GNG12",1.17
"GNG12-AS1",1.16
"GNG13",1.16
"GNG2",1.21
"GNG3",1.76
"GNG4",1.19
"GNG5",1.18
"GNG7",1.15
"GNG8",1.07
"GNGT1",1.16
"GNGT2",1.26
"GNL1",1.16
"GNL2",1.25
"GNL3",1.13
"GNL3L",1.13
"GNLY",1.25
"GNMT",1.19
"GNPAT",1.18
"GNPDA1",1.25
"GNPDA2",1.1
"GNPNAT1",1.26
"GNPTAB",1.2
"GNPTG",1.21
"GNRH1",1.14
"GNRH2",1.27
"GNRHR",1.05
"GNRHR2",1.29
"GNS",1.19
"GOLGA1",1.19
"GOLGA2",1.3
"GOLGA2P10",1.41
"GOLGA2P11",1.13
"GOLGA2P5",1.23
"GOLGA2P6",1.25
"GOLGA2P7",1.45
"GOLGA2P9",1.18
"GOLGA3",1.23
"GOLGA4",1.16
"GOLGA5",1.23
"GOLGA6A",1.95
"GOLGA6B",1.92
"GOLGA6C",1.8
"GOLGA6D",1.97
"GOLGA6L1",1.41
"GOLGA6L10",1.45
"GOLGA6L17P",1.52
"GOLGA6L2",1.25
"GOLGA6L22",1.18
"GOLGA6L3",1.49
"GOLGA6L4",1.43
"GOLGA6L5P",1.42
"GOLGA6L6",1.38
"GOLGA6L7P",1.18
"GOLGA6L9",1.38
"GOLGA7",1.18
"GOLGA7B",1.2
"GOLGA8A",1.09
"GOLGA8B",1.13
"GOLGA8CP",1.32
"GOLGA8DP",1.27
"GOLGA8EP",1.34
"GOLGA8F",1.29
"GOLGA8G",1.29
"GOLGA8H",1.2
"GOLGA8IP",1.29
"GOLGA8J",1.29
"GOLGA8K",1.28
"GOLGA8M",1.22
"GOLGA8N",1.2
"GOLGA8O",1.38
"GOLGA8R",1.32
"GOLGA8S",1.27
"GOLGA8T",1.3
"GOLGB1",1.18
"GOLIM4",1.27
"GOLM1",1.26
"GOLPH3",1.21
"GOLPH3L",1.32
"GOLT1A",1.32
"GOLT1B",1.16
"GON4L",1.24
"GON7",1.43
"GOPC",1.14
"GORAB",1.19
"GORASP1",1.3
"GORASP2",1.25
"GOSR1",1.13
"GOSR2",1.24
"GOT1",1.2
"GOT1L1",1.06
"GOT2",1.1
"GP1BA",0.93
"GP1BB",1.14
"GP2",1.18
"GP5",1.48
"GP6",1.13
"GP9",1.34
"GPA33",1.24
"GPAA1",1.31
"GPALPP1",1.14
"GPAM",1.12
"GPANK1",1.18
"GPAT2",1.38
"GPAT3",1.17
"GPAT4",1.14
"GPATCH1",1.26
"GPATCH11",1.2
"GPATCH2",1.2
"GPATCH2L",1.24
"GPATCH3",1.21
"GPATCH4",1.37
"GPATCH8",1.12
"GPBAR1",1.29
"GPBP1",1.19
"GPBP1L1",1.19
"GPC1",1.28
"GPC2",1.42
"GPC3",1.14
"GPC4",1.16
"GPC5",1.1
"GPC5-AS1",1.1
"GPC5-AS2",1.12
"GPC6",1.11
"GPC6-AS1",1.12
"GPC6-AS2",1.11
"GPCPD1",1.12
"GPD1",1.35
"GPD1L",1.2
"GPD2",1.16
"GPER1",1.4
"GPHA2",1.3
"GPHB5",1.25
"GPHN",1.18
"GPI",1.22
"GPIHBP1",1.18
"GPKOW",1.16
"GPLD1",1.2
"GPM6A",1.12
"GPM6B",1.14
"GPN1",1.21
"GPN2",1.22
"GPN3",1.16
"GPNMB",1.18
"GPR1",1.18
"GPR1-AS",1.17
"GPR101",1.29
"GPR107",1.28
"GPR108",1.19
"GPR119",1.2
"GPR12",1.22
"GPR132",1.4
"GPR135",1.31
"GPR137",1.29
"GPR137B",1.21
"GPR137C",1.21
"GPR139",1.23
"GPR141",1.18
"GPR142",1.13
"GPR143",1.09
"GPR146",1.36
"GPR148",1.04
"GPR149",1.19
"GPR15",1.08
"GPR150",0.94
"GPR151",1.31
"GPR152",1.02
"GPR153",1.19
"GPR155",1.13
"GPR156",1.22
"GPR157",1.15
"GPR158",1.17
"GPR158-AS1",1.19
"GPR160",1.42
"GPR161",1.21
"GPR162",1.24
"GPR17",1.16
"GPR171",1.21
"GPR173",1.11
"GPR174",1.14
"GPR176",1.17
"GPR179",1.14
"GPR18",1.12
"GPR180",1.13
"GPR182",1.08
"GPR183",1.13
"GPR19",1.16
"GPR20",1.24
"GPR21",1.21
"GPR22",1.18
"GPR25",1.56
"GPR26",1.18
"GPR27",1.25
"GPR3",1.35
"GPR31",1.1
"GPR32",1.28
"GPR33",1.34
"GPR34",1.09
"GPR35",1.24
"GPR37",1.14
"GPR37L1",1.55
"GPR39",1.16
"GPR4",1.22
"GPR45",1.21
"GPR50",1.07
"GPR50-AS1",0.94
"GPR52",1.32
"GPR55",1.23
"GPR6",1.2
"GPR61",1.32
"GPR62",1.15
"GPR63",1.18
"GPR65",1.11
"GPR68",1.31
"GPR75",1.23
"GPR75-ASB3",1.17
"GPR78",1.14
"GPR82",1.12
"GPR83",1.11
"GPR84",1.21
"GPR85",1.27
"GPR87",1.26
"GPR88",1.05
"GPR89A",1.39
"GPR89B",1.39
"GPRASP1",1.21
"GPRASP2",1.23
"GPRC5A",1.54
"GPRC5B",1.28
"GPRC5C",1.22
"GPRC5D",1.24
"GPRC6A",1.16
"GPRIN1",1.22
"GPRIN2",1.51
"GPRIN3",1.13
"GPS1",1.2
"GPS2",1.31
"GPSM1",1.21
"GPSM2",1.27
"GPSM3",1.09
"GPT",1.33
"GPT2",1.15
"GPX1",1.52
"GPX2",1.23
"GPX3",1.26
"GPX4",1.1
"GPX5",1.1
"GPX6",1.14
"GPX7",1.13
"GPX8",1.19
"GRAMD1A",1.25
"GRAMD1B",1.12
"GRAMD1C",1.19
"GRAMD2",1.31
"GRAMD3",1.2
"GRAMD4",1.27
"GRAP",1.4
"GRAP2",1.17
"GRAPL",1.44
"GRASP",1.28
"GRB10",1.25
"GRB14",1.17
"GRB2",1.25
"GRB7",1.17
"GREB1",1.47
"GREB1L",1.19
"GREM1",1.1
"GREM2",1.15
"GRHL1",1.29
"GRHL2",1.32
"GRHL3",1.19
"GRHPR",1.18
"GRIA1",1.16
"GRIA2",1.1
"GRIA3",1.17
"GRIA4",1.09
"GRID1",1.16
"GRID1-AS1",1.12
"GRID2",1.11
"GRID2IP",1.26
"GRIFIN",1
"GRIK1",1.13
"GRIK1-AS1",1.15
"GRIK1-AS2",1.12
"GRIK2",1.1
"GRIK3",1.19
"GRIK4",1.13
"GRIK5",1.19
"GRIN1",1.16
"GRIN2A",1.18
"GRIN2B",1.12
"GRIN2C",1.2
"GRIN2D",1.22
"GRIN3A",1.18
"GRIN3B",1.13
"GRINA",1.28
"GRIP1",1.17
"GRIP2",1.31
"GRIPAP1",1.13
"GRK1",1.04
"GRK2",1.29
"GRK3",1.16
"GRK4",1.13
"GRK5",1.2
"GRK6",1.55
"GRK6P1",1.12
"GRK7",1.22
"GRM1",1.12
"GRM2",1.14
"GRM3",1.16
"GRM4",1.29
"GRM5",1.1
"GRM5-AS1",1.12
"GRM6",1.19
"GRM7",1.19
"GRM7-AS1",1.26
"GRM7-AS2",1.14
"GRM7-AS3",1.18
"GRM8",1.12
"GRN",1.29
"GRP",1.05
"GRPEL1",1.12
"GRPEL2",1.26
"GRPEL2-AS1",1.24
"GRPR",1.07
"GRSF1",1.16
"GRTP1",1.17
"GRTP1-AS1",1.17
"GRWD1",1.23
"GRXCR1",1.09
"GRXCR2",1.2
"GS1-124K5.11",1.25
"GS1-124K5.4",1.12
"GS1-24F4.2",1.21
"GS1-259H13.2",1.22
"GS1-279B7.1",1.26
"GS1-594A7.3",1.13
"GS1-600G8.3",1.1
"GSAP",1.17
"GSC",1.59
"GSC2",1.01
"GSDMA",1.21
"GSDMB",1.1
"GSDMC",1.16
"GSDMD",1.26
"GSE1",1.58
"GSG1",1.1
"GSG1L",1.24
"GSG1L2",1.16
"GSG2",1.31
"GSK3A",1.19
"GSK3B",1.19
"GSKIP",1.14
"GSN",1.22
"GSN-AS1",1.2
"GSPT1",1.22
"GSPT2",1.08
"GSR",1.16
"GSS",1.19
"GSTA1",1.1
"GSTA2",1.13
"GSTA3",1.14
"GSTA4",1.22
"GSTA5",1.18
"GSTA7P",1.21
"GSTCD",1.14
"GSTK1",1.22
"GSTM1",1.76
"GSTM2",1.37
"GSTM2P1",1.31
"GSTM3",1.37
"GSTM4",1.2
"GSTM5",1.42
"GSTO1",1.1
"GSTO2",1.19
"GSTP1",1.46
"GSTT2",1.26
"GSTT2B",1.22
"GSTTP1",1.14
"GSTTP2",1.23
"GSTZ1",1.3
"GSX1",1.12
"GSX2",1.18
"GTDC1",1.13
"GTF2A1",1.2
"GTF2A1L",1.11
"GTF2A2",1.13
"GTF2B",1.1
"GTF2E1",1.19
"GTF2E2",1.15
"GTF2F1",1.13
"GTF2F2",1.16
"GTF2H1",1.2
"GTF2H2",1.25
"GTF2H2B",1.24
"GTF2H2C",1.25
"GTF2H2C_2",1.25
"GTF2H3",1.22
"GTF2H4",1.14
"GTF2H5",1.16
"GTF2I",1.28
"GTF2IP1",1.48
"GTF2IP12",1.15
"GTF2IP20",1.29
"GTF2IP23",1.21
"GTF2IP4",1.47
"GTF2IP7",1.2
"GTF2IRD1",1.25
"GTF2IRD1P1",1.31
"GTF2IRD2",1.42
"GTF2IRD2B",1.41
"GTF3A",1.17
"GTF3C1",1.28
"GTF3C2",1.34
"GTF3C2-AS1",1.26
"GTF3C3",1.12
"GTF3C4",1.19
"GTF3C5",1.15
"GTF3C6",1.17
"GTPBP1",1.23
"GTPBP10",1.15
"GTPBP2",1.32
"GTPBP3",1.17
"GTPBP4",1.26
"GTPBP6",1.14
"GTPBP8",1.11
"GTSCR1",1.05
"GTSE1",1.23
"GTSE1-AS1",1.28
"GTSF1",1.17
"GTSF1L",1.37
"GUCA1A",1.18
"GUCA1B",1.22
"GUCA1C",1.19
"GUCA2A",1.23
"GUCA2B",1.32
"GUCD1",1.2
"GUCY1A2",1.09
"GUCY1A3",1.12
"GUCY1B2",1.12
"GUCY1B3",1.12
"GUCY2C",1.13
"GUCY2D",1.11
"GUCY2EP",1.34
"GUCY2F",1.14
"GUCY2GP",1.16
"GUF1",1.06
"GUK1",1.26
"GULP1",1.13
"GUSB",1.35
"GUSBP1",1.3
"GUSBP10",1.14
"GUSBP11",1.22
"GUSBP2",1.18
"GUSBP3",1.35
"GUSBP4",1.26
"GUSBP5",1.12
"GUSBP9",1.5
"GVINP1",1.14
"GVQW2",1.19
"GXYLT1",1.2
"GXYLT1P3",1.49
"GXYLT2",1.21
"GYG1",1.27
"GYG2",1.11
"GYPA",1.12
"GYPB",1.11
"GYPC",1.16
"GYPE",1.12
"GYS1",1.2
"GYS2",1.12
"GZF1",1.22
"GZMA",1.09
"GZMB",1.33
"GZMH",1.21
"GZMK",1.13
"GZMM",1.13
"H19",1.16
"H1F0",1.59
"H1FNT",0.99
"H1FOO",1.25
"H1FX",1.68
"H1FX-AS1",1.33
"H2AFB1",1.34
"H2AFB2",1.4
"H2AFJ",1.33
"H2AFV",1.27
"H2AFX",1.62
"H2AFY",1.26
"H2AFY2",1.18
"H2AFZ",1.36
"H2BFM",1.08
"H2BFWT",1.26
"H2BFXP",1.22
"H3F3A",1.35
"H3F3AP4",1.35
"H3F3B",1.57
"H3F3C",1.13
"H6PD",1.15
"HAAO",1.2
"HABP2",1.2
"HABP4",1.19
"HACD1",1.24
"HACD2",1.25
"HACD3",1.26
"HACD4",1.11
"HACE1",1.16
"HACL1",1.24
"HADH",1.15
"HADHA",1.24
"HADHB",1.23
"HAGH",1.28
"HAGHL",1.29
"HAGLR",1.19
"HAGLROS",1.21
"HAL",1.21
"HAMP",1.14
"HAND1",1.09
"HAND2",1.09
"HAND2-AS1",1.16
"HAO1",1.2
"HAO2",1.17
"HAO2-IT1",1.26
"HAP1",1.12
"HAPLN1",1.16
"HAPLN2",1.21
"HAPLN3",1.32
"HAPLN4",1.23
"HAR1A",1.16
"HAR1B",1.18
"HARBI1",1.32
"HARS",1.22
"HARS2",1.12
"HAS1",1.15
"HAS2",1.48
"HAS2-AS1",1.63
"HAS3",1.37
