"gene","dsb_density"
"FAM83C-AS1",0
"FAM83D",42.795
"FAM83E",72.215
"FAM83F",52.81
"FAM83G",76.94
"FAM83H",167.265
"FAM83H-AS1",136.43
"FAM84A",42.35
"FAM84B",866.195
"FAM86B1",58.825
"FAM86B2",78.755
"FAM86B3P",50.035
"FAM86C1",99.175
"FAM86C2P",94.42
"FAM86DP",56.16
"FAM86EP",78.115
"FAM86FP",59.44
"FAM86HP",101.93
"FAM86JP",121.915
"FAM87A",37.56
"FAM87B",65.91
"FAM89A",65.3
"FAM89B",117.545
"FAM8A1",52.365
"FAM90A1",72.665
"FAM90A10P",0
"FAM90A25P",69.945
"FAM90A27P",39.275
"FAM90A2P",49.96
"FAM90A7P",0
"FAM91A1",149.125
"FAM92A",46.435
"FAM92A1P2",10.985
"FAM92B",120.83
"FAM95A",13.915
"FAM95B1",38.71
"FAM95C",56.605
"FAM96A",78.705
"FAM96B",115.3
"FAM98A",24.385
"FAM98B",32.55
"FAM98C",50.13
"FAM99A",12.2
"FAM99B",14.8
"FAM9A",23.2
"FAM9B",19.43
"FAM9C",23.695
"FAN1",19.46
"FANCA",148.255
"FANCB",43.275
"FANCC",48.05
"FANCD2",71.555
"FANCD2OS",60.86
"FANCE",68.365
"FANCF",16.475
"FANCG",84.07
"FANCI",68.745
"FANCL",53.26
"FANCM",52.11
"FANK1",42.47
"FANK1-AS1",99.285
"FAP",18.28
"FAR1",54.52
"FAR2",19.275
"FAR2P1",81.39
"FAR2P2",78.4
"FARP1",38.045
"FARP2",45.73
"FARS2",29.515
"FARSA",79.88
"FARSB",59.53
"FAS",29.72
"FAS-AS1",0
"FASLG",72.395
"FASN",293.975
"FASTK",140.155
"FASTKD1",38.43
"FASTKD2",35.435
"FASTKD3",27.6
"FASTKD5",20.27
"FAT1",53.03
"FAT2",25.61
"FAT3",11.37
"FAT4",17.315
"FATE1",11.47
"FAU",276.285
"FAXC",26.625
"FAXDC2",53.475
"FBF1",53.085
"FBL",125.68
"FBLIM1",34.325
"FBLL1",25.48
"FBLN1",52.14
"FBLN2",73.71
"FBLN5",39.355
"FBLN7",41.025
"FBN1",16.98
"FBN2",21.705
"FBN3",26.4
"FBP1",84.51
"FBP2",53.55
"FBRS",116.055
"FBRSL1",122.7
"FBXL12",49.3
"FBXL13",45.685
"FBXL14",46.395
"FBXL15",106.39
"FBXL16",48.98
"FBXL17",26.47
"FBXL18",82.56
"FBXL19",113.525
"FBXL19-AS1",82.505
"FBXL2",34.815
"FBXL20",30.085
"FBXL21",19.095
"FBXL22",101.68
"FBXL3",36.08
"FBXL4",43.37
"FBXL5",32.04
"FBXL6",61.355
"FBXL7",21.57
"FBXL8",65.25
"FBXO10",42.63
"FBXO11",38.41
"FBXO15",8.8
"FBXO16",34.32
"FBXO17",40.435
"FBXO18",59.115
"FBXO2",29.36
"FBXO21",69.075
"FBXO22",76.475
"FBXO22-AS1",0
"FBXO24",64.76
"FBXO25",27.745
"FBXO27",28.715
"FBXO28",47.365
"FBXO3",34.07
"FBXO3-AS1",84.375
"FBXO30",47.37
"FBXO31",134.825
"FBXO32",145.375
"FBXO33",54.5
"FBXO34",56.045
"FBXO36",53.03
"FBXO38",31.545
"FBXO39",16.795
"FBXO4",41.9
"FBXO40",41.925
"FBXO41",72.885
"FBXO42",36.2
"FBXO43",47.85
"FBXO44",27.185
"FBXO45",96.115
"FBXO46",99.395
"FBXO47",21.075
"FBXO48",27.615
"FBXO5",60.25
"FBXO6",31.835
"FBXO7",60
"FBXO8",25.74
"FBXO9",50.805
"FBXW10",35.56
"FBXW11",63.51
"FBXW12",41.345
"FBXW2",47.215
"FBXW4",53.1
"FBXW4P1",24.41
"FBXW5",87.91
"FBXW7",37.475
"FBXW7-AS1",184.015
"FBXW8",62.635
"FBXW9",99.11
"FCAMR",36.64
"FCAR",9.475
"FCER1A",16.19
"FCER1G",48.07
"FCER2",18.265
"FCF1",40.6
"FCF1P2",59.01
"FCGBP",55.765
"FCGR1A",85.765
"FCGR1B",58.235
"FCGR1CP",63.585
"FCGR2A",48.09
"FCGR2B",43.81
"FCGR2C",49.43
"FCGR3A",30.63
"FCGR3B",32.85
"FCGRT",67.345
"FCHO1",54.635
"FCHO2",36.285
"FCHSD1",71.81
"FCHSD2",44.52
"FCMR",90.05
"FCN1",29.465
"FCN2",44.745
"FCN3",47.175
"FCRL1",22.21
"FCRL2",26.015
"FCRL3",24.59
"FCRL4",24.705
"FCRL5",31.345
"FCRL6",22.53
"FCRLA",25.82
"FCRLB",44.53
"FDCSP",17.76
"FDFT1",46.18
"FDPS",125.8
"FDPSP2",92.76
"FDX1",27.35
"FDX1L",46.77
"FDXACB1",55.46
"FDXR",82.6
"FECH",11.07
"FEM1A",84.955
"FEM1B",148.48
"FEM1C",31.81
"FEN1",237.265
"FENDRR",63.395
"FER",23.24
"FER1L4",73.745
"FER1L5",35.1
"FER1L6",80.91
"FER1L6-AS1",85.63
"FER1L6-AS2",87.065
"FERD3L",0
"FERMT1",26.29
"FERMT2",45.965
"FERMT3",63.135
"FES",81.59
"FETUB",38.985
"FEV",41.56
"FEZ1",28.495
"FEZ2",70.62
"FEZF1",59.305
"FEZF1-AS1",63.57
"FEZF2",169.76
"FFAR1",59.025
"FFAR2",39.97
"FFAR3",114.94
"FFAR4",36.075
"FGA",10.665
"FGB",30.625
"FGD1",37.515
"FGD2",68.6
"FGD3",67.545
"FGD4",39.535
"FGD5",55.595
"FGD5-AS1",117.26
"FGD5P1",55.935
"FGD6",48.85
"FGF1",28.865
"FGF10",18.545
"FGF10-AS1",17.25
"FGF11",44.815
"FGF12",32.315
"FGF12-AS1",27.46
"FGF12-AS3",139.36
"FGF13",18.19
"FGF13-AS1",12
"FGF14",10.345
"FGF14-AS1",31.145
"FGF14-AS2",72.72
"FGF14-IT1",15.44
"FGF16",24.59
"FGF17",18.01
"FGF18",55.255
"FGF19",66.61
"FGF2",26.755
"FGF20",20.4
"FGF21",38.92
"FGF22",35.71
"FGF23",21.41
"FGF3",34.54
"FGF4",22.955
"FGF5",28.975
"FGF6",21.315
"FGF7",33.085
"FGF7P3",51.135
"FGF7P6",54.82
"FGF8",55.61
"FGF9",26.93
"FGFBP1",17.195
"FGFBP2",63.575
"FGFBP3",55.935
"FGFR1",34.03
"FGFR1OP",20.275
"FGFR1OP2",53.09
"FGFR2",29.985
"FGFR3",35.12
"FGFR4",65.14
"FGFRL1",47.38
"FGG",21.97
"FGGY",26.77
"FGL1",11.385
"FGL2",33.93
"FGR",52.055
"FH",26.985
"FHAD1",25.095
"FHDC1",42.25
"FHIT",11.955
"FHL1",28.33
"FHL2",76.055
"FHL3",37.275
"FHL5",21.57
"FHOD1",71.955
"FHOD3",23.185
"FIBCD1",55.825
"FIBIN",27.31
"FIBP",125.08
"FICD",69.46
"FIG4",29.45
"FIGLA",38.835
"FIGN",55.465
"FIGNL1",43.86
"FIGNL2",52.51
"FILIP1",26.13
"FILIP1L",50.18
"FIP1L1",30.49
"FIRRE",44.98
"FIS1",74.695
"FITM1",98.235
"FITM2",39.09
"FIZ1",53.55
"FJX1",80.73
"FKBP10",72.6
"FKBP11",129.375
"FKBP14",35.325
"FKBP15",44.46
"FKBP1A",54.215
"FKBP1A-SDCBP2",46.535
"FKBP1AP1",37.92
"FKBP1B",58.265
"FKBP2",266.035
"FKBP3",62.015
"FKBP4",109.935
"FKBP5",58.69
"FKBP6",39.375
"FKBP7",30.92
"FKBP8",73.565
"FKBP9",80.94
"FKBP9P1",53.44
"FKBPL",0
"FKRP",56.35
"FKSG29",44.305
"FKTN",46.295
"FLAD1",86.005
"FLCN",61.16
"FLG",72.415
"FLG-AS1",51.71
"FLG2",48.285
"FLI1",16.95
"FLII",100.52
"FLJ10038",178.94
"FLJ12825",45.92
"FLJ13224",66.52
"FLJ16779",42.615
"FLJ20021",48.7
"FLJ21408",36.82
"FLJ22447",39.175
"FLJ22763",14.235
"FLJ23867",150.23
"FLJ25758",18.43
"FLJ27354",20.19
"FLJ30679",109.54
"FLJ31104",28.765
"FLJ31356",113.865
"FLJ32255",51.36
"FLJ33534",69.1
"FLJ34503",20.425
"FLJ36000",28.02
"FLJ36777",27.38
"FLJ37035",22.955
"FLJ37201",29.01
"FLJ37453",23.445
"FLJ37505",17.535
"FLJ38576",0
"FLJ40194",49.845
"FLJ40288",24.195
"FLJ41200",10.91
"FLJ41278",36.285
"FLJ42102",49.29
"FLJ42351",34.905
"FLJ42393",84.585
"FLJ42627",106.72
"FLJ42969",49.535
"FLJ43315",38.42
"FLJ44635",23.23
"FLJ45513",65.07
"FLJ46284",17.505
"FLJ46906",58.51
"FLNA",146.535
"FLNB",51.63
"FLNB-AS1",37.275
"FLNC",67.7
"FLOT1",14.445
"FLOT2",74.06
"FLRT1",62.085
"FLRT2",24.885
"FLRT3",15.95
"FLT1",23.955
"FLT3",30.29
"FLT3LG",58.87
"FLT4",81.255
"FLVCR1",42.555
"FLVCR1-AS1",53.445
"FLVCR2",77.855
"FLYWCH1",40.945
"FLYWCH2",72.345
"FMC1",79.21
"FMN1",29.505
"FMN2",26.69
"FMNL1",46.01
"FMNL2",33.82
"FMNL3",55.3
"FMO1",39.365
"FMO2",20.83
"FMO3",34.345
"FMO4",43.085
"FMO5",55.325
"FMO6P",34.215
"FMO9P",37.02
"FMOD",93.36
"FMR1",56.665
"FMR1-AS1",22.84
"FMR1NB",19.23
"FN1",32.41
"FN3K",45.31
"FN3KRP",57.955
"FNBP1",66.475
"FNBP1L",39.48
"FNBP4",89.41
"FNDC1",23.375
"FNDC10",64.825
"FNDC11",14.63
"FNDC3A",26.475
"FNDC3B",101.53
"FNDC4",72.225
"FNDC5",44.665
"FNDC7",52.11
"FNDC8",38.765
"FNDC9",26.45
"FNIP1",45.02
"FNIP2",35.9
"FNTA",26.98
"FNTB",55.31
"FOCAD",29.095
"FOCAD-AS1",37.61
"FOLH1",27.755
"FOLH1B",12.465
"FOLR1",28.08
"FOLR2",47.35
"FOLR3",39.105
"FOPNL",34.495
"FOS",245.045
"FOSB",128.865
"FOSL1",110.135
"FOSL2",145.645
"FOXA1",435.255
"FOXA2",67.045
"FOXA3",48.325
"FOXB1",0
"FOXB2",20.755
"FOXC1",110.325
"FOXC2",64.51
"FOXC2-AS1",124.115
"FOXCUT",73.84
"FOXD1",35.61
"FOXD2",46.405
"FOXD2-AS1",54.71
"FOXD3",79.355
"FOXD3-AS1",86.7
"FOXD4",112.3
"FOXD4L1",66.07
"FOXD4L3",49.16
"FOXD4L4",87.12
"FOXD4L5",43.935
"FOXD4L6",70.13
"FOXE1",39.135
"FOXE3",96.745
"FOXF1",41.245
"FOXF2",18.82
"FOXG1",51.02
"FOXG1-AS1",36.665
"FOXH1",62.365
"FOXI1",71.65
"FOXI2",28.015
"FOXI3",25.19
"FOXJ1",82.18
"FOXJ2",34.655
"FOXJ3",51.225
"FOXK1",96.515
"FOXK2",83.845
"FOXL1",93.73
"FOXL2",56.27
"FOXL2NB",36.54
"FOXM1",77.29
"FOXN1",89.92
"FOXN2",42.62
"FOXN3",35.01
"FOXN3-AS1",44.215
"FOXN3-AS2",43.675
"FOXN4",51.395
"FOXO1",33.755
"FOXO3",74.645
"FOXO3B",101.77
"FOXO4",44.53
"FOXO6",75.77
"FOXP1",55.88
"FOXP1-AS1",59.375
"FOXP2",23.49
"FOXP3",26.49
"FOXP4",60.485
"FOXP4-AS1",37.91
"FOXQ1",23.51
"FOXR1",42.605
"FOXR2",0
"FOXRED1",47.91
"FOXRED2",56.18
"FOXS1",82.695
"FPGS",121.825
"FPGT",41.475
"FPGT-TNNI3K",20.175
"FPR1",13.3
"FPR2",17.66
"FPR3",29.9
"FRA10AC1",40.99
"FRAS1",23.085
"FRAT1",51.52
"FRAT2",224.595
"FREM1",19.775
"FREM2",32.47
"FREM3",21.675
"FRG1",42.595
"FRG1BP",75.155
"FRG1HP",90.075
"FRG1JP",71.085
"FRG2",113.19
"FRG2B",64.24
"FRG2C",38.035
"FRG2DP",25.605
"FRG2EP",18.685
"FRG2KP",42.53
"FRGCA",47.25
"FRK",40.51
"FRMD1",20.945
"FRMD3",37.375
"FRMD4A",35.62
"FRMD4B",32.695
"FRMD5",27.55
"FRMD6",33.31
"FRMD6-AS1",36.56
"FRMD6-AS2",33.395
"FRMD7",27.74
"FRMD8",111.085
"FRMD8P1",29.96
"FRMPD1",22.965
"FRMPD2",23.72
"FRMPD2B",37.98
"FRMPD3",30.3
"FRMPD3-AS1",25.7
"FRMPD4",11.115
"FRRS1",27.695
"FRRS1L",44.27
"FRS2",67.915
"FRS3",22.42
"FRY",27.41
"FRY-AS1",35.95
"FRYL",28.085
"FRZB",28.505
"FSBP",47.395
"FSCB",17.145
"FSCN1",70.535
"FSCN2",74.675
"FSCN3",20.185
"FSD1",45.23
"FSD1L",43.045
"FSD2",44.02
"FSHB",31.915
"FSHR",16.155
"FSIP1",31
"FSIP2",22.495
"FSIP2-AS1",19.845
"FST",49.695
"FSTL1",22.92
"FSTL3",77.61
"FSTL4",32.16
"FSTL5",19.385
"FTCD",73.355
"FTCDNL1",27.075
"FTH1",290.525
"FTH1P18",0
"FTH1P3",114.22
"FTHL17",0
"FTL",346.94
"FTLP10",16.265
"FTMT",0
"FTO",23.75
"FTO-IT1",83.015
"FTSJ1",89.96
"FTSJ3",102.555
"FTX",59.83
"FUBP1",89.42
"FUBP3",66.95
"FUCA1",37.565
"FUCA2",60.625
"FUK",192.79
"FUNDC1",21.255
"FUNDC2",42.545
"FUNDC2P2",17.75
"FUOM",85.325
"FURIN",91.55
"FUS",328.72
"FUT1",80.885
"FUT10",19.205
"FUT11",69.255
"FUT2",32.665
"FUT3",111.635
"FUT4",49.635
"FUT5",86.06
"FUT6",86.865
"FUT7",40.67
"FUT8",70.43
"FUT8-AS1",148.485
"FUT9",45.02
"FUZ",84.515
"FXN",30.065
"FXR1",49
"FXR2",51.81
"FXYD1",50.845
"FXYD2",64.145
"FXYD3",78.95
"FXYD4",145.205
"FXYD5",34.18
"FXYD6",50.29
"FXYD6-FXYD2",52.975
"FXYD7",47.055
"FYB",23.09
"FYCO1",44.805
"FYN",28.95
"FYTTD1",85.105
"FZD1",68.875
"FZD10",49.665
"FZD10-AS1",51.225
"FZD2",28.705
"FZD3",28.6
"FZD4",73.085
"FZD5",47.79
"FZD6",103.26
"FZD7",177.055
"FZD8",51.52
"FZD9",58.07
"FZR1",59.005
"G0S2",25.285
"G2E3",55.03
"G3BP1",69.56
"G3BP2",50.5
"G6PC",7.955
"G6PC2",21.75
"G6PC3",24.435
"G6PD",111.005
"GAA",92.095
"GAB1",39
"GAB2",45.495
"GAB3",19.025
"GAB4",15.875
"GABARAP",80.83
"GABARAPL1",45.035
"GABARAPL2",78.01
"GABARAPL3",56.07
"GABBR1",13.245
"GABBR2",42.945
"GABPA",38.425
"GABPB1",109.015
"GABPB1-AS1",742.835
"GABPB2",96.215
"GABRA1",17.49
"GABRA2",10.27
"GABRA3",16.11
"GABRA4",10.24
"GABRA5",21.45
"GABRA6",17.755
"GABRB1",13.52
"GABRB2",18.88
"GABRB3",15.42
"GABRD",28.69
"GABRE",12.65
"GABRG1",9.245
"GABRG2",13.305
"GABRG3",16.305
"GABRG3-AS1",7.525
"GABRP",50.215
"GABRQ",37.78
"GABRR1",18.975
"GABRR2",38.89
"GABRR3",20.18
"GACAT1",22.41
"GACAT2",46.3
"GACAT3",38.55
"GAD1",31.245
"GAD2",25.04
"GADD45A",138.305
"GADD45B",127.395
"GADD45G",141.295
"GADD45GIP1",43.89
"GADL1",23.13
"GAGE1",97.46
"GAGE10",21.905
"GAGE12B",112.415
"GAGE12C",110.905
"GAGE12D",110.585
"GAGE12F",3.895
"GAGE12G",3.895
"GAGE12I",3.895
"GAGE12J",66.465
"GAGE13",70.445
"GAGE2A",93.09
"GAGE2B",93.515
"GAGE2C",93.145
"GAGE2D",70.245
"GAGE2E",70.165
"GAGE4",3.895
"GAGE5",3.895
"GAGE6",3.895
"GAGE7",3.895
"GAGE8",70.665
"GAK",57.15
"GAL",97.225
"GAL3ST1",41.84
"GAL3ST2",34.68
"GAL3ST3",96.78
"GAL3ST4",51.43
"GALC",34.785
"GALE",77.29
"GALK1",59.665
"GALK2",28.02
"GALM",32.805
"GALNS",119.76
"GALNT1",22.345
"GALNT10",38.895
"GALNT11",50.07
"GALNT12",41.77
"GALNT13",19.745
"GALNT14",37.295
"GALNT15",43.865
"GALNT16",41.25
"GALNT18",25.19
"GALNT2",61.01
"GALNT3",33.48
"GALNT4",86.085
"GALNT5",26.825
"GALNT6",91.505
"GALNT7",49.365
"GALNT8",35.985
"GALNT9",59.56
"GALNTL5",34.69
"GALNTL6",20.705
"GALP",47.13
"GALR1",13.69
"GALR2",29.73
"GALR3",25.785
"GALT",115.22
"GAMT",35.99
"GAN",98.795
"GANAB",118.77
"GANC",19.185
"GAP43",20.265
"GAPDH",138.035
"GAPDHS",75.64
"GAPLINC",34.41
"GAPT",11.075
"GAPVD1",46.86
"GAR1",91.445
"GAREM1",45
"GAREM2",46.035
"GARNL3",33.84
"GARS",80.665
"GART",60.345
"GAS1",57.835
"GAS1RR",23.495
"GAS2",19.185
"GAS2L1",14.165
"GAS2L1P2",47.84
"GAS2L2",35.735
"GAS2L3",42.94
"GAS5",3144.235
"GAS5-AS1",237.075
"GAS6",44.34
"GAS6-AS1",43.93
"GAS6-AS2",10.155
"GAS7",31.125
"GAS8",163.595
"GAS8-AS1",467.935
"GAST",75.13
"GATA1",63.36
"GATA2",216.09
"GATA2-AS1",87.425
"GATA3",269.365
"GATA3-AS1",134.44
"GATA4",31.66
"GATA5",52.185
"GATA6",47.795
"GATA6-AS1",26.32
"GATAD1",60.54
"GATAD2A",122.485
"GATAD2B",87.555
"GATB",37.41
"GATC",84.9
"GATM",15.915
"GATS",77.335
"GATSL2",63.365
"GATSL3",48.49
"GBA",67.96
"GBA2",52.975
"GBA3",11.38
"GBAP1",65.615
"GBAS",41.405
"GBAT2",217.81
"GBE1",22.65
"GBF1",58.28
"GBGT1",17.325
"GBP1",18.77
"GBP1P1",22.125
"GBP2",23.19
"GBP3",26.875
"GBP4",18.445
"GBP5",15.725
"GBP6",8.96
"GBP7",20.945
"GBX1",38.965
"GBX2",9.93
"GC",19.61
"GCA",27.015
"GCAT",85.435
"GCC1",76.985
"GCC2",56.695
"GCC2-AS1",66.49
"GCDH",98.42
"GCFC2",35.05
"GCG",25.765
"GCGR",51.93
"GCH1",53.01
"GCHFR",97.16
"GCK",72.85
"GCKR",34.535
"GCLC",46.275
"GCLM",30.33
"GCM1",23.815
"GCM2",40.98
"GCN1",69.99
"GCNA",32.92
"GCNT1",37.415
"GCNT2",25.255
"GCNT3",32.855
"GCNT4",23.72
"GCNT7",55.5
"GCOM1",20.155
"GCSAM",26.34
"GCSAML",18.515
"GCSAML-AS1",22.3
"GCSH",92.62
"GCSHP3",53.91
"GDA",21.005
"GDAP1",27.78
"GDAP1L1",38.83
"GDAP2",36.555
"GDE1",71.94
"GDF1",47.405
"GDF10",32.615
"GDF11",84.08
"GDF15",161.4
"GDF2",37.485
"GDF3",27.21
"GDF5",40.78
"GDF6",44.16
"GDF7",34.595
"GDF9",45.18
"GDI1",96.235
"GDI2",67.2
"GDNF",33.44
"GDNF-AS1",18.705
"GDPD1",74.71
"GDPD2",52.745
"GDPD3",46.855
"GDPD4",41.14
"GDPD5",85.435
"GDPGP1",73.13
"GEM",52.335
"GEMIN2",37.32
"GEMIN4",69.255
"GEMIN5",37.08
"GEMIN6",21.56
"GEMIN7",86.455
"GEMIN8",43.515
"GEMIN8P4",31.685
"GEN1",59.745
"GET4",122.195
"GFAP",33.02
"GFER",106.79
"GFI1",31.31
"GFI1B",31.99
"GFM1",76.685
"GFM2",30.7
"GFOD1",44.83
"GFOD2",66.36
"GFPT1",61.945
"GFPT2",67.15
"GFRA1",67.525
"GFRA2",25.01
"GFRA3",31.985
"GFRA4",26.405
"GFRAL",20.355
"GFY",79.055
"GGA1",72.755
"GGA2",94.05
"GGA3",64.02
"GGACT",28.855
"GGCT",66.615
"GGCX",69.85
"GGH",28.45
"GGN",96.465
"GGNBP1",30.92
"GGNBP2",36.545
"GGPS1",64.32
"GGT1",50.45
"GGT3P",46.12
"GGT5",50.115
"GGT6",44.255
"GGT7",54.31
"GGT8P",12.01
"GGTA1P",35.755
"GGTLC1",43.735
"GGTLC2",49.53
"GH1",98.155
"GH2",0
"GHDC",60.075
"GHET1",71.65
"GHITM",46.45
"GHR",19.745
"GHRH",51.455
"GHRHR",50.89
"GHRL",118.105
"GHRLOS",96.32
"GHSR",47.33
"GID4",41.26
"GID8",92.07
"GIF",33.535
"GIGYF1",170.775
"GIGYF2",60.915
"GIMAP1",17.615
"GIMAP1-GIMAP5",18.16
"GIMAP2",27.635
"GIMAP4",8.195
"GIMAP5",17.395
"GIMAP6",26.12
"GIMAP7",52.625
"GIMAP8",25.585
"GIMD1",29.345
"GIN1",37.6
"GINM1",57.71
"GINS1",74.205
"GINS2",128.17
"GINS3",29.685
"GINS4",31.13
"GIP",62.505
"GIPC1",114.12
"GIPC2",32.33
"GIPC3",30.825
"GIPR",58.145
"GIT1",118.52
"GIT2",44.265
"GJA1",50
"GJA10",0
"GJA3",52.625
"GJA4",49.04
"GJA5",38.125
"GJA8",50.645
"GJA9",42.975
"GJA9-MYCBP",39.775
"GJB1",5.45
"GJB2",69.055
"GJB3",83.91
"GJB4",41.055
"GJB5",62.59
"GJB6",44.455
"GJB7",37.73
"GJC1",28.685
"GJC2",64.485
"GJC3",73.11
"GJD2",0
"GJD3",60.645
"GJD4",38.905
"GK",23.755
"GK2",43.355
"GK3P",98.21
"GK5",42.425
"GKAP1",44.155
"GKN1",21.23
"GKN2",27.885
"GLA",40.095
"GLB1",49.94
"GLB1L",49.265
"GLB1L2",49.04
"GLB1L3",32.075
"GLCCI1",57.145
"GLCE",43.21
"GLDC",24.56
"GLDN",137.225
"GLE1",52.965
"GLG1",92.675
"GLI1",40.51
"GLI2",37.9
"GLI3",47.055
"GLI4",51.57
"GLIDR",126.615
"GLIPR1",51.44
"GLIPR1L1",33.595
"GLIPR1L2",41.55
"GLIPR2",29.84
"GLIS1",36.525
"GLIS2",46.04
"GLIS2-AS1",44.29
"GLIS3",20.86
"GLIS3-AS1",10.585
"GLMN",39.625
"GLMP",45.87
"GLO1",44.975
"GLOD4",50.895
"GLOD5",18.38
"GLP1R",26.215
"GLP2R",28.285
"GLRA1",20.525
"GLRA2",15.08
"GLRA3",28.21
"GLRA4",29.54
"GLRB",22.19
"GLRX",42.235
"GLRX2",79.585
"GLRX3",66.365
"GLRX5",64.64
"GLS",42.22
"GLS2",81.325
"GLT1D1",36.035
"GLT6D1",18.9
"GLT8D1",56.56
"GLT8D2",38.42
"GLTP",48.905
"GLTPD2",133.32
"GLTSCR1",74.67
"GLTSCR1L",50.905
"GLTSCR2",111.21
"GLTSCR2-AS1",57.87
"GLUD1",77.37
"GLUD1P3",67.79
"GLUD1P7",61.9
"GLUD2",58.245
"GLUL",62.025
"GLYAT",10.51
"GLYATL1",9.26
"GLYATL2",13.01
"GLYATL3",19.425
"GLYCAM1",35.805
"GLYCTK",44.15
"GLYCTK-AS1",47.22
"GLYR1",53.07
"GM2A",45.58
"GMCL1",39.55
"GMCL1P1",65.58
"GMDS",41.445
"GMDS-AS1",38.22
"GMEB1",55.245
"GMEB2",58.66
"GMFB",67.255
"GMFG",42.325
"GMIP",97.865
"GML",38.55
"GMNC",49.145
"GMNN",80.755
"GMPPA",70.165
"GMPPB",65.445
"GMPR",31.54
"GMPR2",96.285
"GMPS",89.135
"GNA11",45.12
"GNA12",84.55
"GNA13",64.82
"GNA14",42.52
"GNA14-AS1",41.395
"GNA15",37.19
"GNAI1",29.065
"GNAI2",60.085
"GNAI3",78.02
"GNAL",33.89
"GNAO1",27.85
"GNAQ",51.035
"GNAS",137.43
"GNAS-AS1",97.295
"GNAT1",40.17
"GNAT2",47.19
"GNAT3",31.16
"GNAZ",25.47
"GNB1",57.355
"GNB1L",63.95
"GNB2",80.23
"GNB3",82.915
"GNB4",28.435
"GNB5",82.01
"GNE",31.57
"GNG10",59.41
"GNG11",17.06
"GNG12",38.205
"GNG12-AS1",30.16
"GNG13",151.725
"GNG2",28.925
"GNG3",151.525
"GNG4",43.4
"GNG5",43.31
"GNG7",32.825
"GNG8",0
"GNGT1",40.05
"GNGT2",0
"GNL1",40.465
"GNL2",71.255
"GNL3",108.31
"GNL3L",73.035
"GNLY",35.735
"GNMT",52.12
"GNPAT",61.73
"GNPDA1",52.69
"GNPDA2",19.825
"GNPNAT1",52.96
"GNPTAB",42.8
"GNPTG",85.655
"GNRH1",13.995
"GNRH2",12.695
"GNRHR",7.305
"GNRHR2",137.155
"GNS",49.215
"GOLGA1",47.67
"GOLGA2",79.9
"GOLGA2P10",74.35
"GOLGA2P11",21.615
"GOLGA2P5",64.36
"GOLGA2P6",56.935
"GOLGA2P7",71.375
"GOLGA2P9",14.95
"GOLGA3",94.86
"GOLGA4",70.575
"GOLGA5",44.215
"GOLGA6A",210.1
"GOLGA6B",162.795
"GOLGA6C",169.805
"GOLGA6D",169.905
"GOLGA6L1",30.77
"GOLGA6L10",86.045
"GOLGA6L17P",125.79
"GOLGA6L2",17.235
"GOLGA6L22",16.955
"GOLGA6L3",87.985
"GOLGA6L4",110.605
"GOLGA6L5P",84.005
"GOLGA6L6",38.5
"GOLGA6L7P",14.675
"GOLGA6L9",83.905
"GOLGA7",32.19
"GOLGA7B",38.25
"GOLGA8A",23.38
"GOLGA8B",27.1
"GOLGA8CP",26.435
"GOLGA8DP",24.295
"GOLGA8EP",22.435
"GOLGA8F",21.545
"GOLGA8G",20.325
"GOLGA8H",39.36
"GOLGA8IP",43.69
"GOLGA8J",34.355
"GOLGA8K",41.835
"GOLGA8M",39.645
"GOLGA8N",43.125
"GOLGA8O",31.755
"GOLGA8R",45.76
"GOLGA8S",23.89
"GOLGA8T",45.545
"GOLGB1",70.295
"GOLIM4",50.615
"GOLM1",77.72
"GOLPH3",57.22
"GOLPH3L",82.915
"GOLT1A",141.955
"GOLT1B",62.38
"GON4L",59.54
"GON7",38.6
"GOPC",36.845
"GORAB",55.31
"GORASP1",57.915
"GORASP2",59.285
"GOSR1",44.79
"GOSR2",53.295
"GOT1",69.405
"GOT1L1",13.935
"GOT2",34.135
"GP1BA",49.56
"GP1BB",88.93
"GP2",30.22
"GP5",85.59
"GP6",14.47
"GP9",82.305
"GPA33",60.54
"GPAA1",83.795
"GPALPP1",34.67
"GPAM",29.67
"GPANK1",41.37
"GPAT2",61.2
"GPAT3",40.905
"GPAT4",41.29
"GPATCH1",49.05
"GPATCH11",31.355
"GPATCH2",52.735
"GPATCH2L",53.23
"GPATCH3",49.045
"GPATCH4",114.16
"GPATCH8",36.775
"GPBAR1",62.21
"GPBP1",55.4
"GPBP1L1",60.345
"GPC1",82.495
"GPC2",34.86
"GPC3",23.69
"GPC4",25.065
"GPC5",16.78
"GPC5-AS1",21.96
"GPC5-AS2",21.965
"GPC6",31.685
"GPC6-AS1",21.79
"GPC6-AS2",21.1
"GPCPD1",40.115
"GPD1",36.265
"GPD1L",57.58
"GPD2",39.995
"GPER1",144.22
"GPHA2",135.135
"GPHB5",22.505
"GPHN",35.015
"GPI",64.95
"GPIHBP1",88.875
"GPKOW",34.165
"GPLD1",34.22
"GPM6A",20.275
"GPM6B",16.91
"GPN1",50.375
"GPN2",62.015
"GPN3",44.835
"GPNMB",29.735
"GPR1",25.595
"GPR1-AS",32.59
"GPR101",0
"GPR107",79
"GPR108",81.46
"GPR119",22.595
"GPR12",53.855
"GPR132",128.295
"GPR135",59.9
"GPR137",95.18
"GPR137B",47.285
