"cell_line","cell_type","gene","break_density","ratio_non_se"
"MDA-MB-468","cancer","HEXIM2",4.41193937999875,12.8572043297748
"MDA-MB-468","cancer","RPS21",2.25531058362056,6.57239062081613
"MDA-MB-468","cancer","BHLHE40",4.70252977318593,13.7040382818492
"MDA-MB-468","cancer","KRTCAP2",3.64646303310595,10.6264652026173
"MDA-MB-468","cancer","ENO1",1.34959537379611,3.93296960562959
"MDA-MB-468","cancer","CCT6A",3.11588585602883,9.08026554055446
"MDA-MB-468","cancer","RAB34",2.3368416737748,6.809987241045
"MDA-MB-468","cancer","ZCCHC3",2.44244724739874,7.11774134224629
"MDA-MB-468","cancer","SOX9",5.18971641625659,15.1237899323577
"MDA-MB-468","cancer","FOXA1",2.8687368649566,8.36002783907582
"MDA-MB-468","cancer","PTTG1IP",1.43869483367017,4.19262184982558
"MDA-MB-468","cancer","ZFP36L1",2.43319062092349,7.09076582700321
"MDA-MB-468","cancer","HES1",3.05866037378785,8.91349994051524
"MDA-MB-468","cancer","SOX4",2.59361042611576,7.5582586994688
"MDA-MB-468","cancer","KRT7",2.0589249624787,6.0000867333472
"MDA-MB-468","cancer","IER3",2.36899562415888,6.90368977738804
"MDA-MB-468","cancer","MCL1",2.25307763585237,6.56588339956023
"MDA-MB-468","cancer","MYC",3.39596945995655,9.89648077266841
"MDA-MB-468","cancer","CCND1",3.91507910599013,11.4092619361786
"MDA-MB-468","cancer","MAFK",3.36746526028911,9.81341428244365
"MDA-MB-468","cancer","PTMA",4.19934314833071,12.237659736146
"MDA-MB-468","cancer","NT5C",0.885198891311952,2.57963268255311
"MDA-MB-468","cancer","AHNAK",0.74230290881961,2.16320745850379
"MDA-MB-468","cancer","CNFN",0.0676413092636993,0.197119239280463
"MDA-MB-468","cancer","IER5L",2.562163377394,7.46661620482869
"MDA-MB-468","cancer","CABLES2",3.90675563506527,11.3850058081595
"MDA-MB-468","cancer","KRT18",10.1830673910294,29.6753347844885
"MDA-MB-468","cancer","HOXA6",6.62534113721585,19.3074649080221
"MDA-MB-468","cancer","MIDN",0.693511590407503,2.02102056600308
"MDA-MB-468","cancer","JUNB",4.34316439384664,12.6567813471418
"MDA-MB-468","cancer","TULP1",1.00999209019048,2.94330305939948
"MDA-MB-468","cancer","ENC1",2.61786164962323,7.62893123347869
"MDA-MB-468","cancer","LGALS7B",2.37039457411696,6.90776657534671
"MDA-MB-468","cancer","PSMG3",1.23928663176701,3.61150960505521
"MDA-MB-468","cancer","RHOV",1.36253399676115,3.97067513711571
"MDA-MB-468","cancer","SLC2A1",1.39852780601508,4.07556772976618
"MDA-MB-468","cancer","NCDN",4.96092233695404,14.4570418259872
"MDA-MB-468","cancer","SYS1",2.37531049789504,6.92209248308036
"MDA-MB-468","cancer","ADORA2B",1.49981446839989,4.37073572778222
"MDA-MB-468","cancer","SLX1A",0.860016187221613,2.50624564248325
"MDA-MB-468","cancer","CIRBP",2.01681060042117,5.87735772200887
"MDA-MB-468","cancer","IER5",1.31062793974168,3.81941132236845
"MDA-MB-468","cancer","SNAPIN",1.17658184245548,3.42877629455491
"MDA-MB-468","cancer","GPX4",2.47643430453133,7.21678588943622
"MDA-MB-468","cancer","ACBD4",0.941488707536757,2.74367157940848
"MDA-MB-468","cancer","DDIT4",8.11483073974696,23.6481120741268
"MDA-MB-468","cancer","RPS16",0.654214223150934,1.90650079659499
"MDA-MB-468","cancer","RHOF",3.4684580811242,10.1077259720384
"MDA-MB-468","cancer","PGLYRP4",0.355394886823608,1.03568618788448
"MDA-MB-468","cancer","NAT9",2.50059895097685,7.28720612193427
"MDA-MB-468","cancer","MATN4",2.34350960274255,6.82941881473874
"MDA-MB-468","cancer","ANXA2",2.03016422567183,5.91627264662669
"MDA-MB-468","cancer","HNRNPL",3.10046751115204,9.03533364248567
"MDA-MB-468","cancer","COX7A1",0.74289226569974,2.16492495305173
"MDA-MB-468","cancer","SLX1B",1.03152348074182,3.00604949899874
"MDA-MB-468","cancer","ACTN4",1.33422944232434,3.88819044988111
"MDA-MB-468","cancer","DUS1L",1.0381114955143,3.0252481880019
"MDA-MB-468","cancer","FANCE",1.43207032237442,4.17331680322852
"MDA-MB-468","cancer","SHC1",1.45464145397087,4.23909323982359
"MDA-MB-468","cancer","PNRC2",3.39972654707186,9.90742961683098
"MDA-MB-468","cancer","IGFBP3",1.22594323487746,3.57262448776643
"MDA-MB-468","cancer","TACSTD2",4.82713083279866,14.06714872947
"MDA-MB-468","cancer","NCCRP1",0.784747913066981,2.28690002210986
"MDA-MB-468","cancer","FASN",2.53623873315648,7.39106701445458
"MDA-MB-468","cancer","RBPJL",1.65439762335732,4.82121952595932
"MDA-MB-468","cancer","TOB1",5.04571454296148,14.7041419387295
"MDA-MB-468","cancer","CAPNS1",1.29558081289923,3.7755612220551
"MDA-MB-468","cancer","SPATA2",3.00824059481769,8.76656741387621
"MDA-MB-468","cancer","CDKN2D",2.0827461387666,6.06950603051559
"MDA-MB-468","cancer","TFAP2C",2.52609831546008,7.3615159687392
"MDA-MB-468","cancer","ZNF217",1.74593224529332,5.08796828112471
"MDA-MB-468","cancer","BOLA1",1.3995978868229,4.07868614242113
"MDA-MB-468","cancer","S100A14",2.04859617573896,5.96998674552924
"MDA-MB-468","cancer","PACSIN3",1.92618207012195,5.61324948483618
"MDA-MB-468","cancer","PAF1",2.77170875106831,8.07727003609017
"MDA-MB-468","cancer","LAMA5",1.64390064742393,4.7906294038393
"MDA-MB-468","cancer","POLR2I",10.7811951704151,31.4183893490502
"MDA-MB-468","cancer","DBNDD2",2.15223220616401,6.27200123492641
"MDA-MB-468","cancer","ZNF750",1.53508551979122,4.47352207084039
"MDA-MB-468","cancer","MAGEF1",0.52171343945037,1.52036909732084
"MDA-MB-468","cancer","EHD1",2.8259135792739,8.23523289366229
"MDA-MB-468","cancer","SETD1B",1.73817828520986,5.06537181263968
"MDA-MB-468","cancer","MYEOV",0.80634571082606,2.34983998454917
"MDA-MB-468","cancer","MEX3A",0.953401933901131,2.77838891625314
"MDA-MB-468","cancer","TFAP2A",4.51218279761815,13.1493321203085
"MDA-MB-468","cancer","F3",2.88331669155011,8.4025161403556
"MDA-MB-468","cancer","ADAM15",1.7541311169846,5.11186130401761
"MDA-MB-468","cancer","PLEKHG2",1.77865568579866,5.18333041661954
"MDA-MB-468","cancer","KLC4",1.03477117701824,3.01551388439268
"MDA-MB-468","cancer","SREBF1",1.53188045687893,4.46418192692547
"MDA-MB-468","cancer","FAM111A",1.91026496930798,5.56686412006199
"MDA-MB-468","cancer","PLCD3",1.98126976783368,5.77378518683324
"MDA-MB-468","cancer","MEN1",8.43938847407744,24.5939331173654
"MDA-MB-468","cancer","MYH9",0.960764693607734,2.79984535475453
"MDA-MB-468","cancer","STK11",2.10919299806852,6.14657705181453
"MDA-MB-468","cancer","HOXA2",2.22612735972898,6.48734532888022
"MDA-MB-468","cancer","CLDN3",1.27095222602829,3.70378898166829
"MDA-MB-468","cancer","CALML3",0.52637433615182,1.53395180916004
"MDA-MB-468","cancer","TBCB",2.512057886207,7.32059957070277
"MDA-MB-468","cancer","TMEM184A",2.17278720633955,6.33190229305371
"MDA-MB-468","cancer","CANT1",1.62344938453473,4.73103065527977
"MDA-MB-468","cancer","FOXC1",1.0644378338657,3.10196798904295
"MDA-MB-468","cancer","ZFP36L2",7.41901632041823,21.6203806403111
"MDA-MB-468","cancer","HIF1A",0.86022339022229,2.50684947020797
"MDA-MB-468","cancer","NR2F6",2.33085541910171,6.79254219185622
"MDA-MB-468","cancer","SDC4",1.41128817792077,4.1127538048195
"MDA-MB-468","cancer","SYCN",0.66254349682531,1.93077383489546
"MDA-MB-468","cancer","BCL3",2.43265906265253,7.08921676825279
"MDA-MB-468","cancer","KCTD2",2.1888029397981,6.37857509152898
"MDA-MB-468","cancer","TLCD1",4.45865328255865,12.9933372496822
"MDA-MB-468","cancer","NIT1",1.40758308168462,4.10195647165902
"MDA-MB-468","cancer","CDC42EP1",1.69369375300223,4.93573568873899
"MDA-MB-468","cancer","BRD2",2.45606593813379,7.15742871652853
"MDA-MB-468","cancer","HDGF",1.40613317347399,4.09773117196249
"MDA-MB-468","cancer","PYCR2",3.15078619690272,9.18197156485493
"MDA-MB-468","cancer","EFNA3",2.78130511508563,8.10523560913338
"MDA-MB-468","cancer","CSTB",1.89911170729375,5.53436145937029
"MDA-MB-468","cancer","TRIB2",1.38459410815926,4.03496236668848
"MDA-MB-468","cancer","ITGB2",2.20904449066308,6.43756270060685
"MDA-MB-468","cancer","CCDC57",1.17519674642001,3.42473986947953
"MDA-MB-468","cancer","TPM4",1.76678144771246,5.14872669880174
"MDA-MB-468","cancer","ARFGAP2",2.18158092918246,6.35752882181413
"MDA-MB-468","cancer","FTH1",1.71676032012021,5.00295591573638
"MDA-MB-468","cancer","SOCS3",1.40407345845276,4.09172878285235
"MDA-MB-468","cancer","FRMD8",1.35379290096775,3.94520197327505
"MDA-MB-468","cancer","CTNND1",0.856975834654503,2.49738549486492
"MDA-MB-468","cancer","RAD23A",2.97823472770371,8.6791247880039
"MDA-MB-468","cancer","GPHA2",1.26552821731556,3.68798242081158
"MDA-MB-468","cancer","OR2B2",0.366190275419333,1.06714593949027
"MDA-MB-468","cancer","TNRC18",1.60665290687946,4.68208262434958
"MDA-MB-468","cancer","EFNA4",1.01582264442403,2.96029436881691
"MDA-MB-468","cancer","TUBB",7.43099073999695,21.6552763054582
"MDA-MB-468","cancer","CUL7",1.04297235925277,3.03941364063436
"MDA-MB-468","cancer","SYS1-DBNDD2",1.30231307032554,3.79518026073072
"MDA-MB-468","cancer","PYGO2",2.43420311840624,7.09371643123819
"MDA-MB-468","cancer","CAPN2",1.56564384117608,4.56257465025731
"MDA-MB-468","cancer","ERRFI1",1.31303245254111,3.82641851573925
"MDA-MB-468","cancer","EIF3K",0.691207844458946,2.01430702580378
"MDA-MB-468","cancer","ID3",3.05631573379324,8.90666722753029
"MDA-MB-468","cancer","MRPL2",1.60850664520343,4.68748475940912
"MDA-MB-468","cancer","ZSWIM4",1.37420671551294,4.00469159045959
"MDA-MB-468","cancer","ZMYND8",0.795976305406088,2.31962162641232
"MDA-MB-468","cancer","RNASEH2A",0.386417693107433,1.12609236188641
"MDA-MB-468","cancer","LTBP3",2.51785269797867,7.33748672000014
"MDA-MB-468","cancer","SLC16A5",0.973080211113921,2.83573504211556
"MDA-MB-468","cancer","JUN",1.44501088944432,4.21102800019444
"MDA-MB-468","cancer","BCL9L",2.1943560650665,6.39475792182088
"MDA-MB-468","cancer","BCL6",1.80236847023181,5.25243383995011
"MDA-MB-468","cancer","TGOLN2",1.26540518144816,3.6876238716225
"MDA-MB-468","cancer","LMNA",1.21042366362602,3.52739759738917
"MDA-MB-468","cancer","PPP2R5B",0.796243969634322,2.32040164929518
"MDA-MB-468","cancer","RNF187",0.927429466146848,2.70270035933888
"MDA-MB-468","cancer","EIF1",1.24446294181271,3.62659432635341
"MDA-MB-468","cancer","SLC11A1",0.742248826201747,2.16304985178968
"MDA-MB-468","cancer","DDB2",0.651395337913851,1.89828604558557
"MDA-MB-468","cancer","TEAD3",1.19049491384051,3.46932154829592
"MDA-MB-468","cancer","LIF",1.47474982204811,4.29769272971674
"MDA-MB-468","cancer","MRPL4",2.35647778420649,6.86721048513733
"MDA-MB-468","cancer","CHCHD2",1.07223204247546,3.1246817491501
"MDA-MB-468","cancer","SBNO2",2.01510751207399,5.87239460874158
"MDA-MB-468","cancer","RENBP",1.61096848363149,4.69465901022498
"MDA-MB-468","cancer","NFKBIB",1.89719288135412,5.52876964700521
"MDA-MB-468","cancer","MED29",1.75589810211962,5.11701062429876
"MDA-MB-468","cancer","VILL",1.17237232015415,3.41650897089124
"MDA-MB-468","cancer","LGALS3BP",2.86547241367406,8.35051462650666
"MDA-MB-468","cancer","MICALL2",1.63703082582584,4.77060947781851
"MDA-MB-468","cancer","PARD6B",1.73250414776379,5.04883633056347
"MDA-MB-468","cancer","TBCD",1.63145150368127,4.75435030500223
"MDA-MB-468","cancer","ARHGAP4",1.62574226618244,4.73771253490448
"MDA-MB-468","cancer","SOX12",1.23425403021386,3.59684367678507
"MDA-MB-468","cancer","ECH1",0.923185781061892,2.69033347902863
"MDA-MB-468","cancer","DNAJB12",1.71881554184425,5.00894521055053
"MDA-MB-468","cancer","PHKG1",1.00944780354847,2.94171690783038
"MDA-MB-468","cancer","AMOTL2",3.80495356153209,11.0883358070836
"MDA-MB-468","cancer","TNFRSF4",1.66443223533097,4.85046223430207
"MDA-MB-468","cancer","ARL4C",1.05553140726353,3.07601302076045
"MDA-MB-468","cancer","RAB8A",0.848835811580301,2.47366396768607
"MDA-MB-468","cancer","HOOK2",2.05591068727799,5.99130257997976
"MDA-MB-468","cancer","PITX1",1.77081745236664,5.16048836006798
"MDA-MB-468","cancer","SLC25A45",3.2757740865689,9.54620930653169
"MDA-MB-468","cancer","USE1",1.0795120927093,3.14589715700722
"MDA-MB-468","cancer","NR1H3",0.772557923706013,2.25137614689474
"MDA-MB-468","cancer","RPS3",2.19048344649169,6.38347239769667
"MDA-MB-468","cancer","HOXA1",0.589898800841787,1.71907380475253
"MDA-MB-468","cancer","PFKFB2",1.74971224905663,5.09898390862235
"MDA-MB-468","cancer","LEPROT",2.87503830306718,8.37839139087948
"MDA-MB-468","cancer","TP53TG5",0.956284985206924,2.7867906590105
"MDA-MB-468","cancer","XBP1",1.50912172071279,4.39785877604492
"MDA-MB-468","cancer","LRP5",1.63997903198467,4.77920109382354
"MDA-MB-468","cancer","CDC42BPG",1.35389572551842,3.94550162296291
"MDA-MB-468","cancer","PDE4C",1.12707358794786,3.28450011816395
"MDA-MB-468","cancer","CDC42EP4",1.05299076041475,3.0686091076848
"MDA-MB-468","cancer","TPCN2",1.36794894759961,3.98645530165772
"MDA-MB-468","cancer","RARA",1.13997729858941,3.32210390870622
"MDA-MB-468","cancer","SCD",0.909065499035859,2.64918437529757
"MDA-MB-468","cancer","HOXA5",2.88713201287211,8.41363468972711
"MDA-MB-468","cancer","CD44",1.35712645423268,3.95491656175413
"MDA-MB-468","cancer","AZGP1P1",0.776832817797775,2.26383397600162
"MDA-MB-468","cancer","KCTD14",1.19671488453663,3.48744768904206
"MDA-MB-468","cancer","RAB3IL1",0.765645945549478,2.23123336889457
"MDA-MB-468","cancer","PSRC1",0.99544795857622,2.90091877986666
"MDA-MB-468","cancer","STX10",0.350558437575347,1.02159188357527
"MDA-MB-468","cancer","ILF3",1.5814148076118,4.60853415252549
"MDA-MB-468","cancer","ADAMTSL4",1.17948286688585,3.43723041430913
"MDA-MB-468","cancer","TAL1",0.963524325078764,2.80788742937114
"MDA-MB-468","cancer","CYS1",1.28612332772098,3.74800036753979
"MDA-MB-468","cancer","ATG4D",0.568419323181182,1.65647864888271
"MDA-MB-468","cancer","QTRT1",0.264014297168224,0.769386311167923
"MDA-MB-468","cancer","LSM4",1.73550859716059,5.05759184972774
"MDA-MB-468","cancer","SLC38A3",1.00321328996174,2.92354838642124
"MDA-MB-468","cancer","CSRNP1",0.94530745107541,2.75480010174994
"MDA-MB-468","cancer","GORASP1",0.703564527214196,2.05031667628599
"MDA-MB-468","cancer","PLCD1",0.97079960239707,2.82908892807289
"MDA-MB-468","cancer","RAI1",1.50834251782238,4.3955880352406
"MDA-MB-468","cancer","SRSF10",1.75596213294241,5.11719722191517
"MDA-MB-468","cancer","MYO18A",1.17717142886524,3.43049445799447
"MDA-MB-468","cancer","RBCK1",1.115457559043,3.25064886948008
"MDA-MB-468","cancer","DCST1",1.4618794640752,4.26018613499666
"MDA-MB-468","cancer","TRMT1",1.04750304634598,3.05261689768176
"MDA-MB-468","cancer","MYOF",0.548948705556136,1.59973768132386
"MDA-MB-468","cancer","SEMG1",0,0
"MDA-MB-468","cancer","NAA10",2.2815040502532,6.64872320918481
"MDA-MB-468","cancer","USHBP1",1.93331689125909,5.63404166834454
"MDA-MB-468","cancer","KRT80",0.740613748948909,2.15828493538353
"MDA-MB-468","cancer","S100A16",2.03595320618048,5.9331428025491
"MDA-MB-468","cancer","HNRNPA2B1",2.58578791360926,7.53546245659106
"MDA-MB-468","cancer","ZC3H4",1.135179342743,3.30812178126308
"MDA-MB-468","cancer","TUT1",0.742158180661586,2.16278569398264
"MDA-MB-468","cancer","HOXA3",3.22387038393094,9.39495235288598
"MDA-MB-468","cancer","P2RY2",0.875691586885952,2.55192664556978
"MDA-MB-468","cancer","KRT8",1.56829004861203,4.57028618633537
"MDA-MB-468","cancer","MAST1",2.02626060170345,5.90489676707232
"MDA-MB-468","cancer","INTS4",0.544561959283122,1.5869538943501
"MDA-MB-468","cancer","PLXNB2",0.777946230563148,2.26707866596556
"MDA-MB-468","cancer","AP1M2",1.01261020434371,2.950932726475
"MDA-MB-468","cancer","PDXK",2.12890745874162,6.20402862294773
"MDA-MB-468","cancer","NAA40",1.21204194530393,3.53211356839513
"MDA-MB-468","cancer","BEST2",1.0078820584106,2.93715403798289
"MDA-MB-468","cancer","VPS37C",1.0008775238189,2.91674153347553
"MDA-MB-468","cancer","SYDE1",4.8830756504314,14.2301822368562
"MDA-MB-468","cancer","HCFC1",1.7844184328373,5.20012412337635
"MDA-MB-468","cancer","AAMP",0.935781262574356,2.72703903309218
"MDA-MB-468","cancer","PRCC",0.634523066817448,1.84911713860166
"MDA-MB-468","cancer","FOSL2",1.81907961282968,5.30113318879858
"MDA-MB-468","cancer","CCL28",0.775725949295662,2.26060835722672
"MDA-MB-468","cancer","SLX1A-SULT1A3",2.98502250708174,8.69890562787773
"MDA-MB-468","cancer","DEDD",1.19714792978758,3.48870966269942
"MDA-MB-468","cancer","SUMF2",1.77106500873057,5.16120978492905
"MDA-MB-468","cancer","S100A2",0.60578640149623,1.76537320062594
"MDA-MB-468","cancer","NEK8",1.22813824882231,3.57902116287116
"MDA-MB-468","cancer","ZNF839",0.745961352036327,2.17386883616901
"MDA-MB-468","cancer","IRF2BP2",5.92518808530761,17.2670898994012
"MDA-MB-468","cancer","TSKU",1.0444198478988,3.04363188927383
"MDA-MB-468","cancer","CENPA",1.52056163059327,4.43119678143871
"MDA-MB-468","cancer","HOXA7",1.2671167093093,3.69261157918857
"MDA-MB-468","cancer","ARHGEF2",0.72087683434242,2.10076792935091
"MDA-MB-468","cancer","MAPK12",0.605503674733499,1.76454928274202
"MDA-MB-468","cancer","HDAC10",0.945398436046074,2.75506524872001
"MDA-MB-468","cancer","TIMM17A",1.10310656692872,3.21465580257426
"MDA-MB-468","cancer","EGFR",1.48874847530615,4.33848738480564
"MDA-MB-468","cancer","FXYD1",0.797550363770534,2.32420872253391
"MDA-MB-468","cancer","GTF2I",1.41448662813981,4.1220746781278
"MDA-MB-468","cancer","RPS14",0.156058707605861,0.45478383049082
"MDA-MB-468","cancer","RTBDN",0.744584032216288,2.16985507241832
"MDA-MB-468","cancer","EDN2",5.75955283070854,16.7843982463271
"MDA-MB-468","cancer","KRI1",0.645863484395709,1.88216520509361
"MDA-MB-468","cancer","SAE1",0.537668062547573,1.5668638089425
"MDA-MB-468","cancer","ADCY4",1.80985027993342,5.27423721207399
"MDA-MB-468","cancer","EFNA2",1.12267962393495,3.27169529736612
"MDA-MB-468","cancer","SLC1A5",1.02935377861277,2.9997265871894
"MDA-MB-468","cancer","SLPI",0.869380359909303,2.53353456720664
"MDA-MB-468","cancer","RNF166",0.945160670017619,2.75437235470058
"MDA-MB-468","cancer","CD59",1.23779439773289,3.60716096010975
"MDA-MB-468","cancer","RHOD",0.767877646554899,2.23773695685404
"MDA-MB-468","cancer","RRP1",1.27939412295515,3.72839022487931
"MDA-MB-468","cancer","MRPL14",0.795616225507882,2.31857228723798
"MDA-MB-468","cancer","PWWP2B",2.10827268043884,6.14389507665714
"MDA-MB-468","cancer","CKS1B",2.65506623786215,7.73735225919849
"MDA-MB-468","cancer","PNPO",5.5497335835504,16.1729462972678
"MDA-MB-468","cancer","SEMA4C",1.46991205069386,4.28359457254704
"MDA-MB-468","cancer","CMTM7",1.21914209503714,3.5528047130436
"MDA-MB-468","cancer","ISG20L2",0.825433410457966,2.40546505851672
"MDA-MB-468","cancer","SCYL1",1.34024243246624,3.90571341115247
"MDA-MB-468","cancer","AHCYL1",1.27331973240236,3.71068833149649
"MDA-MB-468","cancer","ATG2A",1.40489374498053,4.09411924894633
"MDA-MB-468","cancer","CRABP2",1.14695000493543,3.34242365984078
"MDA-MB-468","cancer","UBQLN4",0.634025754862059,1.84766787992529
"MDA-MB-468","cancer","FLNB",0.738635408492596,2.15251968675024
"MDA-MB-468","cancer","ZC3H12A",3.07961440861838,8.97456385915624
"MDA-MB-468","cancer","LSM5",1.69475583114249,4.93883078014604
"MDA-MB-468","cancer","ARHGAP30",0.744588298170612,2.16986750419529
"MDA-MB-468","cancer","RRM2",0.641733856616399,1.87013070878906
"MDA-MB-468","cancer","S100A13",0.522803558042581,1.52354590377183
"MDA-MB-468","cancer","RIPK4",1.66108711397502,4.84071393427412
"MDA-MB-468","cancer","NACC1",0.881521427318298,2.56891587483899
"MDA-MB-468","cancer","MAP4K1",0.729888304188724,2.12702901300287
"MDA-MB-468","cancer","PGS1",1.06375277751779,3.09997160861162
"MDA-MB-468","cancer","DCST2",0.981333359410686,2.85978623703825
"MDA-MB-468","cancer","CNN3",0.716581867355746,2.08825160412947
"MDA-MB-468","cancer","WNT10A",1.78002721870106,5.18732731622589
"MDA-MB-468","cancer","ZNF286A",1.45095927698548,4.22836269758309
"MDA-MB-468","cancer","C1QTNF1",1.09577031911166,3.19327662460429
"MDA-MB-468","cancer","PACSIN1",0.743613640766931,2.16702717292341
"MDA-MB-468","cancer","THRSP",1.07782911171845,3.14099264028139
"MDA-MB-468","cancer","LENEP",2.91797436026886,8.50351497327943
"MDA-MB-468","cancer","FKRP",1.36043005158859,3.96454385319443
"MDA-MB-468","cancer","TGFB2",1.05781318326108,3.08266253647416
"MDA-MB-468","cancer","GJD3",0.217114528045441,0.632711741847106
"MDA-MB-468","cancer","STRN4",0.937281276007589,2.73141034864015
"MDA-MB-468","cancer","RNF114",2.93750258947352,8.56042383159722
"MDA-MB-468","cancer","LIPE",1.12649701681438,3.28281988363773
"MDA-MB-468","cancer","NRM",2.85425276058366,8.31781848998529
"MDA-MB-468","cancer","S100A1",0.447277022976032,1.30344766351206
"MDA-MB-468","cancer","CPA1",0.528417154334074,1.53990495776786
"MDA-MB-468","cancer","NFE2L3",1.72031406363376,5.01331217917384
"MDA-MB-468","cancer","PWP2",0.625127979774583,1.82173812375079
"MDA-MB-468","cancer","INF2",1.26914386730322,3.69851909112194
"MDA-MB-468","cancer","CHST3",0.943049592439683,2.74822028563576
"MDA-MB-468","cancer","EEF1G",0.928108007126332,2.70467775278605
"MDA-MB-468","cancer","ENGASE",1.18086594541468,3.44126095999839
"MDA-MB-468","cancer","SMCR5",1.90955764244573,5.56480283924813
"MDA-MB-468","cancer","TINAGL1",0.758101664895332,2.20924794490365
"MDA-MB-468","cancer","TSTD1",3.69212540202198,10.7595337597231
"MDA-MB-468","cancer","DLL4",0.952842591898074,2.77675889058775
"MDA-MB-468","cancer","SLC9A3R1",1.16001108079603,3.38048604162862
"MDA-MB-468","cancer","FMNL1",1.00271821531667,2.92210564767941
"MDA-MB-468","cancer","TMEM63B",1.22678115493928,3.5750663412279
"MDA-MB-468","cancer","B4GALT5",0.809528980276548,2.35911661830057
"MDA-MB-468","cancer","MYL12A",3.26722684629163,9.52130107338623
"MDA-MB-468","cancer","TSPAN1",1.14149350477147,3.32652241290807
"MDA-MB-468","cancer","BOLA2",5.02088102734803,14.6317724982253
"MDA-MB-468","cancer","SLC9A8",0.755830283806078,2.20262872186815
"MDA-MB-468","cancer","CDRT1",0.978893325356307,2.85267552818514
"MDA-MB-468","cancer","KHNYN",0.839377465907923,2.4461006055323
"MDA-MB-468","cancer","PTK7",0.959585650769663,2.79640940666527
"MDA-MB-468","cancer","PFDN2",1.81449442373597,5.28777110287877
"MDA-MB-468","cancer","INTS1",0.920492238259245,2.68248399896968
"MDA-MB-468","cancer","SUPT5H",0.682952805867101,1.99025032221291
"MDA-MB-468","cancer","UBASH3B",0.675425437488516,1.96831418370935
"MDA-MB-468","cancer","CXXC5",1.49019245236504,4.34269540003312
"MDA-MB-468","cancer","CEP55",0.384274434582498,1.11984651161214
"MDA-MB-468","cancer","WNT7B",0.796713368595792,2.32176956436382
"MDA-MB-468","cancer","CLDN4",0.835447209018904,2.4346471127396
"MDA-MB-468","cancer","TPM1",2.00359118778483,5.83883391768021
"MDA-MB-468","cancer","TMX2",0.991937080608797,2.89068743452934
"MDA-MB-468","cancer","BRD4",1.14391203243344,3.33357044817076
"MDA-MB-468","cancer","PRDX2",2.38362090562334,6.94631054253758
"MDA-MB-468","cancer","SPDEF",0.672915225510458,1.96099896345513
"MDA-MB-468","cancer","CBX3",0.493697593517299,1.43872575986568
"MDA-MB-468","cancer","EFNA1",1.01784350869151,2.96618353967171
"MDA-MB-468","cancer","CARD10",1.33928411585169,3.90292069995119
"MDA-MB-468","cancer","LGI4",1.6172907146172,4.7130831562982
"MDA-MB-468","cancer","BEST1",0.73099445273965,2.13025253370735
"MDA-MB-468","cancer","PTPRJ",0.483696593504013,1.40958100296901
"MDA-MB-468","cancer","KIAA1522",1.06192196783762,3.09463629184512
"MDA-MB-468","cancer","GCHFR",1.88875711208549,5.50418626091941
"MDA-MB-468","cancer","UPK2",1.21834978568591,3.55049577759737
"MDA-MB-468","cancer","NRSN2",0.965190462296677,2.81274286023886
"MDA-MB-468","cancer","EGOT",0.277391424228199,0.808369724388688
"MDA-MB-468","cancer","TOP1",0.643713837443061,1.87590073776381
"MDA-MB-468","cancer","PSPH",0.735311963848842,2.14283455665594
"MDA-MB-468","cancer","PLEKHF1",1.60785807957924,4.68559471967075
"MDA-MB-468","cancer","CISH",0.377588250879407,1.10036174025586
"MDA-MB-468","cancer","MPRIP",0.544630798697707,1.58715450508906
"MDA-MB-468","cancer","MAFF",0.721801206169139,2.10346171918553
"MDA-MB-468","cancer","RXFP4",1.57564307731762,4.5917142669067
"MDA-MB-468","cancer","DNMT1",0.813772657237252,2.37148347493525
"MDA-MB-468","cancer","CCDC105",0.814880836285158,2.37471291288209
"MDA-MB-468","cancer","MYO9B",0.785298572501307,2.28850474517005
"MDA-MB-468","cancer","TRIB3",1.15746526343927,3.37306706073998
"MDA-MB-468","cancer","SENP8",1.3599468124439,3.96313560528159
"MDA-MB-468","cancer","IRAK1",0.735966917674423,2.14474321279031
"MDA-MB-468","cancer","EPHB3",0.974164336332253,2.83889438277068
"MDA-MB-468","cancer","KCNN4",0.52385348986927,1.52660559858298
"MDA-MB-468","cancer","NENF",0.407079420166696,1.18630444181917
"MDA-MB-468","cancer","WNT6",0.390545150153923,1.13812053227553
"MDA-MB-468","cancer","TOM1L2",0.700562148144103,2.04156719043525
"MDA-MB-468","cancer","PXDN",1.17964072179423,3.43769043259968
"MDA-MB-468","cancer","MTA2",0.886823480063429,2.5843670335336
"MDA-MB-468","cancer","HIVEP1",0.842377295696394,2.45484266230664
"MDA-MB-468","cancer","MAPKAPK3",1.09450807590901,3.18959821532153
"MDA-MB-468","cancer","SOX10",1.03117434833695,3.00503206283724
"MDA-MB-468","cancer","CTDSP1",1.77377297173478,5.16910128811253
"MDA-MB-468","cancer","AFAP1",0.933256546501934,2.71968154523436
"MDA-MB-468","cancer","PIM3",0.60398120638549,1.76011252943469
"MDA-MB-468","cancer","GCNT2",0.76811580908913,2.23843100636438
"MDA-MB-468","cancer","ENSA",0.395517013479659,1.1526094581589
"MDA-MB-468","cancer","DNMT3L",0.932443769273191,2.71731296262148
"MDA-MB-468","cancer","TMEM45B",1.05201800469011,3.06577431825606
