"cell_line","cell_type","gene","break_density","ratio_non_se"
"A4098","cancer","KANK2",54.6456666666667,6.24260286193965
"A4098","cancer","BEST2",0,0
"A4098","cancer","HOOK2",37.0343333333333,4.23072220285891
"A4098","cancer","JUNB",121.791,13.9131406300925
"A4098","cancer","PRDX2",171.044333333333,19.5397349857304
"A4098","cancer","RNASEH2A",70.776,8.0852972816992
"A4098","cancer","RTBDN",41.3126666666667,4.71946975669359
"A4098","cancer","MAST1",47.1123333333333,5.38201114268264
"A4098","cancer","LYL1",0,0
"A4098","cancer","TRMT1",0,0
"A4098","cancer","NACC1",26.617,3.040668556389
"A4098","cancer","STX10",78.9543333333333,9.01957240700764
"A4098","cancer","IER2",82.167,9.3865805039191
"A4098","cancer","MRI1",15.0556666666667,1.71992682228678
"A4098","cancer","ZSWIM4",35.7233333333333,4.08095639614042
"A4098","cancer","MIR24-2",0,0
"A4098","cancer","MIR27A",0,0
"A4098","cancer","MIR23A",0,0
"A4098","cancer","NANOS3",11.9216666666667,1.36190543536402
"A4098","cancer","MIR181C",0,0
"A4098","cancer","MIR181D",0,0
"A4098","cancer","CC2D1A",48.0336666666667,5.48726227153337
"A4098","cancer","PTGER1",0,0
"A4098","cancer","GIPC1",31.2876666666667,3.57423542232834
"A4098","cancer","DNAJB1",26.8876666666667,3.07158893143487
"A4098","cancer","TECR",7.56366666666667,0.864056933701804
"A4098","cancer","MIR639",0,0
"A4098","cancer","NDUFB7",0,0
"A4098","cancer","TPM4",75.7346666666667,8.6517646452243
"A4098","cancer","RAB8A",34.172,3.90373542882086
"A4098","cancer","HSH2D",18.1586666666667,2.07440683620552
"A4098","cancer","LSM4",29.5943333333333,3.38079268189358
"A4098","cancer","PGPEP1",0,0
"A4098","cancer","GDF15",54.059,6.17558332982052
"A4098","cancer","MIR3189",0,0
"A4098","cancer","LRRC25",0,0
"A4098","cancer","SSBP4",49.7443333333333,5.68268513450801
"A4098","cancer","PLEKHF1",51.581,5.89250196517642
"A4098","cancer","RHPN2",50.2223333333333,5.73729082147326
"A4098","cancer","GPATCH1",25.3096666666667,2.89132162174625
"A4098","cancer","ZNF792",28.2983333333333,3.23274044275768
"A4098","cancer","GRAMD1A",84.148,9.61288566266
"A4098","cancer","SCN1B",14.725,1.68215217691054
"A4098","cancer","HPN",36.26,4.14226403631758
"A4098","cancer","SIPA1L3",25.1556666666667,2.87372899456498
"A4098","cancer","MAP4K1",25.5506666666667,2.91885294090656
"A4098","cancer","EIF3K",11.5,1.3137351466534
"A4098","cancer","ACTN4",119.009333333333,13.5953690417208
"A4098","cancer","CAPN12",29.2866666666667,3.34564550681065
"A4098","cancer","LGALS7B",0,0
"A4098","cancer","LGALS4",13.034,1.48897599143308
"A4098","cancer","ECH1",54.294,6.20242922194779
"A4098","cancer","HNRNPL",85.6656666666667,9.78626062273864
"A4098","cancer","RINL",0,0
"A4098","cancer","SIRT2",31.15,3.55850867984811
"A4098","cancer","NFKBIB",62.5826666666667,7.14930858880817
"A4098","cancer","PAF1",66.9263333333333,7.64551968144702
"A4098","cancer","MED29",23.8653333333333,2.72632410318251
"A4098","cancer","ZFP36",57.2706666666667,6.54247718889314
"A4098","cancer","PLEKHG2",36.5393333333333,4.17417447263339
"A4098","cancer","RPS16",0,0
"A4098","cancer","SUPT5H",36.0856666666667,4.12234857307991
"A4098","cancer","HIPK4",0,0
"A4098","cancer","PRX",28.1866666666667,3.21998388408728
"A4098","cancer","SERTAD1",181.258666666667,20.7065983509159
"A4098","cancer","SERTAD3",232.160666666667,26.5215328235203
"A4098","cancer","BLVRB",47.3316666666667,5.40706730866809
"A4098","cancer","SPTBN4",22.3713333333333,2.55565277195641
"A4098","cancer","SHKBP1",34.3343333333333,3.92228003799246
"A4098","cancer","LTBP4",209.966333333333,23.9861001490385
"A4098","cancer","NUMBL",28.8153333333333,3.29180140543767
"A4098","cancer","IRGC",0,0
"A4098","cancer","KCNN4",14.231,1.62571868452387
"A4098","cancer","LYPD5",20.6123333333333,2.35470841343786
"A4098","cancer","PVR",104.020666666667,11.8830961546363
"A4098","cancer","CEACAM19",36.7136666666667,4.19408993587107
"A4098","cancer","CEACAM16",17.769,2.02989215833776
"A4098","cancer","BCL3",46.6276666666667,5.32664387012513
"A4098","cancer","CBLC",18.804,2.14812832153656
"A4098","cancer","ERCC2",9.75,1.1138189286844
"A4098","cancer","PPP1R13L",30.7803333333333,3.51627875875714
"A4098","cancer","ERCC1",38.7746666666667,4.42953412171912
"A4098","cancer","FOSB",133.966,15.3039863179625
"A4098","cancer","RTN2",48.919,5.58840083818587
"A4098","cancer","PPM1N",52.5836666666667,6.00704443825275
"A4098","cancer","VASP",42.829,4.89269239965377
"A4098","cancer","OPA3",32.824,3.74974282206531
"A4098","cancer","GPR4",46.2193333333333,5.27999675259904
"A4098","cancer","IGFL2",11.2983333333333,1.29069718248745
"A4098","cancer","IGFL1",0,0
"A4098","cancer","AP2S1",43.9036666666667,5.01545999712654
"A4098","cancer","NPAS1",19.9233333333333,2.27599854247749
"A4098","cancer","ZC3H4",63.512,7.25547362036961
"A4098","cancer","SAE1",26.9536666666667,3.07912862879827
"A4098","cancer","EHD2",80.433,9.18849209137153
"A4098","cancer","SNORD23",0,0
"A4098","cancer","DHDH",13.0383333333333,1.48947102206805
"A4098","cancer","BAX",542.827666666667,62.0114595022482
"A4098","cancer","FTL",1742.53733333333,199.063699057016
"A4098","cancer","GYS1",46.194,5.27710272734843
"A4098","cancer","RUVBL2",42.1803333333333,4.81859012152659
"A4098","cancer","LHB",0,0
"A4098","cancer","IGLON5",10.679,1.21994588096623
"A4098","cancer","VSIG10L",124.015,14.1672055836714
"A4098","cancer","ETFB",72.832,8.32017027835306
"A4098","cancer","CLDND2",116.934666666667,13.3583636054086
"A4098","cancer","NKG7",0,0
"A4098","cancer","LIM2",53.1153333333333,6.06778088923571
"A4098","cancer","SIGLEC10",26.4066666666667,3.0166405309531
"A4098","cancer","NLRP12",7.26866666666667,0.830356771244173
"A4098","cancer","MYADM",376.874666666667,43.053347433329
"A4098","cancer","PRKCG",27.4366666666667,3.13430550495771
"A4098","cancer","CACNG7",42.8063333333333,4.89010300864007
"A4098","cancer","CACNG8",47.3933333333333,5.41411197539652
"A4098","cancer","MIR935",0,0
"A4098","cancer","CACNG6",34.348,3.9238412884566
"A4098","cancer","VSTM1",18.5233333333333,2.1160655681023
"A4098","cancer","TARM1",0,0
"A4098","cancer","LILRP2",0,0
"A4098","cancer","KIR3DL3",0,0
"A4098","cancer","KIR2DL3",35.5426666666667,4.0603174265901
"A4098","cancer","KIR2DL1",44.825,5.12071112597726
"A4098","cancer","KIR3DP1",0,0
"A4098","cancer","KIR2DL4",18.844,2.15269783509014
"A4098","cancer","KIR3DL1",0,0
"A4098","cancer","KIR2DS4",0,0
"A4098","cancer","NCR1",14.706,1.6799816579726
"A4098","cancer","NLRP7",19.904,2.27378994425993
"A4098","cancer","NLRP2",19.326,2.20776047341074
"A4098","cancer","SHISA7",24.209,2.76558384046366
"A4098","cancer","ISOC2",97.293,11.1145420542043
"A4098","cancer","ZNF628",18.6706666666667,2.13289660969131
"A4098","cancer","NAT14",61.7206666666667,7.05083557172859
"A4098","cancer","SSC5D",32.7016666666667,3.73576772644729
"A4098","cancer","SBK2",17.2423333333333,1.96972689654899
"A4098","cancer","ZNF579",0,0
"A4098","cancer","FIZ1",68.1773333333333,7.78843121783515
"A4098","cancer","ZNF524",0,0
"A4098","cancer","PXDN",71.8546666666667,8.20852183052733
"A4098","cancer","ASAP2",54.2333333333333,6.19549879305819
"A4098","cancer","ADAM17",80.5496666666667,9.20181983923614
"A4098","cancer","YWHAQ",124.890333333333,14.2672017719355
"A4098","cancer","CYS1",29.517,3.37195828902333
"A4098","cancer","RRM2",209.211333333333,23.8998505807147
"A4098","cancer","HPCAL1",187.641,21.4357023176687
"A4098","cancer","ODC1",290.225666666667,33.1547529357316
"A4098","cancer","SNORA80B",0,0
"A4098","cancer","OSR1",51.8046666666667,5.91805316179684
"A4098","cancer","TTC32",138.178333333333,15.7851941744338
"A4098","cancer","HS1BP3",18.198,2.07890019119987
"A4098","cancer","GDF7",0,0
"A4098","cancer","KIF3C",82.04,9.37207229838649
"A4098","cancer","RAB10",156.786333333333,17.9109318795578
"A4098","cancer","CENPA",88.2773333333333,10.0846117785076
"A4098","cancer","SUPT7L",45.1063333333333,5.15285003797075
"A4098","cancer","SLC4A1AP",50.9153333333333,5.81645764378898
"A4098","cancer","MRPL33",39.1563333333333,4.47313489687617
"A4098","cancer","RBKS",33.579,3.83599239038908
"A4098","cancer","FOSL2",151.525333333333,17.3099266094236
"A4098","cancer","CLIP4",32.0426666666667,3.66048499065211
"A4098","cancer","LBH",59.48,6.79486665416905
"A4098","cancer","CRIM1",109.485,12.5073297853345
"A4098","cancer","PKDCC",14,1.59932974375196
"A4098","cancer","SIX2",52.184,5.9613873819966
"A4098","cancer","EPAS1",28.0326666666667,3.20239125690601
"A4098","cancer","MCFD2",43.48,4.96706123273823
"A4098","cancer","TTC7A",44.993,5.13990308290229
"A4098","cancer","EPCAM",20.188,2.30623349049033
"A4098","cancer","MIR559",0,0
"A4098","cancer","MSH2",20.4573333333333,2.33700154841775
"A4098","cancer","SPTBN1",136.597,15.604546071949
"A4098","cancer","RPL23AP32",0,0
"A4098","cancer","RTN4",94.2253333333333,10.7640984439245
"A4098","cancer","SERTAD2",52.0416666666667,5.94512752960178
"A4098","cancer","PCBP1",741.401,84.6960479533891
"A4098","cancer","TGFA",60.809,6.94668874198664
"A4098","cancer","CYP26B1",52.966,6.05072137196903
"A4098","cancer","EXOC6B",38.3503333333333,4.38105919877159
"A4098","cancer","MRPL19",52.226,5.96618537122785
"A4098","cancer","TMSB10",780.883666666667,89.2064624650066
"A4098","cancer","KCMF1",43.277,4.94387095145383
"A4098","cancer","RETSAT",348.796666666667,39.8457773943956
"A4098","cancer","ELMOD3",25.301,2.89033156047631
"A4098","cancer","CAPG",52.122,5.95430463598855
"A4098","cancer","SH2D6",34.6133333333333,3.95415239502866
"A4098","cancer","KRCC1",91.446,10.4465934105101
"A4098","cancer","SMYD1",19.0803333333333,2.17969604433586
"A4098","cancer","GGT8P",112.481333333333,12.8496244297771
"A4098","cancer","FER1L5",25.4093333333333,2.90270732635058
"A4098","cancer","RPL31",49.296,5.63146850342833
"A4098","cancer","TBC1D8",33.3523333333333,3.81009848025214
"A4098","cancer","SNORD89",0,0
"A4098","cancer","IL1R1",24.7946666666667,2.83248913474395
"A4098","cancer","IL1RL2",21.714,2.48056043255929
"A4098","cancer","POU3F3",66.6616666666667,7.61528473343419
"A4098","cancer","TGFBRAP1",53.0223333333333,6.05715677022365
"A4098","cancer","FHL2",49.7256666666667,5.68055269484968
"A4098","cancer","SULT1C3",13.887,1.58642086796311
"A4098","cancer","SULT1C2",46.364,5.29652315995114
"A4098","cancer","LIMS1",48.841,5.5794902867564
"A4098","cancer","MIR4267",0,0
"A4098","cancer","MALL",82.3923333333333,9.41232209693758
"A4098","cancer","BCL2L11",29.896,3.41525442994347
"A4098","cancer","PSD4",12.747,1.45618973168616
"A4098","cancer","PAX8",187.662666666667,21.4381774708436
"A4098","cancer","ACTR3",53.6736666666667,6.13156368258773
"A4098","cancer","GLI2",25.4723333333333,2.90990431019747
"A4098","cancer","TSN",30.738,3.51144269024627
"A4098","cancer","BIN1",28.543,3.26069063399373
"A4098","cancer","KYNU",66.796,7.63063068311829
"A4098","cancer","GTDC1",24.862,2.8401811492258
"A4098","cancer","ZEB2",42.1573333333333,4.81596265123329
"A4098","cancer","MMADHC",28.4856666666667,3.25414099790027
"A4098","cancer","RND3",51.8276666666667,5.92068063209015
"A4098","cancer","FMNL2",72.219,8.25014248314449
"A4098","cancer","NR4A2",46.8696666666667,5.35428942712427
"A4098","cancer","TANC1",44.2846666666667,5.05898461372436
"A4098","cancer","ITGB6",30.675,3.50424570639939
"A4098","cancer","RBMS1",56.3413333333333,6.4363121573317
"A4098","cancer","KCNH7",23.9016666666667,2.73047474466034
"A4098","cancer","FIGN",73.738,8.42366976034158
"A4098","cancer","COBLL1",17.0573333333333,1.9485928963637
"A4098","cancer","SLC38A11",28.501,3.25589264476248
"A4098","cancer","SP3",87.482,9.99375461735065
"A4098","cancer","HNRNPA3",289.966,33.1250891769129
"A4098","cancer","NFE2L2",56.2733333333333,6.42854398429062
"A4098","cancer","MIR3128",0,0
"A4098","cancer","ITGAV",126.962,14.5038644947312
"A4098","cancer","TFPI",83.756,9.56810442983495
"A4098","cancer","GLS",482.624666666667,55.1339988905983
"A4098","cancer","MYO1B",39.717,4.53718424518548
"A4098","cancer","ANKRD44",32.7613333333333,3.74258391749804
"A4098","cancer","SPATS2L",48.1843333333333,5.50447410591851
"A4098","cancer","NDUFB3",0,0
"A4098","cancer","CFLAR",87.1306666666667,9.9536190566384
"A4098","cancer","CASP10",40.6046666666667,4.63858936679527
"A4098","cancer","CASP8",32.155,3.67331770788174
"A4098","cancer","NRP2",140.411666666667,16.0403253478418
"A4098","cancer","KLF7",66.395,7.58482130974368
"A4098","cancer","CREB1",16.2503333333333,1.85640296042028
"A4098","cancer","DES",0,0
"A4098","cancer","SPEG",24.575,2.80739488947889
"A4098","cancer","GMPPA",58.147,6.64258761499609
"A4098","cancer","IRS1",32.921,3.76082389243274
"A4098","cancer","MFF",42.94,4.90537279976494
"A4098","cancer","TM4SF20",29.698,3.39263533785327
"A4098","cancer","CCL20",12.4266666666667,1.41959554397793
"A4098","cancer","DGKD",55.5856666666667,6.34998643044871
"A4098","cancer","UGT1A8",25.0093333333333,2.85701219081481
"A4098","cancer","UGT1A10",26.946,3.07825280536717
"A4098","cancer","UGT1A9",32.141,3.67171837813798
"A4098","cancer","UGT1A7",31.6123333333333,3.61132464067154
"A4098","cancer","UGT1A6",32.852,3.75294148155282
"A4098","cancer","UGT1A5",31.5076666666667,3.59936774687301
"A4098","cancer","UGT1A4",26.794,3.06088865386358
"A4098","cancer","UGT1A3",24.677,2.81904714904051
"A4098","cancer","DNAJB3",0,0
"A4098","cancer","UGT1A1",27.0513333333333,3.09028585772492
"A4098","cancer","HJURP",152.811,17.4567983908915
"A4098","cancer","TRPM8",14.886,1.70054446896369
"A4098","cancer","SPP2",16.194,1.84996756216566
"A4098","cancer","ARL4C",985.948333333333,112.632606807334
"A4098","cancer","SH3BP4",21.7496666666667,2.4846349154779
"A4098","cancer","COL6A3",61.7986666666667,7.05974612315806
"A4098","cancer","MLPH",147.977666666667,16.9046488365009
"A4098","cancer","LRRFIP1",33.8293333333333,3.86458992937855
"A4098","cancer","HDAC4",30.717,3.50904369563064
"A4098","cancer","MIR4269",0,0
"A4098","cancer","TRIB3",27.719,3.16655865479004
"A4098","cancer","RBCK1",48.879,5.58383132463229
"A4098","cancer","SPEF1",0,0
"A4098","cancer","CENPB",711.901666666667,81.3261078661853
"A4098","cancer","CDC25B",100.472666666667,11.477780302434
"A4098","cancer","MAVS",27.0546666666667,3.09066665052105
"A4098","cancer","PCNA",91.0063333333333,10.3963668407004
"A4098","cancer","CDS2",4.139,0.472830414956383
"A4098","cancer","PLCB4",31.6496666666667,3.61558951998821
"A4098","cancer","JAG1",17.8,2.03343353134178
"A4098","cancer","RIN2",33.24,3.79726576302251
"A4098","cancer","NAA20",30.5556666666667,3.49061332429788
"A4098","cancer","ENTPD6",25.1856666666667,2.87715612973017
"A4098","cancer","PYGB",58.795,6.71661373456404
"A4098","cancer","ABHD12",32.6363333333333,3.72830418764311
"A4098","cancer","HM13",96.7423333333333,11.0516350842833
"A4098","cancer","ID1",847.591333333333,96.8270021390274
"A4098","cancer","MIR3193",0,0
"A4098","cancer","COX4I2",0,0
"A4098","cancer","BCL2L1",94.16,10.7566349051203
"A4098","cancer","TPX2",53.2543333333333,6.08365994883439
"A4098","cancer","COMMD7",29.239,3.34020016982597
"A4098","cancer","DNMT3B",64.372,7.35371816177152
"A4098","cancer","MAPRE1",30.4706666666667,3.48090310799653
"A4098","cancer","EIF6",165.128,18.8638658518767
"A4098","cancer","FAM83C",0,0
"A4098","cancer","SRC",119.135,13.609724930135
"A4098","cancer","TGM2",71.4653333333333,8.16404523193918
"A4098","cancer","TTPAL",81.589,9.32055103306991
"A4098","cancer","SERINC3",101.460333333333,11.5906092079278
"A4098","cancer","PKIG",25.9,2.95876002594113
"A4098","cancer","WFDC3",37.7976666666667,4.317923753173
"A4098","cancer","DNTTIP1",22,2.51323245446737
"A4098","cancer","UBE2C",33.5363333333333,3.8311182425986
"A4098","cancer","TNNC2",21.162,2.41750114551993
"A4098","cancer","ZMYND8",54.3246666666667,6.20593251567219
"A4098","cancer","LOC100131496",0,0
"A4098","cancer","PTGIS",28.4143333333333,3.24599203206306
"A4098","cancer","B4GALT5",88.8713333333333,10.1524690547782
"A4098","cancer","RNF114",21.0733333333333,2.40737205714283
"A4098","cancer","SNAI1",59.676,6.81725727058158
"A4098","cancer","UBE2V1",55.8086666666667,6.3754614685099
"A4098","cancer","CEBPB",0,0
"A4098","cancer","PARD6B",36.798,4.20372399361319
"A4098","cancer","BCAS4",11.989,1.36959744984588
"A4098","cancer","ATP9A",13.1506666666667,1.50230373929768
"A4098","cancer","SALL4",21.2186666666667,2.42397462305416
"A4098","cancer","TSHZ2",43.7233333333333,4.99485910685583
"A4098","cancer","ZNF217",105.643,12.0684280085135
"A4098","cancer","SUMO1P1",0,0
"A4098","cancer","BCAS1",22.1156666666667,2.52644596449313
"A4098","cancer","CYP24A1",17.1613333333333,1.960473631603
"A4098","cancer","PMEPA1",68.8333333333333,7.86337124011381
"A4098","cancer","LAMA5",57.1733333333333,6.5313580392461
"A4098","cancer","RPS21",103.636666666667,11.839228824522
"A4098","cancer","CABLES2",23.6366666666667,2.70020171736789
"A4098","cancer","MIR124-3",0,0
"A4098","cancer","YTHDF1",66.0886666666667,7.5498264517792
"A4098","cancer","BIRC7",0,0
"A4098","cancer","MIR3196",0,0
"A4098","cancer","NKAIN4",11.5896666666667,1.32397847286933
"A4098","cancer","FLJ16779",29.18,3.33346013733445
"A4098","cancer","ARFGAP1",156.509333333333,17.8792879981993
"A4098","cancer","NRIP1",94.8146666666667,10.8314226102805
"A4098","cancer","CLDN17",0,0
"A4098","cancer","CLDN8",0,0
"A4098","cancer","RUNX1",33.3913333333333,3.81455375596688
"A4098","cancer","CHAF1B",37.1946666666667,4.24903833635283
"A4098","cancer","CLDN14",20.818,2.37820332895917
"A4098","cancer","HLCS",41.196,4.70614200882899
"A4098","cancer","ETS2",121.496,13.8794404676349
"A4098","cancer","RIPK4",211.648333333333,24.1782481939664
"A4098","cancer","SIK1",175.952,20.1003762194747
"A4098","cancer","HSF2BP",34.2936666666667,3.91763436587966
"A4098","cancer","RRP1B",71.8846666666667,8.21194896569251
"A4098","cancer","PDXK",114.562666666667,13.0873914516815
"A4098","cancer","CSTB",0,0
"A4098","cancer","RRP1",62.511,7.14112154369135
"A4098","cancer","POFUT2",30.857,3.52503699306816
"A4098","cancer","COL18A1",56.541,6.45912164581997
"A4098","cancer","ADORA2A",34.804,3.97593374296738
"A4098","cancer","UPB1",6.501,0.742660190295107
"A4098","cancer","MIAT",47.6383333333333,5.44210024591218
"A4098","cancer","LIF",392.164333333333,44.8000059099042
"A4098","cancer","OSM",0,0
"A4098","cancer","RNF215",13.6393333333333,1.55812796321054
"A4098","cancer","SEC14L2",7.858,0.897680937600208
"A4098","cancer","MTFP1",42.8196666666667,4.8916261798246
"A4098","cancer","SEC14L3",0,0
"A4098","cancer","PISD",38.1323333333333,4.3561553499046
"A4098","cancer","HMGXB4",45.4553333333333,5.19271904372571
"A4098","cancer","TOM1",4.21933333333333,0.482007521343151
"A4098","cancer","MIR3909",0,0
"A4098","cancer","HMOX1",25.4446666666667,2.90674372998958
"A4098","cancer","MCM5",32.046,3.66086578344824
"A4098","cancer","MB",25.0396666666667,2.86047740525961
"A4098","cancer","APOL6",22.0886666666667,2.52336154284446
"A4098","cancer","MYH9",443.128666666667,50.6220612077963
"A4098","cancer","TXN2",35.4086666666667,4.04500955618562
"A4098","cancer","FOXRED2",7.336,0.838048785726028
"A4098","cancer","MFNG",8.47933333333333,0.968660714799105
"A4098","cancer","CARD10",73.668,8.41567311162282
"A4098","cancer","CDC42EP1",72.42,8.27310428875122
"A4098","cancer","LGALS2",0,0
"A4098","cancer","PLA2G6",18.703,2.13659029981378
"A4098","cancer","MAFF",55.225,6.30878464990729
"A4098","cancer","TMEM184B",28.5376666666667,3.26008136551992
"A4098","cancer","CSNK1E",23.597,2.69567028309393
"A4098","cancer","CYB5R3",24.4576666666667,2.79399098305506
"A4098","cancer","A4GALT",60.1796666666667,6.87479506207703
"A4098","cancer","FBLN1",20.6676666666667,2.36102957385364
"A4098","cancer","ATXN10",73.0326666666667,8.34309400468017
"A4098","cancer","MIR3619",0,0
"A4098","cancer","MIRLET7A3",0,0
"A4098","cancer","MIRLET7B",0,0
"A4098","cancer","CELSR1",45.3143333333333,5.17661150844935
"A4098","cancer","ITPR1",18.1066666666667,2.06846646858587
"A4098","cancer","EGOT",0,0
"A4098","cancer","BHLHE40",248.345333333333,28.3704341658568
"A4098","cancer","CRELD1",12.6456666666667,1.44461363068377
"A4098","cancer","PRRT3",0,0
"A4098","cancer","FANCD2",33.802,3.86146742845027
"A4098","cancer","VHL",0,0
"A4098","cancer","IRAK2",8.944,1.02174323057982
"A4098","cancer","TATDN2",10.619,1.21309161063586
"A4098","cancer","SEC13",45.758,5.22729502961445
"A4098","cancer","ATP2B2",9.67866666666667,1.10566996284719
"A4098","cancer","MIR885",0,0
"A4098","cancer","SLC6A6",33.0216666666667,3.77232383487591
"A4098","cancer","ANKRD28",37.697,4.30642381072983
"A4098","cancer","MIR3134",0,0
"A4098","cancer","RARB",17.9036666666667,2.04527618730147
"A4098","cancer","TOP2B",21.584,2.46570951351017
"A4098","cancer","SLC4A7",91.3436666666667,10.4349030716689
"A4098","cancer","CDCP1",73.9126666666667,8.44362330285887
"A4098","cancer","TMEM158",0,0
"A4098","cancer","XCR1",5.37266666666667,0.613761828804622
"A4098","cancer","CCR1",0,0
"A4098","cancer","TKT",85.477,9.7647077504776
"A4098","cancer","FLNB",37.5543333333333,4.29012587905541
"A4098","cancer","PRICKLE2",21.031,2.40253598863196
"A4098","cancer","FOXP1",31.1066666666667,3.5535583734984
"A4098","cancer","MIR1284",0,0
"A4098","cancer","DCBLD2",85.3686666666667,9.75233198460333
"A4098","cancer","ZBTB20",24.4696666666667,2.79536183712114
"A4098","cancer","GAP43",14.7443333333333,1.68436077512811
"A4098","cancer","LSAMP",16.0643333333333,1.83515472239615
"A4098","cancer","FSTL1",105.867,12.0940172844135
"A4098","cancer","MIR198",3315.33366666667,378.736553111589
"A4098","cancer","ROPN1",24.3206666666667,2.77834039913406
"A4098","cancer","KALRN",21.2816666666667,2.43117160690105
"A4098","cancer","ITGB5",33.3416666666667,3.80887994330452
"A4098","cancer","ABTB1",27.8876666666667,3.18582677027429
"A4098","cancer","MGLL",27.437,3.13434358423733
"A4098","cancer","PLXND1",55.9973333333333,6.39701434077094
"A4098","cancer","TMCC1",28.0566666666667,3.20513296503816
"A4098","cancer","AMOTL2",24.8083333333333,2.83405038520809
"A4098","cancer","MRPS22",21.303,2.43360868079629
"A4098","cancer","PLOD2",94.735,10.822321662453
"A4098","cancer","CP",90.2516666666667,10.3101553516562
"A4098","cancer","TM4SF18",23.235,2.65431618543406
"A4098","cancer","TM4SF1",136.148,15.5532532823101
"A4098","cancer","TM4SF4",0,0
"A4098","cancer","WWTR1",43.311,4.94775503797437
"A4098","cancer","CCNL1",102.233,11.678876978071
"A4098","cancer","IQCJ-SCHIP1",18.4373333333333,2.10624111396211
"A4098","cancer","SCHIP1",31.8583333333333,3.63942714902604
"A4098","cancer","IL12A",0,0
"A4098","cancer","RPL22L1",66.087,7.54963605538113
"A4098","cancer","FNDC3B",69.872,7.98202627538836
"A4098","cancer","TNFSF10",19.6183333333333,2.24115600163147
"A4098","cancer","TBL1XR1",79.7676666666667,9.11248584926371
"A4098","cancer","MCF2L2",32.1073333333333,3.66787237089706
"A4098","cancer","B3GNT5",44.2576666666667,5.05590019207569
"A4098","cancer","MAP3K13",32.3036666666667,3.6903010665892
"A4098","cancer","TRA2B",122.919,14.0420009123034
"A4098","cancer","LPP",43.066,4.91976676745871
"A4098","cancer","TP63",15.13,1.72841850164051
"A4098","cancer","HES1",272.733,31.1564285001931
"A4098","cancer","TMEM44",39.4313333333333,4.50455030255701
"A4098","cancer","PCYT1A",44.267,5.05696641190486
"A4098","cancer","TM4SF19",33.7346666666667,3.85377541396842
"A4098","cancer","DLG1",56.18,6.41788178599894
"A4098","cancer","BDH1",21.3456666666667,2.43848282858677
"A4098","cancer","EVC2",7.53366666666667,0.860629798536621
"A4098","cancer","EVC",64.9993333333333,7.42538336600345
"A4098","cancer","TBC1D14",32.807,3.74780077880504
"A4098","cancer","CPEB2",47.9046666666667,5.47252559032308
"A4098","cancer","FBXL5",35.2536666666667,4.0273026911655
"A4098","cancer","FAM200B",83.6313333333333,9.55386277925963
"A4098","cancer","BST1",16.3233333333333,1.86474232265556
"A4098","cancer","FGFBP1",0,0
"A4098","cancer","FGFBP2",0,0
"A4098","cancer","RPL9",87.9523333333333,10.0474844808848
"A4098","cancer","LIAS",19.7956666666667,2.26141417838566
"A4098","cancer","UGDH",187.549666666667,21.4252685950547
"A4098","cancer","RBM47",27.516,3.14336837350564
"A4098","cancer","APBB2",33.868,3.86900712581367
"A4098","cancer","IGFBP7",68.5193333333333,7.82750055871823
"A4098","cancer","UBA6",65.098,7.43665483276894
"A4098","cancer","GNRHR",12.9046666666667,1.47420123094318
"A4098","cancer","UGT2B7",56.5043333333333,6.45493292506253
"A4098","cancer","CXCL2",68.1303333333333,7.78306203940969
"A4098","cancer","MTHFD2L",31.6753333333333,3.61852162451843
"A4098","cancer","BTC",2.953,0.337344338092824
"A4098","cancer","SPP1",1063.20266666667,121.457974888314
"A4098","cancer","PKD2",93.1073333333333,10.636380540102
"A4098","cancer","ADH7",18.427,2.1050606562941
"A4098","cancer","CETN4P",0,0
"A4098","cancer","BBS12",16.792,1.91828178979164
"A4098","cancer","FGF2",87.0813333333333,9.94798332325565
"A4098","cancer","NUDT6",34.0833333333333,3.89360634044376
"A4098","cancer","PGRMC2",64.4653333333333,7.3643803600632
"A4098","cancer","SLC7A11",58.012,6.62716550675277
"A4098","cancer","DCLK2",97.9243333333333,11.1866642097915
"A4098","cancer","PDGFC",31.319,3.57781487461198
"A4098","cancer","FNIP2",34.3743333333333,3.92684955154604
"A4098","cancer","PALLD",32.1656666666667,3.67453624482936
"A4098","cancer","VEGFC",22.3843333333333,2.55713786386132
"A4098","cancer","FAT1",125.624666666667,14.3510904249233
"A4098","cancer","CCDC127",408.507666666667,46.6670329893365
"A4098","cancer","SDHA",47.854,5.46673753982188
"A4098","cancer","PDCD6",42.4056666666667,4.84433171454508
"A4098","cancer","AHRR",57.9166666666667,6.61627483278341
"A4098","cancer","LPCAT1",56.2116666666667,6.42149931756219
"A4098","cancer","SDHAP3",33.4636666666667,3.82281695964293
"A4098","cancer","CCT5",171.671666666667,19.6114001899623
"A4098","cancer","CMBL",52.218,5.96527146851714
"A4098","cancer","DNAH5",23.5413333333333,2.68931104339854
"A4098","cancer","TRIO",207.075333333333,23.6558385569537
"A4098","cancer","SUB1",29.912,3.4170822353649
"A4098","cancer","RAI14",97.126,11.0954643351181
"A4098","cancer","OSMR",45.101,5.15224076949694
"A4098","cancer","RICTOR",51.897,5.92860112224968
"A4098","cancer","ZNF131",39.1656666666667,4.47420111670534
"A4098","cancer","ACTBL2",126.166,14.412931175015
"A4098","cancer","PLK2",1330.549,151.999042229959
