"gene","rloop_density"
"SDC1",3.38
"SDC2",0.92
"SDC3",1.49
"SDC4",4.64
"SDC4P",0.75
"SDCBP",1.52
"SDCBP2",1.26
"SDCBP2-AS1",2.09
"SDCCAG3",6.07
"SDCCAG8",1.04
"SDE2",1.27
"SDF2",1.75
"SDF2L1",2.68
"SDF4",3.5
"SDHA",1.13
"SDHAF1",2.49
"SDHAF2",2.12
"SDHAF3",0.82
"SDHAF4",1.03
"SDHAP1",4.34
"SDHAP2",3.78
"SDHAP3",2.09
"SDHB",1.83
"SDHC",1.19
"SDHD",1.67
"SDK1",1.06
"SDK2",1.13
"SDPR",0.76
"SDR16C5",1.03
"SDR16C6P",0.76
"SDR39U1",9.53
"SDR42E1",1.36
"SDR9C7",0.85
"SDS",2.24
"SDSL",1.67
"SEBOX",3.14
"SEC11A",1.46
"SEC11C",1.18
"SEC13",6.32
"SEC14L1",1.41
"SEC14L1P1",0.89
"SEC14L2",3
"SEC14L3",0.93
"SEC14L4",0.87
"SEC14L5",1
"SEC14L6",1.03
"SEC16A",4.98
"SEC16B",0.79
"SEC1P",1.74
"SEC22A",1.16
"SEC22B",1.24
"SEC22C",1.35
"SEC23A",1.1
"SEC23B",1.41
"SEC23IP",1.16
"SEC24A",1.58
"SEC24B",1.26
"SEC24B-AS1",1.05
"SEC24C",3.17
"SEC24D",1.11
"SEC31A",1.32
"SEC31B",0.97
"SEC61A1",4.35
"SEC61A2",1.29
"SEC61B",2.12
"SEC61G",1.2
"SEC62",1.91
"SEC63",1.4
"SECISBP2",2.18
"SECISBP2L",1.21
"SECTM1",0.94
"SEH1L",1.44
"SEL1L",1.12
"SEL1L2",0.79
"SEL1L3",1.05
"SELE",0.66
"SELENBP1",1.97
"SELENOF",1.14
"SELENOH",3.27
"SELENOI",1.31
"SELENOK",1.64
"SELENOM",4.62
"SELENON",5.02
"SELENOO",6.81
"SELENOP",0.84
"SELENOS",1.28
"SELENOT",1.24
"SELENOV",1.24
"SELENOW",2.19
"SELL",0.86
"SELP",0.73
"SELPLG",0.82
"SEM1",1.85
"SEMA3A",0.76
"SEMA3B",8.52
"SEMA3B-AS1",5.45
"SEMA3C",1.36
"SEMA3D",0.75
"SEMA3E",0.82
"SEMA3F",3.28
"SEMA3F-AS1",5
"SEMA3G",1.16
"SEMA4A",1.63
"SEMA4B",5.4
"SEMA4C",12.96
"SEMA4D",1.86
"SEMA4F",0.93
"SEMA4G",2.45
"SEMA5A",0.84
"SEMA5A-AS1",0.81
"SEMA5B",0.81
"SEMA6A",0.83
"SEMA6A-AS1",0.88
"SEMA6B",2.72
"SEMA6C",1.07
"SEMA6D",0.85
"SEMA7A",1.45
"SEMG1",0.88
"SEMG2",0.55
"SENCR",0.95
"SENP1",1.19
"SENP2",1.26
"SENP3",7.69
"SENP3-EIF4A1",13.13
"SENP5",1.65
"SENP6",1.35
"SENP7",0.95
"SENP8",0.87
"SEPHS1",2.33
"SEPHS2",3.21
"SEPSECS",0.91
"SEPSECS-AS1",1.24
"SEPT4-AS1",1.23
"SEPT5-GP1BB",4.4
"SEPT7-AS1",0.9
"SEPT7P2",1.73
"SEPT7P9",1.31
"SERAC1",0.99
"SERBP1",2.27
"SERF1A",1.62
"SERF1B",1.62
"SERF2",5.2
"SERF2-C15ORF63",6.93
"SERGEF",1.07
"SERHL",11.48
"SERHL2",6.62
"SERINC1",1.38
"SERINC2",3.72
"SERINC3",1.49
"SERINC4",5.96
"SERINC5",1.41
"SERP1",4.92
"SERP2",0.8
"SERPINA1",0.93
"SERPINA10",0.88
"SERPINA11",0.9
"SERPINA12",0.79
"SERPINA13P",0.76
"SERPINA2",0.81
"SERPINA3",1.18
"SERPINA4",1.04
"SERPINA5",0.9
"SERPINA6",0.82
"SERPINA7",0.75
"SERPINA9",0.92
"SERPINB1",2.34
"SERPINB10",0.92
"SERPINB11",0.88
"SERPINB12",0.94
"SERPINB13",0.87
"SERPINB2",0.91
"SERPINB3",0.96
"SERPINB4",0.91
"SERPINB5",1
"SERPINB6",2.06
"SERPINB7",0.92
"SERPINB8",0.95
"SERPINB9",0.92
"SERPINB9P1",0.96
"SERPINC1",0.8
"SERPIND1",1.49
"SERPINE1",0.92
"SERPINE2",0.78
"SERPINE3",1.36
"SERPINF1",3.89
"SERPINF2",1.29
"SERPING1",0.94
"SERPINH1",9.24
"SERPINI1",0.71
"SERPINI2",0.68
"SERTAD1",7.34
"SERTAD2",2.38
"SERTAD3",9.81
"SERTAD4",1.89
"SERTAD4-AS1",3.99
"SERTM1",0.86
"SESN1",0.91
"SESN2",1.72
"SESN3",0.87
"SESTD1",1.13
"SET",2.93
"SETBP1",1.06
"SETD1A",6.14
"SETD1B",13.8
"SETD2",1.52
"SETD3",1.43
"SETD4",1.58
"SETD5",1.95
"SETD6",5.16
"SETD7",2.14
"SETD9",1.25
"SETDB1",3.6
"SETDB2",0.98
"SETDB2-PHF11",1.08
"SETMAR",2.65
"SETSIP",0.79
"SETX",1.54
"SEZ6",1.75
"SEZ6L",0.87
"SEZ6L2",1.58
"SF1",8.72
"SF3A1",3.81
"SF3A2",8.48
"SF3A3",2.06
"SF3B1",1.56
"SF3B2",4.06
"SF3B3",2.89
"SF3B4",4.77
"SF3B5",1.15
"SF3B6",3.77
"SFI1",2.28
"SFMBT1",1.13
"SFMBT2",1.21
"SFN",1.98
"SFPQ",5.31
"SFR1",1.26
"SFRP1",0.87
"SFRP2",0.9
"SFRP4",0.69
"SFRP5",1.91
"SFSWAP",1.88
"SFT2D1",1.71
"SFT2D2",1.2
"SFT2D3",3.49
"SFTA1P",0.81
"SFTA2",1.48
"SFTA3",0.74
"SFTPA1",0.74
"SFTPA2",0.71
"SFTPB",1.89
"SFTPC",1.09
"SFTPD",0.78
"SFXN1",3.13
"SFXN2",4.65
"SFXN3",2.74
"SFXN4",2.71
"SFXN5",1.86
"SGCA",0.86
"SGCB",1.07
"SGCD",0.81
"SGCE",0.75
"SGCG",0.89
"SGCZ",0.86
"SGF29",2.25
"SGIP1",0.81
"SGK1",0.92
"SGK2",0.88
"SGK3",1.41
"SGK494",2.14
"SGMS1",1.06
"SGMS1-AS1",1.28
"SGMS2",0.94
"SGO1",0.93
"SGO1-AS1",0.98
"SGO2",1.06
"SGPL1",1.51
"SGPP1",1.12
"SGPP2",0.99
"SGSH",5.94
"SGSM1",1.05
"SGSM2",3.49
"SGSM3",3.67
"SGTA",3.73
"SGTB",0.88
"SH2B1",3.63
"SH2B2",2.31
"SH2B3",4.82
"SH2D1A",0.82
"SH2D1B",0.85
"SH2D2A",2.61
"SH2D3A",4.98
"SH2D3C",0.87
"SH2D4A",1.27
"SH2D4B",0.93
"SH2D5",1.93
"SH2D6",1.15
"SH2D7",0.8
"SH3BGR",0.78
"SH3BGRL",1.2
"SH3BGRL2",0.93
"SH3BGRL3",16.89
"SH3BP1",8.07
"SH3BP2",5.08
"SH3BP4",1.88
"SH3BP5",2.26
"SH3BP5-AS1",5.31
"SH3BP5L",0.95
"SH3D19",1.12
"SH3D21",4.92
"SH3GL1",6.46
"SH3GL1P1",1.62
"SH3GL1P2",0.99
"SH3GL2",0.85
"SH3GL3",0.85
"SH3GLB1",1.23
"SH3GLB2",6.7
"SH3KBP1",1.06
"SH3PXD2A",1.11
"SH3PXD2A-AS1",1
"SH3PXD2B",1.21
"SH3RF1",1.17
"SH3RF2",0.93
"SH3RF3",0.89
"SH3RF3-AS1",0.65
"SH3TC1",1.87
"SH3TC2",0.79
"SH3YL1",0.92
"SHANK1",1.79
"SHANK2",1.6
"SHANK2-AS1",1.21
"SHANK2-AS3",1.52
"SHANK3",0.94
"SHARPIN",14.26
"SHB",2.09
"SHBG",1.1
"SHC1",8.76
"SHC2",1.22
"SHC3",0.85
"SHC4",0.91
"SHCBP1",1.04
"SHCBP1L",0.79
"SHD",1.34
"SHE",0.85
"SHF",1.86
"SHH",0.99
"SHISA2",0.91
"SHISA3",0.81
"SHISA4",1.77
"SHISA5",2.88
"SHISA6",0.89
"SHISA7",1.22
"SHISA8",10.73
"SHISA9",0.94
"SHKBP1",2.85
"SHMT1",2.51
"SHMT2",5.65
"SHOC2",1.04
"SHOX",1.11
"SHOX2",0.72
"SHPK",2.14
"SHPRH",1.03
"SHQ1",1.11
"SHROOM1",3.43
"SHROOM2",1.23
"SHROOM3",1.01
"SHROOM4",0.88
"SHTN1",1.88
"SI",0.69
"SIAE",1.21
"SIAH1",1.65
"SIAH2",3.25
"SIAH3",0.86
"SIDT1",1.44
"SIDT2",2.29
"SIGIRR",9.36
"SIGLEC1",0.93
"SIGLEC10",1.31
"SIGLEC11",1.24
"SIGLEC12",0.87
"SIGLEC14",0.84
"SIGLEC15",1.19
"SIGLEC16",3.69
"SIGLEC17P",0.82
"SIGLEC5",0.99
"SIGLEC6",0.85
"SIGLEC7",0.83
"SIGLEC8",0.72
"SIGLEC9",0.83
"SIGLECL1",0.83
"SIGMAR1",1.34
"SIK1",8.62
"SIK2",1.17
"SIK3",1.08
"SIKE1",1.14
"SIL1",1.23
"SIM1",0.78
"SIM2",2.38
"SIMC1",1.25
"SIN3A",2.4
"SIN3B",3.52
"SIPA1",3.98
"SIPA1L1",1.17
"SIPA1L2",1.11
"SIPA1L3",2.05
"SIRPA",1.55
"SIRPB1",0.97
"SIRPB2",0.86
"SIRPD",0.83
"SIRPG",0.91
"SIRPG-AS1",0.98
"SIRT1",1.46
"SIRT2",1.6
"SIRT3",1.12
"SIRT4",1.39
"SIRT5",1.58
"SIRT6",3.53
"SIRT7",3.26
"SIT1",1.05
"SIVA1",3.81
"SIX1",0.9
"SIX2",1.42
"SIX3",0.82
"SIX3-AS1",1.24
"SIX4",2.62
"SIX5",19.03
"SIX6",0.76
"SKA1",0.96
"SKA2",1.6
"SKA3",1.7
"SKAP1",0.79
"SKAP2",0.9
"SKI",1.96
"SKIDA1",1.68
"SKIL",1.48
"SKINT1L",0.87
"SKIV2L",2.98
"SKIV2L2",1.22
"SKOR1",1.73
"SKOR2",0.83
"SKP1",1.24
"SKP1P2",1.27
"SKP2",1.28
"SLA",0.79
"SLA2",1.5
"SLAIN1",0.84
"SLAIN2",1.03
"SLAMF1",0.85
"SLAMF6",0.83
"SLAMF7",0.89
"SLAMF8",0.98
"SLAMF9",0.85
"SLBP",2.62
"SLC10A1",1.38
"SLC10A2",0.84
"SLC10A3",2.66
"SLC10A4",0.76
"SLC10A5",0.97
"SLC10A6",0.83
"SLC10A7",1
"SLC11A1",1.63
"SLC11A2",1.45
"SLC12A1",0.93
"SLC12A2",1.32
"SLC12A3",0.92
"SLC12A4",17.88
"SLC12A5",1.22
"SLC12A6",1
"SLC12A7",2.89
"SLC12A8",1.07
"SLC12A9",2.99
"SLC13A1",0.81
"SLC13A2",0.85
"SLC13A3",1.03
"SLC13A4",1.08
"SLC13A5",0.89
"SLC14A1",0.87
"SLC14A2",0.89
"SLC14A2-AS1",0.91
"SLC15A1",0.88
"SLC15A2",0.88
"SLC15A3",3.81
"SLC15A4",2.19
"SLC15A5",0.83
"SLC16A1",1
"SLC16A1-AS1",1.15
"SLC16A10",0.88
"SLC16A11",3.14
"SLC16A12",0.83
"SLC16A12-AS1",0.89
"SLC16A13",1.15
"SLC16A14",1.44
"SLC16A2",0.93
"SLC16A3",14.61
"SLC16A4",2.68
"SLC16A5",3.11
"SLC16A6",1.62
"SLC16A7",0.91
"SLC16A8",9
"SLC16A9",1.13
"SLC17A1",0.74
"SLC17A2",0.78
"SLC17A3",0.8
"SLC17A4",0.8
"SLC17A5",1.24
"SLC17A6",0.75
"SLC17A7",1.47
"SLC17A8",0.82
"SLC17A9",1.17
"SLC18A1",0.96
"SLC18A2",1.24
"SLC18A3",0.95
"SLC18B1",0.93
"SLC19A1",5.01
"SLC19A2",1.4
"SLC19A3",0.77
"SLC1A1",0.96
"SLC1A2",0.87
"SLC1A3",0.78
"SLC1A4",1.61
"SLC1A5",9.91
"SLC1A6",0.9
"SLC1A7",0.91
"SLC20A1",2.15
"SLC20A2",1.42
"SLC22A1",1.06
"SLC22A10",0.79
"SLC22A11",1.12
"SLC22A12",1.13
"SLC22A13",1.36
"SLC22A14",0.93
"SLC22A15",0.94
"SLC22A16",0.83
"SLC22A17",1.62
"SLC22A18",3.19
"SLC22A18AS",1.57
"SLC22A2",0.91
"SLC22A20",4.52
"SLC22A23",1.33
"SLC22A24",0.83
"SLC22A25",0.78
"SLC22A3",0.88
"SLC22A31",1.8
"SLC22A4",1.55
"SLC22A5",4.57
"SLC22A6",0.93
"SLC22A7",0.91
"SLC22A8",0.89
"SLC22A9",0.8
"SLC23A1",2.93
"SLC23A2",1.19
"SLC23A3",2.38
"SLC24A1",1.62
"SLC24A2",0.85
"SLC24A3",0.83
"SLC24A4",0.81
"SLC24A5",0.92
"SLC25A1",13.4
"SLC25A10",6.83
"SLC25A11",5.36
"SLC25A12",1.02
"SLC25A13",1.21
"SLC25A14",0.99
"SLC25A15",1.71
"SLC25A16",1.14
"SLC25A17",1.44
"SLC25A18",1.29
"SLC25A19",3.13
"SLC25A2",1.43
"SLC25A20",1.14
"SLC25A21",0.82
"SLC25A21-AS1",1.09
"SLC25A22",11.23
"SLC25A23",1.87
"SLC25A24",2.34
"SLC25A25",4.27
"SLC25A25-AS1",16.61
"SLC25A26",1.07
"SLC25A27",0.78
"SLC25A28",3.16
"SLC25A29",6.87
"SLC25A3",1.35
"SLC25A30",0.98
"SLC25A30-AS1",0.95
"SLC25A31",0.75
"SLC25A32",1.72
"SLC25A33",1.72
"SLC25A34",2.6
"SLC25A35",2.09
"SLC25A36",1.61
"SLC25A37",1.58
"SLC25A38",3.33
"SLC25A39",5.75
"SLC25A3P1",0.89
"SLC25A4",2.39
"SLC25A40",1.05
"SLC25A41",2.41
"SLC25A42",2.18
"SLC25A43",1.78
"SLC25A44",1.8
"SLC25A45",2.15
"SLC25A46",1.07
"SLC25A47",2.67
"SLC25A48",0.86
"SLC25A5",7.91
"SLC25A5-AS1",8.69
"SLC25A51",1.68
"SLC25A51P1",1.18
"SLC25A52",1
"SLC25A53",1.18
"SLC25A6",9.31
"SLC26A1",2.77
"SLC26A10",2.85
"SLC26A11",2.7
"SLC26A2",0.92
"SLC26A3",0.72
"SLC26A4",0.79
"SLC26A4-AS1",0.77
"SLC26A5",0.85
"SLC26A6",5.49
"SLC26A7",0.8
"SLC26A8",0.91
"SLC26A9",0.72
"SLC27A1",3.04
"SLC27A2",1.15
"SLC27A3",3.72
"SLC27A4",3.41
"SLC27A5",1.87
"SLC27A6",0.84
"SLC28A1",0.94
"SLC28A2",0.94
"SLC28A3",0.85
"SLC29A1",1.6
"SLC29A2",18.64
"SLC29A3",2.42
"SLC29A4",4.73
"SLC2A1",5.44
"SLC2A1-AS1",1.33
"SLC2A10",2.79
"SLC2A11",2.06
"SLC2A12",1.06
"SLC2A13",0.86
"SLC2A14",0.93
"SLC2A2",0.7
"SLC2A3",1.01
"SLC2A4",4.22
"SLC2A4RG",12.71
"SLC2A5",0.97
"SLC2A6",6.13
"SLC2A7",0.98
"SLC2A8",4.98
"SLC2A9",0.9
"SLC30A1",2.33
"SLC30A10",0.84
"SLC30A2",0.84
"SLC30A3",0.97
"SLC30A4",0.88
"SLC30A5",1.96
"SLC30A6",1.1
"SLC30A7",1.15
"SLC30A8",0.78
"SLC30A9",1.11
"SLC31A1",1.15
"SLC31A2",2.36
"SLC32A1",0.86
"SLC33A1",1
"SLC34A1",0.96
"SLC34A2",0.83
"SLC34A3",18.12
"SLC35A1",1.23
"SLC35A2",2.85
"SLC35A3",1.11
"SLC35A4",3.71
"SLC35A5",1
"SLC35B1",1.2
"SLC35B2",12.11
"SLC35B3",1.36
"SLC35B4",1.42
"SLC35C1",6.45
"SLC35C2",9.64
"SLC35D1",1.11
"SLC35D2",1.22
"SLC35D3",0.98
"SLC35E1",5.18
"SLC35E2",3.7
"SLC35E2B",3.5
"SLC35E3",1.66
"SLC35E4",1.31
"SLC35F1",0.81
"SLC35F2",1.34
"SLC35F3",0.84
"SLC35F4",0.77
"SLC35F5",1.27
"SLC35F6",9.45
"SLC35G1",1.15
"SLC35G2",1.31
"SLC35G3",1.19
"SLC35G4",1.17
"SLC35G5",3.68
"SLC35G6",3
"SLC36A1",0.93
"SLC36A2",0.84
"SLC36A3",0.82
"SLC36A4",0.98
"SLC37A1",2.69
"SLC37A2",1.17
"SLC37A3",1.67
"SLC37A4",3.31
"SLC38A1",2.83
"SLC38A10",5.01
"SLC38A11",0.79
"SLC38A2",3.39
"SLC38A3",1.03
"SLC38A4",0.75
"SLC38A5",1.06
"SLC38A6",0.9
"SLC38A7",2.36
"SLC38A8",0.86
"SLC38A9",1
"SLC39A1",7.02
"SLC39A10",1.32
"SLC39A11",1.16
"SLC39A12",0.82
"SLC39A12-AS1",0.84
"SLC39A13",11.98
"SLC39A14",1.68
"SLC39A2",0.99
"SLC39A3",2.16
"SLC39A4",5.58
"SLC39A5",4.89
"SLC39A6",1.3
"SLC39A7",3.25
"SLC39A8",0.95
"SLC39A9",1.33
"SLC3A1",1.18
"SLC3A2",4.77
"SLC40A1",0.76
"SLC41A1",1.49
"SLC41A2",0.93
"SLC41A3",1.28
"SLC43A1",1.25
"SLC43A2",3.53
"SLC43A3",0.86
"SLC44A1",1.11
"SLC44A2",3.57
"SLC44A3",1.04
"SLC44A3-AS1",0.95
"SLC44A4",1.15
"SLC44A5",0.83
"SLC45A1",1.15
"SLC45A2",0.83
"SLC45A3",1.21
"SLC45A4",1.51
"SLC46A1",5.32
"SLC46A2",2.44
"SLC46A3",1
"SLC47A1",0.98
"SLC47A2",1.06
"SLC48A1",6.55
"SLC4A1",1.41
"SLC4A10",0.78
"SLC4A11",4.53
"SLC4A1AP",0.98
"SLC4A2",4.61
"SLC4A3",2.21
"SLC4A4",0.88
"SLC4A5",1.39
"SLC4A7",1.19
"SLC4A8",1.13
"SLC4A9",1.09
"SLC50A1",6.56
"SLC51A",1.86
"SLC51B",0.99
"SLC52A1",3.42
"SLC52A2",3.66
"SLC52A3",1.37
"SLC5A1",0.89
"SLC5A10",3.62
"SLC5A11",0.92
"SLC5A12",0.82
"SLC5A2",4.18
"SLC5A3",1.15
"SLC5A4",0.89
"SLC5A5",1.25
"SLC5A6",6.66
"SLC5A7",0.8
"SLC5A8",0.85
"SLC5A9",0.9
"SLC6A1",0.74
"SLC6A1-AS1",0.67
"SLC6A10P",0.91
"SLC6A11",0.74
"SLC6A12",0.95
"SLC6A13",0.8
"SLC6A14",0.68
"SLC6A15",0.7
"SLC6A16",1.47
"SLC6A17",0.84
"SLC6A18",1.22
"SLC6A19",0.86
"SLC6A2",0.99
"SLC6A20",0.82
"SLC6A3",0.92
"SLC6A4",0.9
"SLC6A5",0.86
"SLC6A6",2.87
"SLC6A7",0.86
"SLC6A8",4.48
"SLC6A9",3.28
"SLC7A1",2.42
"SLC7A10",1.65
"SLC7A11",1
"SLC7A11-AS1",0.85
"SLC7A13",0.77
"SLC7A14",0.7
"SLC7A2",1.45
"SLC7A3",0.8
"SLC7A4",1.08
"SLC7A5",9.54
"SLC7A5P2",7.4
"SLC7A6",4.29
"SLC7A6OS",4.46
"SLC7A7",1.59
"SLC7A8",0.78
"SLC7A9",0.93
"SLC8A1",0.84
"SLC8A1-AS1",0.86
"SLC8A2",1.47
"SLC8A3",0.77
"SLC8B1",1.88
"SLC9A1",3.22
"SLC9A2",1.03
"SLC9A3",1.34
"SLC9A3R1",6.85
"SLC9A3R2",3.79
"SLC9A4",0.75
"SLC9A5",2.74
"SLC9A6",0.98
"SLC9A7",1.53
"SLC9A7P1",0.72
"SLC9A8",2.23
"SLC9A9",0.81
"SLC9A9-AS1",0.96
"SLC9B1",0.86
"SLC9B2",1.16
"SLC9C1",0.78
"SLC9C2",0.76
"SLCO1A2",0.87
"SLCO1B1",0.84
"SLCO1B3",0.89
"SLCO1B7",0.81
"SLCO1C1",0.84
"SLCO2A1",0.92
"SLCO2B1",0.81
"SLCO3A1",0.99
"SLCO4A1",4.77
"SLCO4A1-AS1",6.03
"SLCO4C1",0.86
"SLCO5A1",0.84
"SLCO6A1",0.81
"SLED1",1.72
"SLF1",1
"SLF2",1.22
"SLFN11",0.9
"SLFN12",0.9
"SLFN12L",0.82
"SLFN13",0.82
"SLFN14",1.04
"SLFN5",1.52
"SLFNL1",16.5
"SLFNL1-AS1",7.81
"SLIRP",2.99
"SLIT1",0.92
"SLIT1-AS1",0.77
"SLIT2",0.87
"SLIT2-IT1",0.78
"SLIT3",0.85
"SLITRK1",1.04
"SLITRK2",0.77
"SLITRK3",0.66
"SLITRK4",0.73
"SLITRK5",1
"SLITRK6",0.85
"SLK",1.11
"SLMAP",1.27
"SLMO2-ATP5E",1.51
"SLN",0.82
"SLPI",0.85
"SLTM",1.26
"SLU7",1.24
"SLURP1",11.18
"SLX1A",4.72
"SLX1A-SULT1A3",7.5
"SLX4",2.26
"SLX4IP",1.12
"SMA4",1.29
"SMA5",1.57
"SMAD1",1.27
"SMAD1-AS1",0.56
"SMAD1-AS2",0.95
"SMAD2",1.31
"SMAD3",2.89
"SMAD4",1.24
"SMAD5",1.22
"SMAD5-AS1",1.75
"SMAD6",1.94
"SMAD7",1.94
"SMAD9",0.9
"SMAGP",2.2
"SMAP1",1.18
"SMAP2",0.98
"SMARCA1",0.81
"SMARCA2",1.07
"SMARCA4",4.42
"SMARCA5",1.52
"SMARCA5-AS1",3.77
"SMARCAD1",1.13
"SMARCAL1",1.15
"SMARCB1",2.77
"SMARCC1",1.57
"SMARCC2",12.75
"SMARCD1",3.44
"SMARCD2",6.48
"SMARCD3",1.82
"SMARCE1",1.78
"SMC1A",2.37
"SMC1B",1.06
"SMC2",1.22
"SMC2-AS1",0.82
"SMC3",1.34
"SMC4",2.31
"SMC5",1.45
"SMC5-AS1",1.01
"SMC6",1.11
"SMCHD1",1.06
"SMCO1",0.74
"SMCO2",0.83
"SMCO3",0.8
"SMCO4",1.06
"SMCP",0.87
"SMCR2",0.92
"SMCR5",2.3
"SMCR8",5.73
"SMDT1",4.37
"SMG1",1.36
"SMG1P1",1.47
"SMG1P2",2.8
"SMG1P3",1.56
"SMG1P5",1.64
"SMG1P6",1.08
"SMG1P7",1.2
"SMG5",3.94
"SMG6",1.24
"SMG7",1.5
"SMG7-AS1",2.96
"SMG8",1.47
"SMG9",4.2
"SMIM1",2.43
"SMIM10",0.74
"SMIM10L1",1.49
"SMIM10L2A",0.9
"SMIM10L2B",0.81
"SMIM11A",1.43
"SMIM11B",1.43
"SMIM12",1.56
"SMIM13",1.53
"SMIM14",1.52
"SMIM15",2.2
"SMIM15-AS1",0.93
"SMIM17",0.95
"SMIM18",1.23
"SMIM19",2.51
"SMIM2",0.75
"SMIM2-AS1",0.77
"SMIM2-IT1",0.72
"SMIM20",1.07
"SMIM21",0.94
"SMIM22",3.77
"SMIM23",0.79
"SMIM24",3.2
"SMIM3",0.98
"SMIM4",4.3
"SMIM5",4.2
"SMIM6",0.99
"SMIM7",5.66
"SMIM8",1.23
"SMIM9",0.88
"SMKR1",1.31
"SMLR1",0.88
"SMN1",2.21
"SMN2",2.21
"SMNDC1",2.35
"SMO",0.99
"SMOC1",0.8
"SMOC2",1.01
"SMOX",1.71
"SMPD1",1.79
"SMPD2",4.26
"SMPD3",2.39
"SMPD4",5.05
"SMPDL3A",0.93
"SMPDL3B",1.42
"SMPX",0.81
"SMR3A",0.95
"SMR3B",0.8
"SMS",1.9
"SMTN",4.01
"SMTNL1",1.88
"SMTNL2",1.26
"SMU1",1.61
"SMUG1",3.54
"SMURF1",2.21
"SMURF2",1.12
"SMYD1",0.83
"SMYD2",1.45
"SMYD3",0.99
"SMYD4",1.21
"SMYD5",4.63
"SNAI1",2.27
"SNAI2",0.88
"SNAI3",2.22
"SNAI3-AS1",2.07
"SNAP23",0.99
"SNAP25",0.74
"SNAP25-AS1",0.87
"SNAP29",1.57
"SNAP47",4.72
"SNAP91",0.78
"SNAPC1",1.09
"SNAPC2",5.15
"SNAPC3",1.37
"SNAPC4",5.27
"SNAPC5",3.42
"SNAPIN",4.06
"SNAR-A1",1.02
"SNAR-A10",1.42
"SNAR-A12",0.97
"SNAR-B1",0.68
"SNAR-C1",1.14
"SNAR-C2",0.79
"SNAR-C3",1.3
"SNAR-C4",1.29
"SNAR-D",1.71
"SNAR-E",1.19
"SNAR-F",0.42
"SNAR-G1",0.87
"SNAR-G2",0.76
"SNAR-H",0.76
"SNAR-I",0.99
"SNCA",0.77
"SNCA-AS1",0.74
"SNCAIP",0.82
"SNCB",0.89
"SNCG",0.99
"SND1",1.4
"SND1-IT1",1.6
"SNED1",2.13
"SNF8",3.95
"SNHG1",2.55
"SNHG10",3.73
"SNHG11",1.37
"SNHG12",4.55
"SNHG15",8.64
"SNHG16",8.74
"SNHG17",4.26
"SNHG18",2.04
"SNHG19",8.34
"SNHG20",5.09
"SNHG21",0.91
"SNHG22",1.44
"SNHG24",0.78
"SNHG25",7.98
"SNHG3",14.02
"SNHG4",1.9
"SNHG5",1.6
"SNHG6",2.04
"SNHG7",7.32
"SNHG8",2.08
"SNHG9",36.53
"SNIP1",1.88
"SNN",2.94
"SNORA1",0.85
"SNORA10",40.6
"SNORA100",2.9
"SNORA101A",0.23
"SNORA101B",1.22
"SNORA103",2.32
"SNORA104",0.64
"SNORA105A",1.15
"SNORA105C",0.49
"SNORA107",1.23
"SNORA108",0.94
"SNORA109",1.1
"SNORA11",1.66
"SNORA110",1.15
"SNORA111",1.7
"SNORA11B",0.83
"SNORA11C",1.79
"SNORA11D",1.26
"SNORA12",1.24
"SNORA13",3.94
"SNORA14A",0.25
"SNORA14B",0.94
"SNORA15",1.55
"SNORA16A",3.7
"SNORA16B",1.43
"SNORA17A",8.04
"SNORA17B",6.07
"SNORA18",0.65
"SNORA19",1.76
"SNORA20",1.58
"SNORA21",5.27
"SNORA22",1.33
"SNORA23",2.02
"SNORA24",1.71
"SNORA25",1.46
"SNORA26",2.57
"SNORA27",2.93
"SNORA28",4.55
"SNORA29",2.96
"SNORA2A",0.82
"SNORA2B",0.68
"SNORA2C",2.17
"SNORA30",5.2
"SNORA31",3.68
"SNORA32",1.24
"SNORA33",4.91
"SNORA35",0.4
"SNORA36A",2.97
"SNORA36B",1.18
"SNORA36C",0.91
"SNORA37",1.91
"SNORA38",0.53
"SNORA38B",1.43
"SNORA3A",10.37
"SNORA3B",10.45
"SNORA4",4.67
"SNORA40",1.56
"SNORA41",4.82
"SNORA44",3.31
"SNORA46",1.81
"SNORA47",2.87
"SNORA48",6.25
"SNORA49",2.48
"SNORA50A",2.25
"SNORA50C",11.98
"SNORA51",5.6
"SNORA52",3.51
"SNORA53",2.72
"SNORA54",3.49
"SNORA55",11.87
"SNORA56",4.3
"SNORA57",8.19
"SNORA58",2.28
"SNORA59A",0.94
"SNORA5A",13.01
"SNORA5B",7.6
"SNORA5C",9.33
"SNORA6",4.79
"SNORA60",0.99
"SNORA61",2.29
"SNORA62",3.81
"SNORA63",5.79
"SNORA64",25.37
"SNORA65",3.08
"SNORA66",3.62
"SNORA67",14.4
"SNORA68",50.81
"SNORA69",4.16
"SNORA70",11.38
"SNORA70B",1.74
"SNORA70C",0.69
"SNORA70D",1.42
"SNORA70E",1.54
"SNORA70F",1.42
"SNORA70G",2.92
"SNORA71A",4.79
"SNORA71B",1.64
"SNORA71C",1.41
"SNORA71D",1.09
"SNORA71E",0.44
"SNORA72",1.2
"SNORA73A",1.31
"SNORA73B",18.82
"SNORA74A",1.62
"SNORA74B",1.77
"SNORA75",8.26
"SNORA77",0.97
"SNORA78",37.15
"SNORA79",1.51
"SNORA7A",17.73
"SNORA7B",9.18
"SNORA8",0.85
"SNORA80A",0.84
"SNORA80B",8.76
